,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,trending,updated_github_id,gitlab_id,gitlab_url
136,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-09-20 12:58:53,2025-01-25 18:51:23,179.0,,114.0,17.0,112.0,81.0,88.0,1615.0,35.0,14,True,2.0,,,,,,,,,,,,
137,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,83.0,20.0,81.0,17.0,24.0,1524.0,28.0,14,False,2.0,2022-05-21 09:05:05,1.0.0,,,1.0,,,,,,,
138,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,57.0,26.0,45.0,46.0,33.0,798.0,21.0,14,True,2.0,2018-04-10 19:46:47,0.3.0,115.0,1.0,1.0,,,,,,,
139,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-26 02:14:29,2025-08-26 02:02:16,87.0,,26.0,15.0,96.0,18.0,54.0,764.0,10.0,14,True,3.0,2025-08-26 02:14:30,0.3.0,,,7.0,,,,,,,
140,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2025-12-28 16:29:14,2025-12-22 07:30:57,213.0,4.0,68.0,13.0,86.0,51.0,50.0,760.0,30.0,14,True,2.0,,,,,,,,,,,,
141,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2024-12-11 15:58:07,2024-09-16 16:53:16,701.0,,9.0,5.0,370.0,12.0,6.0,645.0,2.0,14,False,2.0,2023-07-21 21:21:31,0.3.13,821.0,22.0,18.0,16.0,16.0,,,,,
142,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2025-12-18 01:34:54,2025-12-18 01:34:20,404.0,33.0,33.0,7.0,224.0,2.0,55.0,629.0,16.0,14,True,2.0,,,,,,,,['python'],,,,
143,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2025-12-28 03:04:16,2025-12-21 17:34:27,1160.0,54.0,15.0,2.0,1218.0,20.0,45.0,506.0,17.0,14,True,2.0,,,,,1.0,,,,,,,
144,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,121.0,78.0,190.0,39.0,38.0,455.0,114.0,14,True,2.0,,,,,,,,,,,,
145,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2025-12-28 06:38:59,2025-12-28 04:49:16,939.0,25.0,28.0,4.0,260.0,11.0,57.0,366.0,27.0,14,True,2.0,2025-04-29 21:27:19,24.11,,,1.0,,,,,,,
146,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-10-05 21:31:48,2025-10-05 21:31:48,244.0,3.0,39.0,5.0,56.0,19.0,57.0,363.0,27.0,14,True,2.0,,,,,,,,,,,,
147,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,9.0,35.0,2.0,70.0,20.0,40.0,339.0,10.0,14,True,2.0,2024-10-03 15:42:09,0.2.0,,,2.0,,,,,,,
148,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-12-06 21:40:14,2025-12-06 21:40:11,421.0,10.0,42.0,2.0,54.0,7.0,36.0,313.0,23.0,14,True,3.0,,,,,,,,,,,,
149,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,79.0,8.0,46.0,13.0,53.0,311.0,14.0,14,True,3.0,2024-11-05 03:51:57,0.4.1,,,7.0,,,,,,,
150,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2025-12-19 02:25:59,2025-11-26 05:28:35,521.0,12.0,31.0,7.0,352.0,2.0,46.0,282.0,16.0,14,True,2.0,,,,,,,,['python'],,,,
151,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2025-12-28 03:06:05,2025-12-28 03:06:04,5027.0,211.0,6.0,2.0,1423.0,11.0,4.0,262.0,8.0,14,True,3.0,,,,,,,,,,,,
152,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2025-12-14 07:51:05,2025-12-14 07:45:11,186.0,3.0,19.0,2.0,77.0,14.0,52.0,256.0,17.0,14,True,2.0,2025-12-14 07:46:13,0.8.0,,,10.0,,,,,,,
153,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,7.0,21.0,226.0,6.0,14,False,2.0,2024-06-23 19:21:14,0.1.6,,,3.0,8.0,8.0,,,,,
154,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,3.0,55.0,7.0,198.0,6.0,31.0,206.0,32.0,14,True,2.0,,,,,,,,,,,,
155,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2025-08-20 15:43:35,2025-08-20 15:42:50,309.0,,27.0,44.0,59.0,12.0,24.0,204.0,17.0,14,True,3.0,2025-07-04 13:35:36,0.4.0.18,316.0,2.0,28.0,,,,,,,
156,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,overlays,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2025-12-28 14:29:42,2025-12-28 14:29:42,1447.0,30.0,26.0,1.0,99.0,1.0,44.0,148.0,35.0,14,True,2.0,,,,,,1.0,1.0,,,,,
157,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2025-12-03 09:18:13,2025-12-03 09:18:12,436.0,36.0,12.0,3.0,158.0,12.0,16.0,121.0,9.0,14,True,2.0,2025-10-09 16:53:17,0.4.0,,,4.0,,,,,,,
158,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-12-10 23:56:39,2025-12-10 23:56:11,22422.0,1000.0,2.0,2.0,16.0,2.0,2.0,88.0,870.0,14,True,2.0,,,,,,,,,,,,
159,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-12-17 21:52:54,2025-12-17 21:52:54,254.0,63.0,12.0,3.0,70.0,6.0,31.0,77.0,5.0,14,True,2.0,2024-12-10 06:09:58,0.2,,,2.0,,,,,,,
160,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2025-12-10 13:18:59,2025-09-24 10:59:48,425.0,,133.0,13.0,124.0,118.0,61.0,1639.0,35.0,13,True,3.0,,,,,,,,,,,,
161,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-11-17 13:02:46,2025-11-17 13:02:46,381.0,1.0,92.0,6.0,203.0,59.0,112.0,927.0,55.0,13,True,2.0,,,,,,,,['rust'],,,,
162,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,1.0,123.0,14.0,82.0,74.0,60.0,913.0,30.0,13,True,3.0,,,,,,,,,,,,
163,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2025-12-17 11:07:34,2025-12-17 11:07:33,219.0,5.0,38.0,11.0,80.0,10.0,13.0,827.0,24.0,13,True,3.0,,,,,,,,,,,,
164,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2025-12-20 22:04:49,2025-12-20 22:04:48,342.0,9.0,29.0,24.0,15.0,16.0,19.0,823.0,7.0,13,True,2.0,,,,,,,,,,,,
165,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2025-12-01 03:59:31,2025-12-01 01:54:20,419.0,2.0,62.0,17.0,158.0,11.0,56.0,818.0,38.0,13,True,3.0,,,,,,,,,,,,
166,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2025-12-28 11:04:29,2025-07-04 01:16:54,949.0,,47.0,9.0,711.0,45.0,113.0,649.0,20.0,13,True,3.0,,,,,,,,,,,,
167,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-11-04 11:34:56,2025-11-04 11:34:56,274.0,1.0,128.0,14.0,203.0,51.0,92.0,574.0,66.0,13,True,2.0,,,,,,,,,,,,
168,rnix-parser,nix-community/rnix-parser,A Nix parser written in Rust.,development,https://github.com/nix-community/rnix-parser,https://github.com/nix-community/rnix-parser,MIT,2018-08-11 12:29:05,2025-01-09 22:07:46,2025-01-09 22:07:46,362.0,,49.0,7.0,117.0,11.0,46.0,432.0,26.0,13,True,3.0,,,,,,2.0,2.0,,,,,
169,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2025-12-27 08:46:41,2025-12-27 08:45:57,309.0,23.0,9.0,7.0,11.0,2.0,27.0,351.0,7.0,13,True,3.0,,,,,,,,,,,,
170,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2025-12-28 00:14:05,2025-12-21 20:43:25,327.0,16.0,65.0,10.0,144.0,9.0,39.0,349.0,16.0,13,True,3.0,,,,,,,,,,,,
171,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/rasmus-kirk/nixarr,https://github.com/rasmus-kirk/nixarr,GPL-3.0,2024-02-21 09:34:24,2025-12-28 18:18:55,2025-12-14 16:56:44,384.0,41.0,40.0,3.0,64.0,8.0,54.0,322.0,20.0,13,True,3.0,,,,,,,,,,,,
172,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-12-22 08:49:44,2025-12-22 08:49:42,435.0,9.0,12.0,3.0,65.0,4.0,10.0,285.0,7.0,13,True,3.0,2025-06-27 08:35:45,0.3.2,,,13.0,,,,,,,
173,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-11-12 04:57:24,2025-11-12 04:56:41,357.0,8.0,29.0,7.0,215.0,10.0,19.0,226.0,18.0,13,True,2.0,2025-10-13 07:22:52,1.7.4,407.0,11.0,19.0,,,,-1.0,,,
174,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2025-12-22 04:26:05,2025-11-19 10:52:39,256.0,1.0,25.0,5.0,104.0,27.0,47.0,171.0,17.0,13,True,2.0,2024-11-20 01:44:18,0.4.0,,,1.0,,,,,,,
175,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2025-10-03 16:50:10,2025-10-03 16:50:10,103.0,4.0,29.0,5.0,32.0,10.0,9.0,171.0,14.0,13,True,3.0,2021-10-26 18:34:12,1.1.2,,,4.0,,,,,,,
176,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2025-12-28 01:39:18,2024-06-10 15:01:25,271.0,,51.0,13.0,135.0,27.0,29.0,147.0,29.0,13,False,2.0,,,,,,,,['haskell'],,,,
177,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-12-03 19:00:06,2025-11-10 11:29:46,639.0,11.0,14.0,2.0,263.0,7.0,12.0,112.0,22.0,13,True,3.0,2025-08-12 07:35:02,2.30.0,,,4.0,,,,,,,
178,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2025-12-26 16:03:43,2025-12-26 15:59:45,634.0,114.0,2.0,2.0,30.0,7.0,3.0,99.0,4.0,13,True,2.0,2025-12-26 16:04:14,0.2.2,,,8.0,,,,,,,
179,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2025-12-28 15:27:54,2025-12-28 15:27:52,466.0,10.0,23.0,3.0,456.0,6.0,26.0,79.0,17.0,13,True,2.0,,,,,,,,['php'],,,,
180,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,111.0,31.0,35.0,26.0,38.0,1168.0,23.0,12,False,3.0,,,,,,,,['haskell'],,,,
181,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2025-12-06 08:31:40,2025-12-06 08:24:25,240.0,5.0,18.0,5.0,77.0,15.0,39.0,954.0,13.0,12,True,2.0,,,,,,,,,,,,
182,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2025-12-08 19:09:25,2025-12-08 19:00:51,3217.0,8.0,16.0,18.0,3.0,,,950.0,51.0,12,True,3.0,,,,,,,,['rust'],,,,
183,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2025-12-28 17:34:44,2025-12-28 17:34:42,439.0,23.0,16.0,30.0,94.0,13.0,10.0,760.0,8.0,12,True,3.0,,,,,,,,,,,,
184,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2025-12-16 03:26:01,2025-12-16 03:25:59,413.0,7.0,12.0,4.0,110.0,1.0,37.0,741.0,10.0,12,True,2.0,,,,,,,,,,,,
185,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,141.0,133.0,191.0,,,617.0,39.0,12,True,2.0,,,,,,,,,,,,
186,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2025-11-22 18:47:13,2025-10-26 01:57:08,203.0,8.0,19.0,8.0,33.0,32.0,28.0,409.0,7.0,12,True,3.0,,,,,7.0,,,,,,,
187,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/mipmip/home-manager-option-search,https://github.com/mipmip/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-12-28 04:52:53,2025-12-01 11:02:49,151.0,2.0,19.0,,23.0,13.0,21.0,367.0,15.0,12,True,2.0,2023-12-12 22:53:06,1.4,,,4.0,,,,,,,
188,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2025-12-28 22:10:20,2025-12-28 22:10:20,679.0,14.0,25.0,8.0,4.0,2.0,2.0,360.0,,12,True,2.0,,,,,,,,,,,,
189,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,326.0,39.0,12,False,3.0,,,,,,,,,,,,
190,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2025-11-24 19:07:20,2025-09-10 23:35:19,222.0,,19.0,6.0,101.0,49.0,38.0,320.0,14.0,12,True,2.0,,,,,,,,,,,,
191,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2025-10-16 20:50:34,2025-10-16 20:50:34,198.0,2.0,88.0,9.0,59.0,21.0,31.0,270.0,29.0,12,True,3.0,,,,,,,,,,,,
192,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,25.0,11.0,51.0,15.0,35.0,234.0,13.0,12,False,3.0,,,,,,,,,,,,
193,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2025-10-28 00:18:20,2025-10-28 00:18:20,79.0,1.0,21.0,11.0,72.0,5.0,14.0,223.0,11.0,12,True,2.0,2024-09-24 17:23:11,1.4.6,254.0,7.0,15.0,1.0,1.0,,,,,
194,nixpkgs-python,cachix/nixpkgs-python,"All Python versions, kept up-to-date on hourly basis using Nix.",programming-languages,https://github.com/cachix/nixpkgs-python,https://github.com/cachix/nixpkgs-python,Apache-2.0,2023-05-29 13:12:25,2025-12-12 22:56:32,2025-12-06 20:24:16,258.0,25.0,19.0,3.0,83.0,9.0,14.0,221.0,15.0,12,True,3.0,,,,,,,,['python'],,,,
195,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149.0,,8.0,8.0,22.0,9.0,26.0,219.0,6.0,12,False,2.0,2022-12-17 17:56:21,0.4.1,,,9.0,,,,,,,
196,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2025-12-27 21:59:39,2025-11-29 02:01:32,169.0,4.0,5.0,2.0,35.0,2.0,8.0,204.0,7.0,12,True,2.0,2025-08-31 13:00:15,1.3.0,,,9.0,2.0,2.0,,,faukah/dix,,
197,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,55.0,3.0,57.0,38.0,26.0,179.0,18.0,12,False,3.0,2021-04-01 08:26:58,2.5.1,,,5.0,3.0,3.0,['ruby'],,,,
198,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-12-27 14:34:00,2025-12-27 14:33:52,669.0,19.0,14.0,4.0,279.0,3.0,12.0,175.0,9.0,12,True,3.0,,,,,,,,['php'],,,,
199,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-12-24 06:36:33,2025-12-24 06:35:41,202.0,32.0,20.0,8.0,72.0,15.0,14.0,175.0,16.0,12,True,3.0,,,,,,,,,,,,
200,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121.0,,30.0,9.0,35.0,12.0,24.0,168.0,10.0,12,True,2.0,2024-03-24 10:25:24,2024032400,493.0,17.0,2.0,,,,,,,
201,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-11-27 17:08:59,2025-11-27 17:08:51,134.0,3.0,8.0,4.0,27.0,3.0,6.0,164.0,6.0,12,True,2.0,2023-06-02 21:31:33,0.3.0,,,3.0,,,,,,,
202,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2025-12-06 03:20:16,2025-10-29 09:40:56,262.0,10.0,10.0,4.0,234.0,21.0,30.0,132.0,13.0,12,True,2.0,,,,,,,,,,,,
203,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2025-12-28 21:40:30,2025-12-28 21:40:29,975.0,94.0,4.0,3.0,7.0,4.0,6.0,91.0,5.0,12,True,3.0,,,,,,,,,,,,
204,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2025-12-14 06:16:46,2025-12-14 06:16:06,607.0,18.0,28.0,2.0,21.0,7.0,30.0,78.0,7.0,12,True,3.0,,,,,,,,,,,,
205,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2025-12-18 02:36:01,2025-12-08 06:05:48,300.0,12.0,16.0,3.0,291.0,14.0,28.0,73.0,13.0,12,True,2.0,,,,,,,,,,,,
206,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2025-12-01 22:05:39,2025-12-01 22:05:38,145.0,17.0,4.0,3.0,49.0,4.0,5.0,63.0,5.0,12,True,2.0,2025-06-16 12:45:52,0.8.0,,,8.0,,,,,,,
