,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,trending,dependent_project_count,github_dependent_project_count,updated_github_id,labels,new_addition,gitlab_id,gitlab_url
263,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289.0,,14.0,6.0,10.0,13.0,6.0,167,10,False,3,,,,,,6.0,,,,,,,,
264,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,,17.0,6.0,45.0,4.0,17.0,148,10,True,3,2024-09-07 03:26:11,0.2.2,,,8.0,6.0,,,,,['ruby'],,,
265,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,https://github.com/hyprwm/hyprland-protocols,https://github.com/hyprwm/hyprland-protocols,BSD-3-Clause,2022-11-25 19:55:10,2026-03-02 14:03:34,2026-03-02 14:02:57,49.0,3.0,13.0,2.0,19.0,,1.0,80,10,True,3,2025-10-04 20:37:48,0.7.0,,,10.0,8.0,2.0,,,,,,,
266,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170.0,,4.0,6.0,,6.0,,58,10,False,3,,,,,,2.0,,29.0,29.0,,,,,
267,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262.0,,1.0,2.0,135.0,2.0,,53,10,False,3,2023-08-18 14:59:05,0.2.1,,,6.0,2.0,,19.0,19.0,,,,,
268,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,https://github.com/symphorien/nix-du,https://github.com/symphorien/nix-du,LGPL-3.0,2018-01-15 21:42:01,2025-05-12 18:23:16,2025-05-12 12:00:00,300.0,,6.0,4.0,11.0,3.0,15.0,463,9,True,3,,,,,,3.0,,,,,,,,
269,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2025-09-06 14:19:15,2025-09-06 14:19:15,121.0,,20.0,8.0,73.0,12.0,20.0,461,9,True,3,,,,,,17.0,,,,,,,,
270,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157.0,,10.0,7.0,9.0,3.0,2.0,311,9,False,3,,,,,,6.0,,,,,,,,
271,nix-systems,nix-systems/nix-systems,Externally extensible flake systems.,development,https://github.com/nix-systems/nix-systems,https://github.com/nix-systems/nix-systems,MIT,2023-04-07 09:55:25,2025-08-11 08:11:13,2025-08-11 08:11:13,26.0,,5.0,12.0,5.0,5.0,6.0,267,9,True,3,,,,,,5.0,,,,,,,,
272,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,https://github.com/numtide/nix-filter,https://github.com/numtide/nix-filter,MIT,2021-04-23 12:16:46,2025-09-14 20:36:21,2025-09-14 20:36:21,59.0,,15.0,11.0,35.0,7.0,8.0,234,9,True,3,,,,,,12.0,,,,,,,,
273,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,https://github.com/DeterminateSystems/nix-netboot-serve,https://github.com/DeterminateSystems/nix-netboot-serve,MIT,2021-09-01 17:05:39,2026-02-11 19:21:17,2026-02-11 19:21:15,97.0,2.0,13.0,4.0,25.0,5.0,2.0,231,9,True,3,2021-09-03 19:17:30,0.1.0,,,1.0,5.0,,,,,,,,
274,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,https://github.com/typhon-ci/typhon,https://github.com/typhon-ci/typhon,AGPL-3.0,2022-10-01 10:47:12,2024-11-04 00:35:31,2024-10-31 11:21:33,592.0,,6.0,8.0,50.0,16.0,13.0,221,9,False,3,,,,,,3.0,,,,,,,,
275,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,https://github.com/edolstra/dwarffs,https://github.com/edolstra/dwarffs,GPL-3.0,2017-07-06 16:43:44,2025-09-19 09:58:16,2025-09-19 09:58:16,87.0,,25.0,10.0,17.0,5.0,10.0,216,9,True,3,,,,,,9.0,,,,,,,,
276,nix-serve-ng,aristanetworks/nix-serve-ng,A drop-in replacement for nix-serve that is faster and more reliable.,development,https://github.com/aristanetworks/nix-serve-ng,https://github.com/aristanetworks/nix-serve-ng,,2022-07-06 23:42:29,2026-03-03 23:34:33,2026-03-03 22:48:02,61.0,3.0,21.0,13.0,38.0,4.0,18.0,215,9,True,3,,,,,,14.0,2.0,,,,,,,
277,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,https://github.com/craigmbooth/nix-visualize,https://github.com/craigmbooth/nix-visualize,Apache-2.0,2016-12-31 21:28:31,2024-01-17 18:22:40,2024-01-17 18:22:40,52.0,,11.0,5.0,6.0,2.0,3.0,205,9,False,3,,,,,,7.0,,,,,,,,
278,nocargo,oxalica/nocargo,Build Rust crates with Nix Build System.,programming-languages,https://github.com/oxalica/nocargo,https://github.com/oxalica/nocargo,MIT,2021-06-09 16:38:38,2025-04-30 06:47:40,2025-04-30 06:47:40,128.0,,8.0,5.0,9.0,6.0,9.0,177,9,True,3,,,,,,4.0,,2.0,2.0,,['rust'],,,
279,nix-system-graphics,soupglasses/nix-system-graphics,Run graphics accelerated programs built with Nix on any Linux distribution.,command-line-tools,https://github.com/soupglasses/nix-system-graphics,https://github.com/soupglasses/nix-system-graphics,MIT,2024-09-25 11:54:05,2025-11-16 12:37:19,2025-11-16 12:37:19,48.0,,4.0,4.0,3.0,7.0,6.0,161,9,True,3,,,,,,4.0,,,,,,,,
280,nixpkgs-tracker,ocfox/nixpkgs-tracker,"Nixpkgs pr tracker, use Github API.",command-line-tools,https://github.com/ocfox/nixpkgs-tracker,https://github.com/ocfox/nixpkgs-tracker,MIT,2024-08-03 17:13:14,2026-03-05 23:33:02,2026-03-05 23:33:02,64.0,4.0,12.0,2.0,15.0,4.0,7.0,159,9,True,3,,,,,,8.0,,,,,,,,
281,pog,jpetrucciani/pog,"A new, powerful way to do bash scripts.",command-line-tools,https://github.com/jpetrucciani/pog,https://github.com/jpetrucciani/pog,MIT,2022-02-13 17:03:03,2026-02-06 15:34:14,2026-02-06 15:34:09,30.0,4.0,1.0,3.0,8.0,6.0,,158,9,True,3,,,,,,3.0,,,,,,,,
282,nix-prefetch,msteen/nix-prefetch,A universal tool for updating source checksums.,command-line-tools,https://github.com/msteen/nix-prefetch,https://github.com/msteen/nix-prefetch,MIT,2019-01-21 22:53:01,2023-03-06 20:09:09,2021-07-24 08:47:28,61.0,,11.0,5.0,24.0,19.0,12.0,149,9,False,3,,,,,,6.0,,,,,,,,
283,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-08-22 22:43:27,2023-09-30 19:19:09,51.0,,58.0,5.0,35.0,40.0,18.0,142,9,False,3,,,,,,5.0,,,,,,,,
284,nix4nvchad,nix-community/nix4nvchad,Install NvChad on Nix-based system.,editors-and-ides,https://github.com/nix-community/nix4nvchad,https://github.com/nix-community/nix4nvchad,GPL-3.0,2024-08-22 22:38:55,2026-03-07 03:59:39,2026-03-04 06:37:31,328.0,35.0,14.0,2.0,284.0,1.0,13.0,137,9,True,3,,,,,,13.0,,,,,,,,
285,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix.,editors-and-ides,https://github.com/NixNeovim/NixNeovim,https://github.com/NixNeovim/NixNeovim,MIT,2022-08-13 11:03:23,2024-08-23 13:37:39,2024-08-23 13:37:31,754.0,,15.0,1.0,79.0,6.0,42.0,132,9,False,3,,,,,,18.0,,1.0,1.0,,,,,
286,templates,nix-community/templates,Project templates for many languages using Nix flakes.,development,https://github.com/nix-community/templates,https://github.com/nix-community/templates,MIT,2022-02-01 19:26:15,2026-01-25 21:05:03,2026-01-25 21:05:03,68.0,4.0,13.0,3.0,10.0,1.0,5.0,127,9,True,3,,,,,,9.0,,,,,,,,
287,nixt,nix-community/nixt,Simple unit-testing for Nix.,development,https://github.com/nix-community/nixt,https://github.com/nix-community/nixt,MIT,2020-06-07 22:21:41,2026-03-08 02:33:53,2024-10-18 17:37:56,127.0,,10.0,8.0,24.0,6.0,11.0,123,9,False,3,,,,,,5.0,,,,,,,,
288,nixos-riscv,NickCao/nixos-riscv,NixOS for RISC-V architecture.,distributions,https://github.com/NickCao/nixos-riscv,https://github.com/NickCao/nixos-riscv,MIT,2021-11-27 05:33:08,2025-08-30 19:41:43,2025-08-30 19:41:34,474.0,,13.0,9.0,13.0,3.0,10.0,87,9,True,3,,,,,,6.0,,,,,,,,
289,mineflake,nix-community/mineflake,Declarative Minecraft server in NixOS.,nixos-modules,https://github.com/nix-community/mineflake,https://github.com/nix-community/mineflake,MIT,2022-10-31 10:28:51,2024-09-14 08:54:59,2024-03-11 09:49:50,274.0,,2.0,,203.0,4.0,8.0,78,9,False,3,2022-12-22 15:32:44,0.2.2,16.0,0.0,4.0,5.0,,1.0,1.0,,,,,
290,nix-forecast,getchoo/nix-forecast,Check the forecast for todays Nix builds.,command-line-tools,https://github.com/getchoo/nix-forecast,https://github.com/getchoo/nix-forecast,MPL-2.0,2024-09-13 21:05:29,2026-03-07 01:57:35,2025-05-11 22:37:12,62.0,,2.0,2.0,86.0,4.0,3.0,64,9,True,3,2025-05-11 22:40:20,0.4.0,,,4.0,4.0,,,,,,,,
291,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-12-26 12:48:22,2025-12-26 12:48:22,225.0,2.0,1.0,8.0,49.0,4.0,19.0,53,9,True,3,2024-06-13 12:15:00,1.0.0,106.0,4.0,4.0,9.0,,,,,,,,
292,equinix-metal-builders,NixOS/equinix-metal-builders,iPXE image for Nix builders on Equinix Metals Spot market.,devops,https://github.com/NixOS/equinix-metal-builders,https://github.com/NixOS/equinix-metal-builders,MIT,2019-07-24 00:25:14,2024-11-09 04:09:46,2024-11-09 04:09:43,316.0,,9.0,12.0,20.0,,6.0,50,9,False,3,,,,,,10.0,,,,,,,,
293,geospatial-nix,imincik/geospatial-nix,Geospatial packages repository and environment.,overlays,https://github.com/imincik/geospatial-nix,https://github.com/imincik/geospatial-nix,MIT,2022-10-27 10:29:43,2024-11-27 09:13:35,2024-11-27 09:13:33,894.0,,5.0,2.0,536.0,4.0,1.0,48,9,False,3,2024-10-06 23:00:45,2024.40.0,,,42.0,3.0,,,,,,,,
294,lila,JulienMalka/lila,"Nix hash collection software, to aggregate build reports from several builders.",devops,https://github.com/nix-community/lila,https://github.com/nix-community/lila,EUPL-1.2,2024-02-24 03:48:03,2026-01-25 11:30:13,2026-01-25 11:30:13,186.0,18.0,2.0,3.0,64.0,30.0,23.0,45,9,True,3,,,,,,2.0,,,,nix-community/lila,,,,
295,nix-uri,a-kenji/nix-uri,Parse the nix-uri scheme.,command-line-tools,https://github.com/a-kenji/nix-uri,https://github.com/a-kenji/nix-uri,MIT,2022-05-25 10:02:32,2026-02-16 19:46:35,2026-02-16 09:49:00,472.0,27.0,1.0,2.0,238.0,19.0,15.0,4,9,True,3,,,,,,3.0,,3.0,3.0,,,,,
296,nix-1p,tazjin/nix-1p,"A (more or less) one page introduction to Nix, the language.",learning,https://github.com/tazjin/nix-1p,https://github.com/tazjin/nix-1p,,2019-08-01 21:49:02,2025-09-01 08:41:07,2025-09-01 08:34:35,25.0,,27.0,17.0,9.0,7.0,8.0,981,8,True,3,,,,,,6.0,,,,,,,,
297,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-12-10 10:13:46,2025-12-10 10:13:46,95.0,1.0,67.0,12.0,38.0,40.0,109.0,610,8,True,3,,,,,,13.0,,,,,,,,
298,nix-inspect,bluskript/nix-inspect,Interactive tui for inspecting nix configs.,command-line-tools,https://github.com/bluskript/nix-inspect,https://github.com/bluskript/nix-inspect,MIT,2024-04-02 05:45:28,2024-12-05 00:07:07,2024-12-05 00:07:06,47.0,,7.0,8.0,2.0,10.0,13.0,401,8,False,3,,,,,,2.0,,,,,,,,
299,nixos-router,chayleaf/nixos-router,A NixOS router framework.,nixos-modules,https://github.com/chayleaf/nixos-router,https://github.com/chayleaf/nixos-router,MIT,2023-06-23 23:17:14,2025-11-19 06:29:06,2025-11-19 06:28:52,53.0,,6.0,6.0,2.0,1.0,,372,8,True,3,,,,,,2.0,,,,,,,,
300,nixos-up,samuela/nixos-up,Super easy NixOS installer that can be used from the installation ISO.,installation-media,https://github.com/samuela/nixos-up,https://github.com/samuela/nixos-up,,2021-04-07 04:49:37,2025-04-19 03:42:19,2025-04-19 03:42:19,26.0,,31.0,3.0,7.0,7.0,11.0,252,8,True,3,,,,,,6.0,,,,,,,,
301,jordanisaacs/kernel-module-flake,jordanisaacs/kernel-module-flake,Nix flake for linux kernel module development with rust support.,development,https://github.com/jordanisaacs/kernel-development-flake,https://github.com/jordanisaacs/kernel-development-flake,MIT,2022-11-11 23:03:41,2025-11-28 22:03:10,2025-11-28 22:02:48,50.0,,14.0,3.0,3.0,2.0,4.0,176,8,True,3,,,,,,2.0,,,,jordanisaacs/kernel-development-flake,,,,
302,drv-parts,DavHau/drv-parts,Composable derivations for Nix with a focus on simplicity.,command-line-tools,https://github.com/DavHau/drv-parts,https://github.com/DavHau/drv-parts,MIT,2022-11-30 11:48:09,2023-08-01 09:19:46,2023-08-01 09:19:42,125.0,,6.0,7.0,14.0,10.0,2.0,165,8,False,3,,,,,,6.0,,,,,,,,
303,peerix,cid-chan/peerix,Peer2Peer Nix-Binary-Cache.,development,https://github.com/cid-chan/peerix,https://github.com/cid-chan/peerix,GPL-3.0,2021-10-17 14:11:16,2024-05-07 21:54:04,2022-08-25 12:18:00,56.0,,17.0,7.0,14.0,13.0,4.0,162,8,False,3,,,,,,5.0,,,,,,,,
304,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,https://github.com/pinpox/lollypops,https://github.com/pinpox/lollypops,GPL-3.0,2022-06-22 21:34:16,2025-09-11 12:08:42,2025-09-11 12:08:38,142.0,,17.0,2.0,37.0,5.0,20.0,144,8,True,3,2024-04-10 18:07:50,2.0.0,,,2.0,11.0,,,,,,,,
305,elm2nix,cachix/elm2nix,Convert `elm.json` into Nix expressions.,programming-languages,https://github.com/cachix/elm2nix,https://github.com/cachix/elm2nix,BSD-3-Clause,2017-12-14 14:31:58,2025-09-09 11:32:43,2025-09-09 11:32:43,135.0,,17.0,7.0,34.0,4.0,17.0,122,8,True,3,,,,,,14.0,,,,,,,,
306,Napalm,nix-community/napalm,Support for building npm packages in Nix with a lightweight npm registry.,programming-languages,https://github.com/nix-community/napalm,https://github.com/nix-community/napalm,MIT,2019-04-20 11:19:05,2024-06-09 10:37:55,2024-06-09 10:37:35,147.0,,16.0,7.0,46.0,13.0,10.0,118,8,False,3,,,,,,18.0,,,,,,,,
307,nixkell,pwm/nixkell,A Haskell project template using Nix and direnv.,programming-languages,https://github.com/pwm/nixkell,https://github.com/pwm/nixkell,MIT,2021-02-09 15:06:18,2025-06-18 18:35:00,2025-06-18 18:35:00,87.0,,10.0,4.0,43.0,,6.0,118,8,True,3,,,,,,3.0,,,,,['haskell'],,,
308,nix-auto-follow,fzakaria/nix-auto-follow,A script to achieve automatically following all flake inputs for Nix.,command-line-tools,https://github.com/fzakaria/nix-auto-follow,https://github.com/fzakaria/nix-auto-follow,MIT,2024-08-01 05:13:49,2025-08-01 18:34:15,2025-08-01 18:34:14,38.0,,10.0,3.0,24.0,1.0,10.0,101,8,True,3,,,,,,6.0,,,,,,,,
309,r13y.com,grahamc/r13y.com,NixOS Reproducibility Checker.,command-line-tools,https://github.com/grahamc/r13y.com,https://github.com/grahamc/r13y.com,MIT,2019-02-05 02:51:52,2022-09-22 20:58:21,2022-06-07 00:18:03,135.0,,15.0,3.0,20.0,9.0,9.0,100,8,False,3,,,,,,8.0,,,,,,,,
310,nix-weather,cafkafk/nix-weather,Check Cache Availablility of NixOS Configurations.,command-line-tools,https://github.com/cafkafk/nix-weather,https://github.com/cafkafk/nix-weather,EUPL-1.2,2024-03-15 22:50:19,2025-05-30 22:05:20,2025-05-30 13:59:01,81.0,,1.0,4.0,21.0,,,99,8,True,3,2024-09-13 05:23:15,0.0.4,,,3.0,4.0,,,,,,,,
311,tex2nix,rgri/tex2nix,Generate texlive nix expressions for documents.,programming-languages,https://github.com/yliceee/tex2nix,https://github.com/yliceee/tex2nix,MIT,2020-12-28 12:22:27,2026-02-16 17:42:24,2025-11-24 18:22:05,78.0,,8.0,3.0,50.0,2.0,2.0,98,8,True,3,,,,,,9.0,,,,yliceee/tex2nix,,,,
312,nix-plugins,shlevy/nix-plugins,Collection of miscellaneous plugins for the nix expression language.,development,https://github.com/shlevy/nix-plugins,https://github.com/shlevy/nix-plugins,MIT,2014-06-27 21:50:10,2025-10-25 16:25:42,2025-10-25 16:24:34,53.0,,15.0,6.0,13.0,1.0,11.0,97,8,True,3,,,,,,8.0,,,,,,,,
313,flux,IogaMaster/flux,Create and deploy game servers with nix.,devops,https://github.com/IogaMaster/flux,https://github.com/IogaMaster/flux,MIT,2024-04-02 17:18:50,2026-01-02 01:21:55,2026-01-02 01:21:41,78.0,9.0,5.0,3.0,7.0,4.0,1.0,86,8,True,3,,,,,,3.0,,,,,,,,
314,kanidm-provision,oddlama/kanidm-provision,A small utility to help with kanidm provisioning.,security,https://github.com/oddlama/kanidm-provision,https://github.com/oddlama/kanidm-provision,Apache-2.0,2024-03-05 15:52:10,2025-11-22 11:56:03,2025-11-22 11:56:03,67.0,,12.0,3.0,12.0,6.0,16.0,83,8,True,3,,,,,,6.0,,,,,,,,
315,sbt-derivation,zaninime/sbt-derivation,"mkDerivation for sbt, similar to buildGoModule.",programming-languages,https://github.com/zaninime/sbt-derivation,https://github.com/zaninime/sbt-derivation,MIT,2019-11-27 13:48:41,2023-10-28 03:34:51,2023-10-28 03:34:50,34.0,,11.0,5.0,6.0,6.0,14.0,75,8,False,3,,,,,,5.0,,,,,,,,
316,nix-otel,lf-/nix-otel,Nix OpenTelemetry sender plugin.,devops,https://github.com/lf-/nix-otel,https://github.com/lf-/nix-otel,MIT,2022-10-10 07:45:18,2023-08-06 19:52:12,2023-08-06 19:52:12,22.0,,6.0,6.0,8.0,4.0,3.0,73,8,False,3,,,,,,3.0,,,,,,,,
317,celun,celun/celun,The customizable embedded Linux using Nix.,distributions,https://github.com/celun/celun,https://github.com/celun/celun,MIT,2021-09-01 05:03:35,2022-12-29 02:33:53,2022-12-29 02:33:53,238.0,,2.0,3.0,11.0,2.0,,69,8,False,3,,,,,,,,,,,,,,
318,utf8,figsoda/utf8,UTF-8 support for Nix.,command-line-tools,https://github.com/figsoda/utf8,https://github.com/figsoda/utf8,MPL-2.0,2023-05-28 23:59:36,2026-02-24 19:12:30,2026-02-24 19:12:10,37.0,7.0,,1.0,18.0,,1.0,60,8,True,3,2026-02-24 19:11:12,0.1.2,,,2.0,2.0,,,,,,,,
319,rust-nix-templater,yusdacra/rust-nix-templater,Generates Nix build and development files for Rust projects.,programming-languages,https://github.com/90-008/rust-nix-templater,https://github.com/90-008/rust-nix-templater,MIT,2021-01-04 15:40:01,2023-03-14 02:45:44,2023-03-14 02:45:44,178.0,,,2.0,3.0,4.0,15.0,48,8,False,3,2022-11-03 23:57:26,0.4.0,,,9.0,2.0,,,,90-008/rust-nix-templater,['rust'],,,
320,nix-health,juspay/nix-health,A program to check the health of your Nix install.,development,https://github.com/juspay/nix-health,https://github.com/juspay/nix-health,,2024-04-04 07:07:32,2026-02-03 21:20:39,2024-07-12 15:27:48,81.0,,4.0,6.0,16.0,6.0,8.0,43,8,False,3,2024-07-10 21:25:22,0.4.0,,,1.0,4.0,,,,,,,,
321,sublime-nix,wmertens/sublime-nix,Nix syntax highlighting for Sublime Text.,editors-and-ides,https://github.com/wmertens/sublime-nix,https://github.com/wmertens/sublime-nix,MIT,2014-12-01 00:26:39,2025-02-18 20:20:38,2025-02-18 20:17:33,44.0,,9.0,1.0,8.0,3.0,4.0,32,8,False,3,2025-02-18 20:20:38,V2.4.0,,,6.0,6.0,,,,,,,,
322,dreampkgs,nix-community/dreampkgs,A collection of software packages managed with dream2nix.,overlays,https://github.com/nix-community/dreampkgs,https://github.com/nix-community/dreampkgs,MIT,2021-11-07 09:32:33,2025-03-12 09:59:26,2025-03-12 09:59:25,68.0,,10.0,5.0,27.0,1.0,3.0,31,8,True,3,,,,,,7.0,,,,,,,,
323,crystal2nix,nix-community/crystal2nix,Convert `shard.lock` into Nix expressions.,programming-languages,https://github.com/nix-community/crystal2nix,https://github.com/nix-community/crystal2nix,MIT,2020-12-22 04:10:33,2025-07-09 13:53:46,2025-07-09 13:50:51,25.0,,5.0,1.0,19.0,3.0,4.0,19,8,True,3,2025-07-09 13:53:46,0.3.1,,,3.0,4.0,,,,,,,,
324,NixOS Guide,mikeroyal/NixOS-Guide,NixOS Guide. Learn all about the immutable Nix Operating System and the declarative Nix Expression Language.,learning,https://github.com/mikeroyal/NixOS-Guide,https://github.com/mikeroyal/NixOS-Guide,,2021-08-08 20:26:13,2025-06-27 01:56:19,2025-06-27 01:56:19,78.0,,31.0,16.0,32.0,1.0,1.0,1067,7,True,3,,,,,,5.0,,,,,,,,
325,madness,antithesishq/madness,Madness enables you to easily run the same binary on NixOS and non-NixOS systems.,command-line-tools,https://github.com/antithesishq/madness,https://github.com/antithesishq/madness,BSD-3-Clause,2024-06-19 13:24:58,2025-09-04 14:16:43,2025-09-04 14:16:43,16.0,,3.0,3.0,2.0,4.0,1.0,286,7,True,3,,,,,,4.0,,,,,,,,
326,nixcrpkgs,pololu/nixcrpkgs,Tools for cross-compiling standalone applications using Nix.,development,https://github.com/pololu/nixcrpkgs,https://github.com/pololu/nixcrpkgs,,2017-07-08 00:50:59,2024-12-23 22:01:29,2024-12-23 22:00:58,1037.0,,16.0,11.0,5.0,3.0,2.0,235,7,False,3,,,,,,7.0,,,,,,,,
327,nix-articles,samdroid-apps/nix-articles,Some articles about getting started with Nix programming & configuration.,learning,https://github.com/samdroid-apps/nix-articles,https://github.com/samdroid-apps/nix-articles,,2018-01-28 10:42:50,2024-11-10 11:25:50,2024-11-10 11:25:49,15.0,,10.0,21.0,2.0,1.0,,177,7,False,3,,,,,,3.0,,,,,,,,
328,krops,krebs/krops,A tool for deploying NixOS systems from Nix expressions.,deployment-tools,https://github.com/krebs/krops,https://github.com/krebs/krops,WTFPL,2019-02-26 15:14:47,2025-12-09 14:25:32,2024-01-11 10:23:11,129.0,,13.0,7.0,21.0,9.0,11.0,147,7,False,3,,,,,,13.0,,,,,,,,
329,NixOS-DNS,Janik-Haag/NixOS-DNS,Manage your DNS zones with NixOS.,nixos-modules,https://github.com/Janik-Haag/NixOS-DNS,https://github.com/Janik-Haag/NixOS-DNS,MIT,2023-12-10 21:39:31,2025-03-21 19:00:57,2025-03-21 19:00:54,27.0,,5.0,2.0,14.0,6.0,4.0,144,7,True,3,,,,,,4.0,,,,,,,,
330,shoji-nix,AdoPi/shoji-nix,Bundle and save your SSH keys with Nix.,security,https://github.com/AdoPi/shoji-nix,https://github.com/AdoPi/shoji-nix,GPL-3.0,2024-03-01 15:05:12,2025-09-20 15:41:08,2025-09-20 15:41:07,89.0,,3.0,3.0,7.0,,,113,7,True,3,,,,,,3.0,,,,,,,,
331,nixtract,tweag/nixtract,A CLI tool to extract the graph of derivations from a Nix flake.,command-line-tools,https://github.com/tweag/nixtract,https://github.com/tweag/nixtract,,2023-08-14 12:32:42,2025-10-27 15:55:47,2025-10-27 15:55:47,125.0,,7.0,7.0,42.0,8.0,10.0,107,7,True,3,2024-04-17 07:19:27,0.3.0,76.0,2.0,3.0,8.0,,,,,,,,
332,korora,adisbladis/korora,A tiny & fast type system for Nix in Nix.,development,https://github.com/adisbladis/korora,https://github.com/adisbladis/korora,MIT,2023-12-14 11:20:54,2026-01-15 06:49:53,2026-01-15 06:49:53,68.0,8.0,3.0,2.0,5.0,1.0,7.0,101,7,True,3,,,,,,2.0,,,,,,,,
333,opnix,mrjones2014/opnix,Native secret management for NixOS using 1Password.,security,https://github.com/mrjones2014/opnix,https://github.com/mrjones2014/opnix,MIT,2024-08-12 11:08:20,2025-02-10 17:34:10,2025-02-10 17:34:04,98.0,,7.0,5.0,3.0,3.0,2.0,99,7,False,3,,,,,,5.0,,,,,,,,
334,zephyr-nix,adisbladis/zephyr-nix,Develop Zephyr projects using Nix.,development,https://github.com/nix-community/zephyr-nix,https://github.com/nix-community/zephyr-nix,,2024-02-06 02:55:18,2026-01-07 13:16:12,2026-01-07 13:16:12,76.0,1.0,25.0,4.0,45.0,3.0,4.0,79,7,True,3,,,,,,9.0,,,,nix-community/zephyr-nix,,,,
335,easy-hls-nix,jkachmar/easy-hls-nix,Easy Haskell Language Server tooling with Nix.,programming-languages,https://github.com/jkachmar/easy-hls-nix,https://github.com/jkachmar/easy-hls-nix,MPL-2.0,2021-03-06 19:52:20,2022-03-01 14:47:10,2022-03-01 14:47:10,45.0,,11.0,1.0,12.0,2.0,3.0,54,7,False,3,,,,,,7.0,,,,,['haskell'],,,
336,regula-nix,JeremiahSecrist/regula-nix,This project aims to help implement and enforce various security standards in NixOS.,security,https://github.com/JeremiahSecrist/regula-nix,https://github.com/JeremiahSecrist/regula-nix,MIT,2023-08-28 20:58:29,2025-03-10 04:12:13,2025-03-10 04:12:13,145.0,,1.0,3.0,7.0,3.0,10.0,38,7,True,3,,,,,,3.0,,,,,,,,
337,make-shell,nicknovitski/make-shell,"`mkShell` meets modules, a modular almost-drop-in replacement for `pkgs.mkShell` function.",development,https://github.com/nicknovitski/make-shell,https://github.com/nicknovitski/make-shell,,2024-06-08 03:48:48,2025-11-24 15:49:48,2024-12-11 16:16:55,23.0,,4.0,1.0,13.0,3.0,,31,7,False,3,2024-10-22 13:32:57,1.3.0,,,5.0,3.0,,,,,,,,
338,reupnix,tuhhosg/reupnix,Reconfigurable and Updateable Embedded Systems.,distributions,https://github.com/tuhhosg/reupnix,https://github.com/tuhhosg/reupnix,MIT,2023-05-11 11:06:35,2024-02-02 01:12:27,2024-02-02 01:11:52,16.0,,3.0,5.0,,1.0,,31,7,False,3,2023-05-12 12:05:03,lctes23-crv,,,1.0,,,,,,,,,
