,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,new_addition,trending,updated_github_id
210,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2024-05-27 17:16:26,2024-05-27 17:16:26,73,,34.0,8,7.0,5.0,22.0,224,7.0,11,False,3,,,,,,,,,True,,
211,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,https://github.com/ralismark/nix-appimage,https://github.com/ralismark/nix-appimage,MIT,2022-08-07 06:20:32,2025-06-13 04:57:30,2025-06-04 03:01:07,39,4.0,22.0,6,7.0,6.0,14.0,201,4.0,11,True,2,,,,,,,,,,,
212,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2025-04-08 17:48:50,2025-04-08 17:48:50,77,1.0,14.0,12,67.0,4.0,13.0,181,9.0,11,True,2,2024-09-24 17:23:11,1.4.6,15.0,1.0,1.0,245.0,8.0,,True,,
213,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2024-10-10 15:52:55,2024-09-23 20:31:47,80,,8.0,3,6.0,,13.0,178,2.0,11,True,3,2024-09-23 20:32:16,0.2+commit.7d6b4c5,32.0,4.0,4.0,757.0,27.0,,True,,
214,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2025-04-01 21:49:26,2025-04-01 21:30:56,69,3.0,3.0,2,16.0,2.0,9.0,168,4.0,11,True,3,2024-11-17 20:35:16,0.2.0,6.0,,,295.0,29.0,,,1.0,
215,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-06-24 09:56:48,2025-04-14 09:34:37,143,3.0,9.0,6,44.0,3.0,17.0,134,6.0,11,True,3,2024-09-07 03:26:11,0.2.2,8.0,,,,,['ruby'],,,
216,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2025-04-24 12:54:05,2025-03-20 22:10:34,80,,15.0,4,34.0,5.0,7.0,95,7.0,11,True,3,2023-09-03 23:31:23,0.1.2,3.0,,,,,,,,
217,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370,,27.0,12,29.0,17.0,45.0,93,11.0,11,True,3,,,,,,,,,,,
218,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2022-08-18 10:35:27,2022-03-01 23:41:50,64,,26.0,3,19.0,10.0,11.0,91,7.0,11,False,3,2022-03-05 11:16:43,0.0.6,6.0,,,,,,,,
219,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,https://github.com/hyprwm/hyprland-protocols,https://github.com/hyprwm/hyprland-protocols,BSD-3-Clause,2022-11-25 19:55:10,2025-06-04 14:18:34,2025-06-04 14:18:34,42,6.0,10.0,3,19.0,,1.0,71,7.0,11,True,3,2025-04-03 21:14:56,0.6.4,9.0,,,,,,True,,
220,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/Nix-Security-WG/nix-security-tracker,https://github.com/Nix-Security-WG/nix-security-tracker,,2023-08-31 16:49:45,2025-06-30 01:07:39,2025-06-24 13:46:02,488,85.0,10.0,9,343.0,104.0,97.0,52,15.0,11,True,2,,,,,,,,,,,
221,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262,,1.0,3,135.0,2.0,,50,2.0,11,False,2,2023-08-18 14:59:05,0.2.1,6.0,19.0,19.0,,,,,,
222,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2025-06-30 00:55:29,2025-06-19 21:40:22,145,40.0,9.0,3,40.0,3.0,15.0,49,5.0,11,True,3,2024-12-10 06:09:58,0.2,2.0,,,,,,,,
223,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-04-04 20:47:07,2025-02-06 16:37:21,223,,1.0,12,48.0,5.0,18.0,48,9.0,11,True,2,2024-06-13 12:15:00,1.0.0,4.0,,,75.0,4.0,,,,
224,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208,,13.0,5,61.0,5.0,6.0,46,5.0,11,False,2,2020-11-15 08:04:35,0.3.0,2.0,,,,,,,,
225,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2025-06-29 07:19:01,2025-06-29 07:18:31,1484,77.0,3.0,2,698.0,3.0,1.0,46,5.0,11,True,3,,,,,,,,,True,,
226,nix-forecast,getchoo/nix-forecast,Check the forecast for todays Nix builds.,command-line-tools,https://github.com/getchoo/nix-forecast,https://github.com/getchoo/nix-forecast,MPL-2.0,2024-09-13 21:05:29,2025-06-28 01:36:37,2025-05-11 22:37:12,62,13.0,1.0,2,73.0,2.0,3.0,42,4.0,11,True,2,2025-05-11 22:40:20,0.4.0,4.0,,,,,,True,,
227,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2025-06-29 16:00:14,2025-06-26 12:12:23,807,51.0,,1,270.0,24.0,13.0,42,2.0,11,True,3,2024-11-04 14:25:55,0.0.2,2.0,,,,,,True,,
228,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127,,25.0,31,5.0,7.0,20.0,605,6.0,10,True,3,2024-09-23 06:00:28,0.10,10.0,,,,,,,,
229,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82,,14.0,15,17.0,10.0,7.0,396,3.0,10,False,3,2021-04-19 23:51:39,0.6.3,4.0,,,123.0,2.0,,,,
230,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257,,35.0,17,57.0,19.0,53.0,396,12.0,10,True,3,2024-06-15 23:02:38,2024-06-16,5.0,,,63.0,0.0,['haskell'],,,
231,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-06-29 02:42:43,2025-04-17 13:51:54,167,1.0,19.0,9,143.0,11.0,6.0,364,13.0,10,True,3,,,,,,,,,,,
232,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208,,20.0,8,353.0,36.0,24.0,335,17.0,10,True,3,,,,,,,,,,,
233,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,learning,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86,2.0,22.0,13,25.0,,3.0,330,18.0,10,True,3,,,,,,,,,,,
234,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59,,34.0,12,27.0,14.0,15.0,269,7.0,10,True,3,,,,,,,,,,,
235,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,https://github.com/DeterminateSystems/nix-netboot-serve,https://github.com/DeterminateSystems/nix-netboot-serve,MIT,2021-09-01 17:05:39,2025-04-09 16:01:57,2025-04-09 16:01:55,95,4.0,13.0,5,24.0,5.0,2.0,222,5.0,10,True,3,2021-09-03 19:17:30,0.1.0,1.0,,,,,,,,
236,nixus,infinisil/nixus,Experimental deployment tool supporting multi-host abstractions.,deployment-tools,https://github.com/infinisil/nixus,https://github.com/infinisil/nixus,GPL-3.0,2019-12-22 04:35:22,2024-12-19 22:06:35,2024-12-19 22:06:35,157,,15.0,12,29.0,10.0,23.0,219,10.0,10,True,3,,,,,,,,,True,,
237,lf-doc,lf-/nix-doc,An interactive Nix documentation tool providing CLI for function search.,command-line-tools,https://github.com/lf-/nix-doc,https://github.com/lf-/nix-doc,,2020-07-16 08:49:20,2024-05-15 22:15:48,2024-05-15 22:15:48,80,,6.0,6,4.0,8.0,17.0,217,3.0,10,False,3,2021-07-09 03:37:24,0.5.1,2.0,5.0,5.0,,,,,,
238,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,https://github.com/nixcloud/nixcloud-webservices,https://github.com/nixcloud/nixcloud-webservices,,2017-11-17 23:06:20,2024-10-18 11:02:38,2024-10-18 11:02:38,467,,26.0,13,29.0,18.0,40.0,182,14.0,10,True,3,,,,,,,,,,,
239,buildkit-nix,reproducible-containers/buildkit-nix,Nix derivations as Dockerfiles.,virtualisation,https://github.com/reproducible-containers/buildkit-nix,https://github.com/reproducible-containers/buildkit-nix,Apache-2.0,2021-12-03 12:53:28,2023-09-13 10:51:18,2023-09-13 10:51:18,33,,17.0,11,15.0,6.0,3.0,175,2.0,10,False,3,2023-09-13 09:41:32,0.1.1,4.0,,,,,,True,,
240,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289,,12.0,7,10.0,14.0,5.0,159,6.0,10,False,3,,,,,,,,,,,
241,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-03-19 19:12:54,2025-03-19 19:12:46,127,,7.0,5,25.0,3.0,5.0,147,5.0,10,True,3,2023-06-02 21:31:33,0.3.0,3.0,,,,,,True,,
242,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2024-01-20 21:45:48,2023-01-11 14:30:13,286,,36.0,4,137.0,37.0,20.0,136,15.0,10,False,3,,,,,,,,,,,
243,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix!.,nixos-modules,https://github.com/NixNeovim/NixNeovim,https://github.com/NixNeovim/NixNeovim,MIT,2022-08-13 11:03:23,2024-08-23 13:37:39,2024-08-23 13:37:31,754,,15.0,3,78.0,6.0,42.0,133,18.0,10,True,3,,,,1.0,1.0,,,,True,,
244,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-04-02 21:31:27,2023-09-30 19:19:09,51,,55.0,6,34.0,34.0,18.0,132,5.0,10,False,3,,,,,,,,,,,
245,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2025-02-12 16:53:55,2024-11-17 00:47:29,359,,4.0,4,202.0,2.0,1.0,125,3.0,10,True,3,2024-11-17 00:47:49,0.2.1,4.0,1.0,1.0,,,,,,
246,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-06-20 09:47:55,2025-06-20 09:47:55,154,6.0,12.0,6,50.0,16.0,10.0,123,10.0,10,True,3,,,,,,,,,True,,
247,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-03-16 16:14:32,2025-03-16 16:04:58,48,,1.0,3,13.0,3.0,4.0,87,4.0,10,True,3,2025-03-16 16:15:43,0.4.0,4.0,,,,,,,1.0,
248,nixos-riscv,NickCao/nixos-riscv,NixOS for RISC-V architecture.,distributions,https://github.com/NickCao/nixos-riscv,https://github.com/NickCao/nixos-riscv,MIT,2021-11-27 05:33:08,2025-05-29 00:16:49,2025-05-29 00:16:49,473,6.0,12.0,9,13.0,2.0,10.0,78,6.0,10,True,3,,,,,,,,,,,
249,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2025-05-09 21:12:06,2025-05-08 17:27:14,589,1.0,27.0,2,21.0,7.0,30.0,76,7.0,10,True,3,,,,,,,,,,,
250,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170,,4.0,7,,6.0,,57,2.0,10,False,3,,,,29.0,29.0,,,,,,
251,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2025-06-29 01:49:19,2025-06-29 01:49:18,1052,200.0,6.0,2,404.0,3.0,9.0,56,8.0,10,True,3,,,,,,,,,True,,
252,geospatial-nix,imincik/geospatial-nix,Geospatial packages repository and environment.,overlays,https://github.com/imincik/geospatial-nix,https://github.com/imincik/geospatial-nix,MIT,2022-10-27 10:29:43,2024-11-27 09:13:35,2024-11-27 09:13:33,894,,5.0,3,536.0,4.0,1.0,47,3.0,10,True,3,2024-10-06 23:00:45,2024.40.0,42.0,,,,,,True,,
253,nixpkgs-track,uncenter/nixpkgs-track,Track where Nixpkgs pull requests have reached.,command-line-tools,https://github.com/uncenter/nixpkgs-track,https://github.com/uncenter/nixpkgs-track,MIT,2024-08-02 21:26:39,2025-05-23 16:02:27,2025-05-23 16:02:25,45,10.0,1.0,1,7.0,1.0,5.0,30,4.0,10,True,3,2025-05-23 15:38:42,0.3.0,1.0,1.0,1.0,,,,,,
254,Nix Software Center,snowfallorg/nix-software-center,Install and manage Nix packages.,nixos-configuration-editors,https://github.com/snowfallorg/nix-software-center,https://github.com/snowfallorg/nix-software-center,GPL-3.0,2022-08-26 18:58:22,2024-11-02 03:21:56,2024-11-02 03:21:56,95,,25.0,10,14.0,59.0,17.0,701,9.0,9,True,1,,,,,,,,,,,
255,NixOS Configuration Editor,snowfallorg/nixos-conf-editor,Graphical editor for NixOS configuration.,nixos-configuration-editors,https://github.com/snowfallorg/nixos-conf-editor,https://github.com/snowfallorg/nixos-conf-editor,GPL-3.0,2022-05-31 20:25:42,2024-02-07 20:33:54,2024-02-07 20:33:30,70,,17.0,9,7.0,16.0,6.0,571,5.0,9,False,1,,,3.0,,,,,,,,
256,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-01-06 02:28:15,2025-01-06 02:28:15,93,,51.0,13,34.0,36.0,108.0,533,12.0,9,True,3,,,,,,,,,,,
257,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2024-12-20 07:48:10,2024-12-20 07:48:09,120,,18.0,11,69.0,11.0,20.0,405,16.0,9,True,3,,,,,,,,,,,
258,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157,,11.0,8,9.0,3.0,2.0,273,6.0,9,True,3,,,,,,,,,,,
259,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2024-02-28 02:28:52,2024-02-28 02:28:52,101,,19.0,10,34.0,24.0,11.0,262,12.0,9,False,3,,,,,,,,,,,
260,nix-systems,nix-systems/nix-systems,Externally extensible flake systems.,development,https://github.com/nix-systems/nix-systems,https://github.com/nix-systems/nix-systems,MIT,2023-04-07 09:55:25,2025-01-31 16:56:15,2025-01-31 16:56:15,25,,4.0,12,4.0,4.0,6.0,226,4.0,9,True,3,,,,,,,,,True,,
261,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,https://github.com/typhon-ci/typhon,https://github.com/typhon-ci/typhon,AGPL-3.0,2022-10-01 10:47:12,2024-11-04 00:35:31,2024-10-31 11:21:33,592,,6.0,8,50.0,16.0,13.0,216,3.0,9,True,3,,,,,,,,,,,
262,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,https://github.com/numtide/nix-filter,https://github.com/numtide/nix-filter,MIT,2021-04-23 12:16:46,2024-11-13 21:28:58,2024-11-13 21:28:56,58,,15.0,12,34.0,7.0,8.0,216,11.0,9,True,3,,,,,,,,,,,
263,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,https://github.com/edolstra/dwarffs,https://github.com/edolstra/dwarffs,GPL-3.0,2017-07-06 16:43:44,2024-12-02 13:32:34,2024-12-02 13:32:34,85,,23.0,12,16.0,5.0,9.0,205,8.0,9,True,3,,,,,,,,,,,
264,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,https://github.com/craigmbooth/nix-visualize,https://github.com/craigmbooth/nix-visualize,Apache-2.0,2016-12-31 21:28:31,2024-01-17 18:22:40,2024-01-17 18:22:40,52,,11.0,5,6.0,2.0,3.0,195,7.0,9,False,3,,,,,,,,,,,
265,nocargo,oxalica/nocargo,Build Rust crates with Nix Build System.,programming-languages,https://github.com/oxalica/nocargo,https://github.com/oxalica/nocargo,MIT,2021-06-09 16:38:38,2025-04-30 06:47:40,2025-04-30 06:47:40,128,1.0,7.0,6,9.0,6.0,9.0,168,4.0,9,True,3,,,,2.0,2.0,,,['rust'],True,,
266,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,https://github.com/pinpox/lollypops,https://github.com/pinpox/lollypops,GPL-3.0,2022-06-22 21:34:16,2024-06-01 14:03:44,2024-06-01 14:03:38,111,,16.0,4,23.0,6.0,16.0,132,9.0,9,True,3,2024-04-10 18:07:50,2.0.0,2.0,,,,,,True,,
267,elm2nix,cachix/elm2nix,Convert `elm.json` into Nix expressions.,programming-languages,https://github.com/cachix/elm2nix,https://github.com/cachix/elm2nix,BSD-3-Clause,2017-12-14 14:31:58,2025-04-30 18:32:22,2025-04-30 18:32:20,118,3.0,17.0,8,34.0,4.0,17.0,116,14.0,9,True,3,,,,,,,,,,,
268,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2025-06-21 19:34:37,2025-06-21 19:33:26,106,49.0,2.0,4,2.0,5.0,6.0,113,,9,True,3,2025-03-26 16:56:00,nixos-25.05,3.0,,,4.0,1.0,,,,
269,nixt,nix-community/nixt,Simple unit-testing for Nix.,development,https://github.com/nix-community/nixt,https://github.com/nix-community/nixt,MIT,2020-06-07 22:21:41,2025-06-29 02:06:44,2024-10-18 17:37:56,127,,10.0,9,24.0,6.0,11.0,112,5.0,9,True,3,,,,,,,,,,,
270,nix-unit,nix-community/nix-unit,Unit testing for Nix code.,development,https://github.com/nix-community/nix-unit,https://github.com/nix-community/nix-unit,GPL-3.0,2023-07-21 05:23:06,2025-04-24 17:07:44,2025-04-24 17:02:52,614,2.0,10.0,3,245.0,4.0,9.0,94,20.0,9,True,3,2024-06-26 09:50:37,2.23.0,1.0,,,,,,True,,
271,nix-weather,cafkafk/nix-weather,Check Cache Availablility of NixOS Configurations.,command-line-tools,https://github.com/cafkafk/nix-weather,https://github.com/cafkafk/nix-weather,EUPL-1.2,2024-03-15 22:50:19,2025-05-30 22:05:20,2025-05-30 13:59:01,81,4.0,1.0,4,21.0,,,89,4.0,9,True,3,2024-09-13 05:23:15,0.0.4,3.0,,,,,,True,,
272,kanidm-provision,oddlama/kanidm-provision,A small utility to help with kanidm provisioning.,security,https://github.com/oddlama/kanidm-provision,https://github.com/oddlama/kanidm-provision,Apache-2.0,2024-03-05 15:52:10,2025-06-07 09:33:34,2025-06-07 09:33:11,64,9.0,8.0,4,9.0,2.0,16.0,53,5.0,9,True,3,,,,,,,,,,,
273,equinix-metal-builders,NixOS/equinix-metal-builders,iPXE image for Nix builders on Equinix Metals Spot market.,devops,https://github.com/NixOS/equinix-metal-builders,https://github.com/NixOS/equinix-metal-builders,MIT,2019-07-24 00:25:14,2024-11-09 04:09:46,2024-11-09 04:09:43,316,,10.0,13,20.0,,6.0,49,10.0,9,True,3,,,,,,,,,True,,
274,rust-nix-templater,yusdacra/rust-nix-templater,Generates Nix build and development files for Rust projects.,programming-languages,https://github.com/90-008/rust-nix-templater,https://github.com/90-008/rust-nix-templater,MIT,2021-01-04 15:40:01,2023-03-14 02:45:44,2023-03-14 02:45:44,178,,,3,3.0,4.0,15.0,49,2.0,9,False,3,2022-11-03 23:57:26,0.4.0,9.0,,,,,['rust'],,,90-008/rust-nix-templater
275,sublime-nix,wmertens/sublime-nix,Nix syntax highlighting for Sublime Text.,development,https://github.com/wmertens/sublime-nix,https://github.com/wmertens/sublime-nix,MIT,2014-12-01 00:26:39,2025-02-18 20:20:38,2025-02-18 20:17:33,44,,9.0,2,8.0,2.0,4.0,33,6.0,9,True,3,2025-02-18 20:20:38,V2.4.0,6.0,,,,,,,,
276,NixOS Guide,mikeroyal/NixOS-Guide,NixOS Guide. Learn all about the immutable Nix Operating System and the declarative Nix Expression Language.,learning,https://github.com/mikeroyal/NixOS-Guide,https://github.com/mikeroyal/NixOS-Guide,,2021-08-08 20:26:13,2025-06-27 01:56:19,2025-06-27 01:56:19,78,3.0,29.0,18,31.0,1.0,1.0,976,5.0,8,True,3,,,,,,,,,,2.0,
277,nix-1p,tazjin/nix-1p,"A (more or less) one page introduction to Nix, the language.",learning,https://github.com/tazjin/nix-1p,https://github.com/tazjin/nix-1p,,2019-08-01 21:49:02,2024-04-16 17:20:17,2024-04-16 17:10:16,24,,25.0,18,9.0,7.0,8.0,957,5.0,8,False,3,,,,,,,,,,,
278,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-05-04 15:07:54,2025-05-04 15:07:54,329,1.0,19.0,15,40.0,17.0,6.0,377,9.0,8,True,3,,,,,,,,,,,
279,nix-inspect,bluskript/nix-inspect,Interactive tui for inspecting nix configs.,command-line-tools,https://github.com/bluskript/nix-inspect,https://github.com/bluskript/nix-inspect,MIT,2024-04-02 05:45:28,2024-12-05 00:07:07,2024-12-05 00:07:06,47,,5.0,8,1.0,10.0,12.0,347,2.0,8,True,3,,,,,,,,,,,
280,nixos-router,chayleaf/nixos-router,A NixOS router framework.,nixos-modules,https://github.com/chayleaf/nixos-router,https://github.com/chayleaf/nixos-router,MIT,2023-06-23 23:17:14,2025-06-23 20:41:47,2025-06-23 20:41:06,52,1.0,6.0,6,1.0,1.0,,304,2.0,8,True,3,,,,,,,,,True,,
281,nixos-up,samuela/nixos-up,Super easy NixOS installer that can be used from the installation ISO.,installation-media,https://github.com/samuela/nixos-up,https://github.com/samuela/nixos-up,,2021-04-07 04:49:37,2025-04-19 03:42:19,2025-04-19 03:42:19,26,2.0,30.0,4,7.0,7.0,11.0,248,6.0,8,True,3,,,,,,,,,,,
282,nix-serve-ng,aristanetworks/nix-serve-ng,A drop-in replacement for nix-serve that is faster and more reliable.,development,https://github.com/aristanetworks/nix-serve-ng,https://github.com/aristanetworks/nix-serve-ng,,2022-07-06 23:42:29,2025-05-28 19:02:54,2025-05-28 19:02:52,54,4.0,19.0,15,29.0,6.0,10.0,191,13.0,8,True,3,,,,,,,,,,,
283,drv-parts,DavHau/drv-parts,Composable derivations for Nix with a focus on simplicity.,command-line-tools,https://github.com/DavHau/drv-parts,https://github.com/DavHau/drv-parts,MIT,2022-11-30 11:48:09,2023-08-01 09:19:46,2023-08-01 09:19:42,125,,6.0,8,14.0,8.0,2.0,160,6.0,8,False,3,,,,,,,,,,,
