,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,trending,updated_github_id,labels,new_addition,gitlab_id,gitlab_url
138,NixNeovimPlugins,NixNeovim/NixNeovimPlugins,Makes all neovim plugins available in nix (Auto updated).,editors-and-ides,https://github.com/NixNeovim/NixNeovimPlugins,https://github.com/NixNeovim/NixNeovimPlugins,MIT,2022-08-13 14:50:55,2026-03-01 14:36:53,2026-03-01 14:36:52,1477.0,39.0,28.0,1.0,102.0,1.0,47.0,152,15,True,2,,,,,,37.0,1.0,1.0,,,,,,
139,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/NixOS/nix-security-tracker,https://github.com/NixOS/nix-security-tracker,MIT,2023-08-31 16:49:45,2026-02-28 17:59:13,2026-02-28 17:59:13,803.0,229.0,15.0,9.0,518.0,94.0,179.0,75,15,True,1,,,,,,19.0,,,2.0,NixOS/nix-security-tracker,,,,
140,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2026-02-23 03:55:27,2026-02-23 03:55:21,1090.0,191.0,1.0,1.0,412.0,13.0,25.0,52,15,True,2,2026-01-19 20:26:02,0.3.3,,,6.0,4.0,,,,,,,,
141,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2026-02-23 02:00:33,2026-02-02 07:59:41,348.0,3.0,142.0,22.0,153.0,93.0,118.0,2013,14,True,3,,,,,,44.0,,,,,,,,
142,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465.0,,77.0,17.0,221.0,79.0,113.0,1808,14,True,2,,,,,,38.0,,,,,,,,
143,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,1.0,62.0,9.0,70.0,29.0,92.0,1797,14,True,2,2025-06-13 06:48:41,2025-06-13,,,17.0,31.0,,,,,,,,
144,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,86.0,20.0,81.0,17.0,24.0,1556,14,False,2,2022-05-21 09:05:05,1.0.0,,,1.0,28.0,,,,,,,,
145,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2026-01-30 19:04:18,2026-01-30 19:04:17,385.0,4.0,93.0,6.0,205.0,61.0,113.0,954,14,True,2,,,,,,56.0,,,,,['rust'],,,
146,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,,57.0,26.0,46.0,47.0,33.0,815,14,True,2,2018-04-10 19:46:47,0.3.0,117.0,1.0,1.0,21.0,,,,,,,,
147,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2026-02-24 20:46:33,2026-02-24 19:44:30,89.0,2.0,28.0,15.0,102.0,20.0,55.0,788,14,True,3,2026-02-24 20:46:33,0.4.0,,,8.0,12.0,,,,,,,,
148,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2026-03-01 23:37:22,2026-03-01 23:36:41,426.0,28.0,37.0,7.0,240.0,3.0,56.0,675,14,True,2,,,,,,17.0,,,,,['python'],,,
149,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,,125.0,79.0,190.0,40.0,38.0,465,14,True,2,,,,,,114.0,,,,,,,,
150,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2026-02-19 18:10:12,2026-02-19 18:10:12,250.0,6.0,46.0,4.0,63.0,24.0,57.0,386,14,True,2,,,,,,28.0,,,,,,,,
151,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2026-03-01 19:20:44,2026-03-01 19:20:44,964.0,31.0,34.0,4.0,272.0,2.0,67.0,374,14,True,2,2025-04-29 21:27:19,24.11,,,1.0,32.0,,,,,,,,
152,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-11-25 13:14:07,2025-11-25 13:14:07,189.0,,36.0,3.0,71.0,21.0,40.0,352,14,True,3,2024-10-03 15:42:09,0.2.0,,,2.0,10.0,,,2.0,,,,,
153,raspberry-pi-nix,nix-community/raspberry-pi-nix,NixOS modules to aid in configuring NixOS for Raspberry PI products.,installation-media,https://github.com/nix-community/raspberry-pi-nix,https://github.com/nix-community/raspberry-pi-nix,MIT,2022-05-21 01:16:06,2025-03-23 01:24:31,2025-03-17 14:59:51,165.0,,83.0,8.0,46.0,13.0,53.0,310,14,True,3,2024-11-05 03:51:57,0.4.1,,,7.0,14.0,,,,,,,,
154,nixpkgs-esp-dev,mirrexagon/nixpkgs-esp-dev,Nix flake and overlay for ESP8266 and ESP32 development.,overlays,https://github.com/mirrexagon/nixpkgs-esp-dev,https://github.com/mirrexagon/nixpkgs-esp-dev,CC0-1.0,2019-06-01 04:00:43,2026-01-08 09:44:01,2026-01-08 09:43:27,210.0,11.0,92.0,9.0,63.0,19.0,36.0,288,14,True,2,,,,,,33.0,,,,,,,,
155,nvfetcher,berberman/nvfetcher,Generate nix sources expr for the latest version of packages.,development,https://github.com/berberman/nvfetcher,https://github.com/berberman/nvfetcher,MIT,2021-04-20 04:07:58,2026-02-25 00:49:54,2026-02-25 00:43:02,187.0,3.0,19.0,2.0,78.0,15.0,54.0,271,14,True,2,2025-12-14 07:46:13,0.8.0,,,10.0,17.0,,,,,,,,
156,NobbZ/nixos-config,NobbZ/nixos-config,An example of NixOS system configuration with home-manager integration.,nix-configurations,https://github.com/NobbZ/nixos-config,https://github.com/NobbZ/nixos-config,MIT,2020-10-28 15:25:22,2026-03-01 03:20:25,2026-03-01 03:20:23,5192.0,221.0,6.0,2.0,1501.0,11.0,4.0,265,14,True,3,,,,,,9.0,,,,,,,,
157,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2026-02-22 21:51:30,2026-02-22 21:50:51,232.0,63.0,6.0,2.0,42.0,,13.0,231,14,True,2,2026-01-31 21:39:02,1.4.2,,,12.0,7.0,2.0,2.0,,faukah/dix,,,,
158,cached-nix-shell,xzfc/cached-nix-shell,A `nix-shell` replacement that uses caching to open subsequent shells quickly.,development,https://github.com/xzfc/cached-nix-shell,https://github.com/xzfc/cached-nix-shell,Unlicense,2019-09-18 14:23:00,2024-11-24 23:00:19,2024-06-23 18:47:25,182.0,,15.0,6.0,7.0,6.0,22.0,229,14,False,2,2024-06-23 19:21:14,0.1.6,,,3.0,6.0,8.0,8.0,,,,,,
159,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-02-25 21:01:40,2025-12-03 17:15:50,188.0,1.0,48.0,2.0,116.0,21.0,30.0,226,14,True,2,,,,,,21.0,18.0,18.0,,,,,,
160,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2026-01-04 06:31:03,2026-01-04 06:25:27,312.0,3.0,28.0,42.0,60.0,14.0,24.0,210,14,True,3,2025-07-04 13:35:36,0.4.0.18,317.0,2.0,28.0,17.0,,,,,,,,
161,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,5.0,29.0,8.0,65.0,13.0,26.0,179,14,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,,,
162,nix4vscode,nix-community/nix4vscode,Nix overlay for VSCode.,editors-and-ides,https://github.com/nix-community/nix4vscode,https://github.com/nix-community/nix4vscode,Apache-2.0,2023-09-07 13:34:42,2026-03-01 21:34:10,2026-03-01 02:56:54,1326.0,190.0,12.0,3.0,323.0,,,121,14,True,3,2025-03-24 04:06:13,nix4vscode-v0.0.12,217.0,11.0,12.0,15.0,,,,,,,,
163,Misterio77/nix-starter-configs,Misterio77/nix-starter-configs,A few simple Nix Flake templates for getting started with NixOS + home-manager.,nix-configurations,https://github.com/Misterio77/nix-starter-configs,https://github.com/Misterio77/nix-starter-configs,CC0-1.0,2021-12-16 20:29:26,2025-11-15 14:24:20,2025-11-15 14:23:54,102.0,,167.0,50.0,25.0,23.0,50.0,3593,13,True,3,,,,,,14.0,,,,,,,,
164,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2026-02-25 13:13:19,2025-09-24 10:59:48,425.0,,147.0,13.0,136.0,120.0,66.0,1745,13,True,3,,,,,,35.0,,,,,,,,
165,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2026-02-09 15:08:52,2026-02-09 14:56:26,3230.0,14.0,15.0,18.0,3.0,,,994,13,True,2,,,,,,51.0,,,,,['rust'],,,
166,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-11-02 13:41:21,2025-11-02 13:41:20,181.0,,127.0,14.0,83.0,76.0,60.0,942,13,True,3,,,,,,30.0,,,,,,,,
167,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2026-03-01 02:13:50,2026-01-01 01:53:22,420.0,1.0,64.0,16.0,160.0,14.0,56.0,862,13,True,3,,,,,,38.0,,,,,,,,
168,NixOps4,nixops4/nixops4,Deploy with Nix and manage resources declaratively.,deployment-tools,https://github.com/nixops4/nixops4,https://github.com/nixops4/nixops4,LGPL-2.1,2024-03-18 14:07:58,2026-02-09 15:29:12,2026-02-03 23:37:37,521.0,90.0,16.0,32.0,109.0,15.0,12.0,831,13,True,3,,,,,,8.0,,,,,,,,
169,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2026-03-01 11:05:12,2025-07-04 01:16:54,949.0,,47.0,8.0,711.0,43.0,115.0,659,13,True,3,,,,,,20.0,,,,,,,,
170,nixpkgs-mozilla,mozilla/nixpkgs-mozilla,Mozilla overlay for Nixpkgs.,overlays,https://github.com/mozilla/nixpkgs-mozilla,https://github.com/mozilla/nixpkgs-mozilla,MIT,2016-06-16 22:14:00,2025-11-04 11:34:56,2025-11-04 11:34:56,274.0,,128.0,14.0,203.0,51.0,92.0,577,13,True,2,,,,,,66.0,,,,,,,,
171,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2026-03-01 03:39:34,2026-02-03 02:39:09,1181.0,27.0,18.0,2.0,1253.0,20.0,45.0,531,13,True,2,,,,,1.0,19.0,,,,,,,,
172,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,5.0,13.0,3.0,2.0,1.0,4.0,383,13,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,-2.0,,,,,
173,flakelight,nix-community/flakelight,A modular flake framework aiming to minimize boilerplate.,development,https://github.com/nix-community/flakelight,https://github.com/nix-community/flakelight,MIT,2023-04-09 00:56:54,2026-02-23 13:17:11,2026-02-23 13:16:52,319.0,16.0,10.0,8.0,12.0,3.0,27.0,380,13,True,3,,,,,,7.0,,,,,,,,
174,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/ekstranix/home-manager-option-search,https://github.com/ekstranix/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2026-03-01 05:22:41,2025-12-01 11:02:49,151.0,,19.0,,23.0,17.0,21.0,374,13,True,2,2023-12-12 22:53:06,1.4,,,4.0,15.0,,,,ekstranix/home-manager-option-search,,,,
175,juspay/nixos-unified-template,juspay/nixos-unified-template,A ready-made Nix configuration to manage either your Home environment or whole NixOS systems.,nix-configurations,https://github.com/juspay/nixos-unified-template,https://github.com/juspay/nixos-unified-template,AGPL-3.0,2023-04-01 13:43:05,2026-03-01 16:06:06,2026-03-01 16:06:04,336.0,12.0,67.0,9.0,152.0,9.0,39.0,367,13,True,3,,,,,,17.0,,,,,,,,
176,nixarr,rasmus-kirk/nixarr,The Media Server Nixos Module.,nixos-modules,https://github.com/nix-media-server/nixarr,https://github.com/nix-media-server/nixarr,GPL-3.0,2024-02-21 09:34:24,2026-02-28 13:19:35,2026-02-08 09:14:26,388.0,8.0,43.0,6.0,81.0,6.0,58.0,359,13,True,3,,,,,,21.0,,,,nix-media-server/nixarr,,,,
177,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2026-02-23 21:59:02,2026-02-23 21:37:36,232.0,10.0,19.0,6.0,105.0,48.0,41.0,323,13,True,2,,,,,,14.0,,,2.0,,,,,
178,hjem,feel-co/hjem,"Streamlined, elegant $HOME management with Nix.",nixos-modules,https://github.com/feel-co/hjem,https://github.com/feel-co/hjem,MPL-2.0,2024-12-13 17:28:48,2026-02-16 03:31:41,2026-02-16 03:27:40,275.0,37.0,19.0,11.0,70.0,13.0,22.0,317,13,True,3,,,,,,14.0,,,,,,True,,
179,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2026-02-07 08:51:26,2026-02-07 08:51:25,439.0,6.0,13.0,3.0,69.0,4.0,10.0,296,13,True,3,2025-06-27 08:35:45,0.3.2,,,13.0,7.0,,,,,,,,
180,pyproject.nix,pyproject-nix/pyproject.nix,A collection of Nix utilities to work with Python projects.,programming-languages,https://github.com/pyproject-nix/pyproject.nix,https://github.com/pyproject-nix/pyproject.nix,MIT,2023-07-17 10:21:45,2026-02-19 16:35:47,2026-02-19 16:27:26,529.0,8.0,35.0,7.0,363.0,2.0,48.0,295,13,True,2,,,,,,17.0,,,,,['python'],,,
181,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-02-19 01:54:05,2026-02-19 01:37:59,150.0,11.0,7.0,1.0,8.0,,17.0,221,13,True,2,2026-02-19 01:54:05,2.2.7,,,19.0,4.0,,,,,,,,
182,Easy PureScript Nix,justinwoo/easy-purescript-nix,A project to easily use PureScript and other tools with Nix.,programming-languages,https://github.com/justinwoo/easy-purescript-nix,https://github.com/justinwoo/easy-purescript-nix,MIT,2018-10-21 15:16:08,2025-11-22 12:21:39,2025-11-22 12:21:39,463.0,,55.0,7.0,198.0,6.0,31.0,208,13,True,2,,,,,,32.0,,,,,,,,
183,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2026-02-16 21:43:14,2025-11-18 21:22:40,229.0,,15.0,4.0,135.0,5.0,21.0,163,13,True,3,2025-02-11 21:35:04,3.1.0,,,14.0,14.0,,,,,,,,
184,ghc.nix,alpmestan/ghc.nix,Nix (shell) expression for working on GHC.,programming-languages,https://github.com/alpmestan/ghc.nix,https://github.com/alpmestan/ghc.nix,BSD-3-Clause,2018-04-18 19:54:21,2026-03-01 02:00:08,2024-06-10 15:01:25,271.0,,50.0,13.0,135.0,27.0,29.0,147,13,False,2,,,,,,29.0,,,,,['haskell'],,,
185,hydra-check,nix-community/hydra-check,Check hydra for the build status of a package.,command-line-tools,https://github.com/nix-community/hydra-check,https://github.com/nix-community/hydra-check,MIT,2020-03-05 18:26:56,2026-02-28 16:16:25,2026-02-28 15:50:07,187.0,33.0,11.0,2.0,80.0,,16.0,134,13,True,2,2026-02-28 16:16:25,2.1.0,,,12.0,11.0,,,,,,,,
186,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2026-03-01 01:18:35,2026-02-26 18:14:01,438.0,5.0,12.0,3.0,163.0,12.0,16.0,127,13,True,2,2025-10-09 16:53:17,0.4.0,,,4.0,9.0,,,,,,,,
187,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2026-02-27 16:39:47,2026-02-27 16:35:37,667.0,125.0,2.0,2.0,33.0,5.0,8.0,112,13,True,2,2026-01-01 04:17:49,0.2.3,,,9.0,4.0,,,,,,,,
188,lean4-nix,lenianiva/lean4-nix,"Nix flake build for Lean 4, and `lake2nix`.",programming-languages,https://github.com/lenianiva/lean4-nix,https://github.com/lenianiva/lean4-nix,Apache-2.0,2024-10-11 05:39:31,2026-02-23 19:46:11,2026-02-23 19:46:11,267.0,36.0,14.0,3.0,77.0,5.0,34.0,91,13,True,2,2024-12-10 06:09:58,0.2,,,2.0,6.0,,,,,,,,
189,nix-phps,fossar/nix-phps,Flake containing old and unmaintained PHP versions (intended for CI use).,programming-languages,https://github.com/fossar/nix-phps,https://github.com/fossar/nix-phps,MIT,2021-01-09 21:40:06,2026-03-01 18:09:12,2026-03-01 11:36:48,487.0,25.0,24.0,3.0,466.0,5.0,27.0,81,13,True,2,,,,,,18.0,,,,,['php'],,,
190,haskell-nix,Gabriella439/haskell-nix,Nix and Haskell in production.,programming-languages,https://github.com/Gabriella439/haskell-nix,https://github.com/Gabriella439/haskell-nix,,2017-01-02 18:59:50,2023-09-22 15:53:46,2023-09-22 15:53:46,82.0,,110.0,31.0,35.0,26.0,38.0,1166,12,False,3,,,,,,23.0,,,,,['haskell'],,,
191,nix-alien,thiagokokada/nix-alien,Run unpatched binaries on Nix/NixOS easily.,command-line-tools,https://github.com/thiagokokada/nix-alien,https://github.com/thiagokokada/nix-alien,MIT,2021-10-27 00:26:44,2026-02-15 10:22:03,2026-02-15 10:22:02,417.0,5.0,14.0,4.0,113.0,1.0,37.0,772,12,True,2,,,,,,11.0,,,,,,,,
192,RFCs,NixOS/rfcs,The Nix community RFCs.,learning,https://github.com/NixOS/rfcs,https://github.com/NixOS/rfcs,CC-BY-SA-4.0,2017-02-11 15:41:27,2025-05-26 15:49:46,2025-05-26 15:49:41,76.0,,143.0,134.0,195.0,,,625,12,True,2,,,,,,39.0,,,,,,,,
193,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,44.0,6.0,28.0,15.0,21.0,585,12,False,3,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,,,
194,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2026-01-06 18:21:34,2025-10-30 14:01:53,169.0,,23.0,6.0,148.0,13.0,6.0,441,12,True,2,,,,,,14.0,,,,,,,,
195,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2026-02-24 18:32:03,2026-02-24 18:31:59,98.0,4.0,9.0,5.0,39.0,10.0,4.0,383,12,True,3,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,,,
196,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2026-02-03 13:31:19,2026-02-03 13:30:56,699.0,31.0,25.0,9.0,4.0,2.0,2.0,380,12,True,2,,,,,,,,,,,,,,
197,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564.0,,75.0,15.0,114.0,37.0,57.0,331,12,False,3,,,,,,39.0,,,,,,,,
198,nixos-avf,nix-community/nixos-avf,NixOS for Android Terminal (Android Virtualization Framework).,distributions,https://github.com/nix-community/nixos-avf,https://github.com/nix-community/nixos-avf,GPL-3.0,2025-03-24 22:04:05,2026-01-23 01:34:49,2026-01-23 01:34:42,150.0,29.0,19.0,5.0,20.0,7.0,12.0,270,12,True,2,2025-11-26 01:53:27,nixos-25.11,4.0,0.0,3.0,5.0,,,,,['android'],,,
199,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-11-12 04:57:24,2025-11-12 04:56:41,357.0,,29.0,7.0,215.0,10.0,19.0,241,12,True,2,2025-10-13 07:22:52,1.7.4,423.0,11.0,19.0,18.0,,,,,,,,
200,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338.0,,23.0,11.0,51.0,15.0,35.0,234,12,False,3,,,,,,13.0,,,,,,,,
201,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2026-01-30 00:43:05,2026-01-30 00:42:47,77.0,4.0,34.0,7.0,7.0,5.0,22.0,227,12,True,3,,,,,,7.0,,,,,,,,
202,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2026-02-13 23:53:51,2026-02-13 23:53:48,151.0,2.0,8.0,8.0,24.0,6.0,29.0,218,12,True,2,2022-12-17 17:56:21,0.4.1,,,9.0,6.0,,,,,,,,
203,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118.0,,55.0,3.0,57.0,38.0,26.0,179,12,False,3,2021-04-01 08:26:58,2.5.1,,,5.0,18.0,3.0,3.0,,,['ruby'],,,
204,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2026-01-11 15:04:14,2026-01-11 15:04:14,104.0,1.0,31.0,5.0,33.0,10.0,9.0,176,12,True,3,2021-10-26 18:34:12,1.1.2,,,4.0,15.0,,,,,,,,
205,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121.0,,30.0,9.0,35.0,12.0,24.0,169,12,True,2,2024-03-24 10:25:24,2024032400,507.0,16.0,2.0,10.0,,,,,,,,
206,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2026-02-28 17:29:28,2026-01-12 20:30:18,263.0,1.0,10.0,4.0,239.0,24.0,36.0,145,12,True,3,2026-01-19 17:41:10,0.1.0,,,1.0,13.0,,,,,,,,
207,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2026-03-01 01:03:37,2026-01-26 17:22:11,88.0,8.0,6.0,4.0,32.0,5.0,7.0,130,12,True,3,2026-01-31 23:38:30,0.5.0,,,5.0,7.0,,,,,,,,
