,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id,new_addition
188,Home Manager Option Search,mipmip/home-manager-option-search,Search through all 2000+ Home Manager options and read how to use them.,discovery,https://github.com/mipmip/home-manager-option-search,https://github.com/mipmip/home-manager-option-search,Apache-2.0,2022-01-04 22:27:08,2025-08-24 04:37:22,2025-05-24 07:19:35,149,,18.0,1,22.0,11.0,21.0,337,15.0,12,True,2,2023-12-12 22:53:06,1.4,4.0,,,,,,,,
189,nix-security-box,fabaff/nix-security-box,Tool set for Information security professionals and all others.,security,https://github.com/fabaff/nix-security-box,https://github.com/fabaff/nix-security-box,MIT,2020-12-22 22:36:28,2025-08-14 23:23:45,2025-08-14 23:23:34,663,10.0,23.0,8,4.0,2.0,2.0,322,,12,True,2,,,,,,,,,,,
190,nix-mode,NixOS/nix-mode,An Emacs major mode for editing Nix expressions.,editors-and-ides,https://github.com/NixOS/nix-mode,https://github.com/NixOS/nix-mode,LGPL-2.1,2016-08-17 20:46:39,2024-06-25 16:56:44,2023-04-21 20:36:55,564,,76.0,17,114.0,37.0,57.0,314,39.0,12,False,3,,,,,,,,,,,
191,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2025-08-19 02:27:52,2025-04-14 22:55:05,216,,18.0,7,85.0,48.0,37.0,301,13.0,12,True,2,,,,,,,,,,,
192,NixVirt,AshleyYakeley/NixVirt,LibVirt domain management for Nix.,virtualisation,https://github.com/AshleyYakeley/NixVirt,https://github.com/AshleyYakeley/NixVirt,MIT,2024-01-27 19:54:59,2025-05-25 04:01:24,2025-05-25 02:26:43,407,,35.0,3,51.0,6.0,35.0,274,19.0,12,True,3,,,,,,,,,,,
193,styx,styx-static/styx,Static site generator in Nix expression language.,development,https://github.com/styx-static/styx,https://github.com/styx-static/styx,MIT,2016-10-02 22:24:18,2023-01-13 16:06:57,2023-01-13 16:06:53,338,,25.0,11,51.0,15.0,35.0,224,13.0,12,False,3,,,,,,,,,,,
194,Nix Templates,jonringer/nix-template,Collection of Nix templates for different types of projects.,learning,https://github.com/jonringer/nix-template,https://github.com/jonringer/nix-template,CC0-1.0,2020-07-17 00:41:15,2024-11-20 19:15:33,2024-11-20 19:15:29,149,,8.0,8,22.0,9.0,26.0,218,6.0,12,True,2,2022-12-17 17:56:21,0.4.1,9.0,,,,,,,,
195,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-07-14 19:44:45,2025-07-14 19:42:35,81,1.0,8.0,3,7.0,,14.0,191,2.0,12,True,2,2025-07-14 19:43:00,0.3+commit.8ecb614,33.0,6.0,6.0,782.0,26.0,,,,
196,Bundix,nix-community/bundix,Generates a Nix expression for your Bundler-managed application.,programming-languages,https://github.com/nix-community/bundix,https://github.com/nix-community/bundix,,2016-01-24 20:36:56,2024-07-01 18:19:19,2023-11-08 07:54:39,118,,55.0,4,56.0,37.0,26.0,177,18.0,12,False,3,2021-04-01 08:26:58,2.5.1,5.0,3.0,3.0,,,['ruby'],,,
197,nix-shell,loophp/nix-shell,Nix shells for PHP development.,programming-languages,https://github.com/loophp/nix-shell,https://github.com/loophp/nix-shell,MIT,2021-06-20 06:59:35,2025-08-11 14:22:15,2025-08-11 14:22:14,648,12.0,14.0,5,273.0,3.0,12.0,173,9.0,12,True,3,,,,,,,,['php'],,,
198,nixos-rk3588,ryan4yin/nixos-rk3588,"Minimal NixOS running on RK3588/RK3588s based SBC(Orange Pi 5 Plus, Orange Pi 5, Rock 5A, etc).",distributions,https://github.com/ryan4yin/nixos-rk3588,https://github.com/ryan4yin/nixos-rk3588,MIT,2023-06-02 03:05:44,2025-06-02 15:58:26,2025-06-02 15:58:19,121,1.0,31.0,10,35.0,12.0,25.0,165,10.0,12,True,2,2024-03-24 10:25:24,2024032400,2.0,,,452.0,18.0,,,,
199,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53,,4.0,21,35.0,6.0,4.0,159,4.0,12,True,2,2025-02-11 22:56:58,1.2.0,5.0,,,,,,,,
200,dns.nix,nix-community/dns.nix,A Nix DSL for DNS zone files.,nixos-modules,https://github.com/nix-community/dns.nix,https://github.com/nix-community/dns.nix,MPL-2.0,2019-03-08 17:27:59,2025-01-23 17:31:42,2025-01-23 17:31:33,95,,28.0,5,30.0,10.0,7.0,154,12.0,12,True,3,2021-10-26 18:34:12,1.1.2,4.0,,,,,,,,True
201,NüschtOS Search,NuschtOS/search,Simple and fast static-page NixOS option search.,discovery,https://github.com/NuschtOS/search,https://github.com/NuschtOS/search,MIT,2024-06-23 20:04:47,2025-08-18 22:18:25,2025-08-18 22:18:23,239,34.0,8.0,4,206.0,16.0,28.0,117,12.0,12,True,2,,,,,,,,,,,
202,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2025-08-24 00:41:31,2025-08-24 00:40:56,287,25.0,22.0,3,208.0,4.0,5.0,103,9.0,12,True,3,,,,,,,,,,,
203,userborn,nikstur/userborn,Declaratively bear (manage) Linux users and groups.,nixos-modules,https://github.com/nikstur/userborn,https://github.com/nikstur/userborn,MIT,2024-07-22 19:33:25,2025-08-15 22:19:31,2025-08-15 21:20:14,52,4.0,3.0,3,16.0,2.0,5.0,90,6.0,12,True,3,2025-03-16 16:15:43,0.4.0,4.0,,,,,,,,
204,bombon,nikstur/bombon,Nix CycloneDX Software Bills of Materials (SBOMs).,security,https://github.com/nikstur/bombon,https://github.com/nikstur/bombon,MIT,2022-08-18 23:06:53,2025-06-01 23:00:47,2025-06-01 23:00:46,400,9.0,12.0,5,148.0,11.0,12.0,90,8.0,12,True,2,2024-10-23 16:12:33,0.3.0,3.0,,,,,,,,
205,nixcasks,jcszymansk/nixcasks,"Homebrew casks, nixified.",overlays,https://github.com/jcszymansk/nixcasks,https://github.com/jcszymansk/nixcasks,MIT,2023-07-24 21:17:33,2025-08-24 21:39:41,2025-08-24 21:39:39,841,92.0,4.0,4,5.0,4.0,5.0,88,3.0,12,True,3,,,,,,,,,,,
206,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2025-08-24 01:10:56,2025-08-24 01:10:55,884,87.0,8.0,3,11.0,3.0,6.0,69,10.0,12,True,3,,,,,,,,,,,
207,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2025-08-21 22:55:37,2025-08-18 04:31:35,281,15.0,15.0,4,269.0,11.0,28.0,66,12.0,12,True,2,,,,,,,,,,,
208,nixpkgs-xr,nix-community/nixpkgs-xr,Automated packages for XR/AR/VR tools and apps for NixOS.,overlays,https://github.com/nix-community/nixpkgs-xr,https://github.com/nix-community/nixpkgs-xr,,2024-01-01 14:10:58,2025-08-24 01:43:00,2025-08-24 01:42:59,1176,197.0,7.0,4,457.0,5.0,9.0,65,8.0,12,True,3,,,,,,,,,,,
209,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98,,38.0,37,24.0,6.0,4.0,913,5.0,11,True,3,,,,,,,,,,,
210,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127,,25.0,31,5.0,6.0,21.0,616,6.0,11,True,3,2024-09-23 06:00:28,0.10,10.0,,,,,,,,
211,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97,,43.0,8,28.0,16.0,19.0,567,12.0,11,False,3,2023-04-21 20:19:53,4.0.0,4.0,,,,,,,,
212,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91,2.0,74.0,10,39.0,12.0,46.0,500,19.0,11,True,3,,,,,,,,,,,
213,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-23 16:25:42,2025-08-17 20:42:10,813,1.0,47.0,16,243.0,38.0,129.0,452,43.0,11,True,3,,,,,,,,,,,
214,ragenix,yaxitech/ragenix,age-encrypted secrets for NixOS; drop-in replacement for agenix.,security,https://github.com/yaxitech/ragenix,https://github.com/yaxitech/ragenix,Apache-2.0,2021-05-07 22:41:54,2025-08-24 02:35:52,2025-04-17 13:51:54,167,,20.0,9,143.0,11.0,6.0,385,13.0,11,True,2,,,,,,,,,,,
215,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76,,60.0,37,54.0,23.0,10.0,378,16.0,11,False,3,,,,,,,,,,,
216,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318,5.0,31.0,8,19.0,9.0,29.0,374,12.0,11,True,3,,,,,,,,,,,
217,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93,,7.0,6,37.0,10.0,4.0,359,4.0,11,False,3,2023-05-26 20:34:06,0.2.2,5.0,,,,,,,,
218,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51,,14.0,8,18.0,5.0,16.0,314,10.0,11,True,3,2024-07-23 16:03:52,2.0.1,7.0,,,,,,,,
219,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347,,2.0,3,221.0,2.0,3.0,277,3.0,11,True,2,2024-09-16 15:29:34,0.1.3,4.0,1.0,1.0,308.0,11.0,,,,
220,appvm,jollheef/appvm,Nix-based app VMs.,virtualisation,https://github.com/jollheef/appvm,https://github.com/jollheef/appvm,GPL-3.0,2018-06-30 22:15:18,2025-04-21 17:49:19,2025-04-21 17:49:02,234,,19.0,13,12.0,8.0,11.0,267,5.0,11,True,3,2025-04-21 17:52:13,0.6,4.0,,,,,,,,
221,schizofox,schizofox/schizofox,Hardened Firefox flake for the delusional and the schizophrenics.,security,https://github.com/schizofox/schizofox,https://github.com/schizofox/schizofox,,2023-08-23 18:59:04,2025-07-30 07:55:42,2025-07-30 07:55:42,291,5.0,18.0,5,96.0,14.0,24.0,259,15.0,11,True,2,2023-10-06 14:20:19,0.0.1,1.0,,,,,,,,
222,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2025-07-09 13:55:54,2025-07-09 13:50:38,153,2.0,18.0,11,7.0,2.0,28.0,243,3.0,11,True,3,,,,,,,,,,,
223,nixos-docker-sd-image-builder,Robertof/nixos-docker-sd-image-builder,Build custom SD images of NixOS for your Raspberry Pi (or any other supported AArch64 device) in 5-20 minutes.,installation-media,https://github.com/Robertof/nixos-docker-sd-image-builder,https://github.com/Robertof/nixos-docker-sd-image-builder,MIT,2020-05-04 23:32:19,2024-05-27 17:16:26,2024-05-27 17:16:26,73,,33.0,8,7.0,5.0,22.0,225,7.0,11,False,3,,,,,,,,,,,
224,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2025-08-22 21:43:22,2025-08-22 21:43:22,78,1.0,19.0,12,68.0,6.0,13.0,203,10.0,11,True,2,2024-09-24 17:23:11,1.4.6,15.0,1.0,1.0,246.0,8.0,,,,
225,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-03-19 19:12:54,2025-03-19 19:12:46,127,,7.0,5,25.0,3.0,5.0,149,5.0,11,True,2,2023-06-02 21:31:33,0.3.0,3.0,,,,,,,,
226,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,https://github.com/pinpox/lollypops,https://github.com/pinpox/lollypops,GPL-3.0,2022-06-22 21:34:16,2025-08-09 23:56:13,2025-08-09 23:56:13,141,29.0,17.0,3,37.0,4.0,20.0,138,11.0,11,True,3,2024-04-10 18:07:50,2.0.0,2.0,,,,,,,,
227,nixos-facter-modules,nix-community/nixos-facter-modules,A series of NixOS modules to be used in conjunction with nixos-facter.,nixos-modules,https://github.com/nix-community/nixos-facter-modules,https://github.com/nix-community/nixos-facter-modules,MIT,2024-07-25 10:32:17,2025-08-20 08:23:40,2025-08-20 08:23:40,164,12.0,15.0,7,56.0,17.0,10.0,132,12.0,11,True,3,,,,,,,,,,,
228,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2025-08-11 17:26:08,2025-03-20 22:10:34,80,,15.0,4,39.0,7.0,7.0,100,7.0,11,True,3,2023-09-03 23:31:23,0.1.2,3.0,,,,,,,,
229,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2022-08-18 10:35:27,2022-03-01 23:41:50,64,,26.0,3,19.0,10.0,11.0,93,7.0,11,False,3,2022-03-05 11:16:43,0.0.6,6.0,,,,,,,,
230,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370,,27.0,11,29.0,17.0,45.0,93,11.0,11,True,3,,,,,,,,,,,
231,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/Nix-Security-WG/nix-security-tracker,https://github.com/Nix-Security-WG/nix-security-tracker,,2023-08-31 16:49:45,2025-08-18 01:08:14,2025-08-08 12:30:33,525,74.0,10.0,9,367.0,106.0,110.0,55,15.0,11,True,2,,,,,,,,,,,
232,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262,,1.0,3,135.0,2.0,,50,2.0,11,False,2,2023-08-18 14:59:05,0.2.1,6.0,19.0,19.0,,,,,,
233,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208,,13.0,5,61.0,5.0,6.0,46,5.0,11,False,2,2020-11-15 08:04:35,0.3.0,2.0,,,,,,,,
234,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2025-08-24 07:18:27,2025-08-24 07:17:47,1562,113.0,3.0,2,739.0,3.0,1.0,45,5.0,11,True,3,,,,,,,,,,,
235,flake-edit,a-kenji/flake-edit,Edit your flake inputs with ease.,development,https://github.com/a-kenji/flake-edit,https://github.com/a-kenji/flake-edit,MIT,2023-10-06 21:58:29,2025-08-18 05:48:56,2025-08-11 10:30:43,842,72.0,,1,293.0,24.0,13.0,43,2.0,11,True,3,2024-11-04 14:25:55,0.0.2,2.0,,,,,,,,
236,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82,,14.0,15,17.0,10.0,7.0,407,3.0,10,False,3,2021-04-19 23:51:39,0.6.3,4.0,,,123.0,2.0,,,,
237,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257,,35.0,17,57.0,19.0,53.0,398,12.0,10,False,3,2024-06-15 23:02:38,2024-06-16,5.0,,,64.0,0.0,['haskell'],,,
238,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-08-23 18:11:34,2025-07-18 12:33:29,339,10.0,19.0,16,46.0,18.0,6.0,387,9.0,10,True,3,,,,,,,,,,,
239,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86,2.0,22.0,13,25.0,,3.0,341,18.0,10,True,3,,,,,,,,,,,
240,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208,,20.0,8,353.0,36.0,24.0,336,17.0,10,True,3,,,,,,,,,,,
241,Nixinate,MatthewCroughan/nixinate,A Nix flake library to provide app outputs for managing existing NixOS hosts over SSH.,deployment-tools,https://github.com/MatthewCroughan/nixinate,https://github.com/MatthewCroughan/nixinate,MIT,2022-01-03 09:39:11,2025-03-23 13:46:49,2025-03-23 13:46:47,59,,33.0,12,27.0,14.0,15.0,271,7.0,10,True,3,,,,,,,,,,,
242,gitignore.nix,hercules-ci/gitignore.nix,The most feature-complete and easy-to-use `.gitignore` integration.,development,https://github.com/hercules-ci/gitignore.nix,https://github.com/hercules-ci/gitignore.nix,Unlicense,2019-05-12 11:51:55,2025-08-14 18:44:59,2024-02-28 02:28:52,101,,20.0,10,35.0,24.0,11.0,268,12.0,10,False,3,,,,,,,,,,,
243,base16.nix,SenchoPens/base16.nix,"Flake way to theme programs in base16 colorschemes, mustache template support included.",theming,https://github.com/SenchoPens/base16.nix,https://github.com/SenchoPens/base16.nix,MIT,2021-05-06 15:19:06,2025-08-21 23:34:00,2025-08-21 23:34:00,69,2.0,10.0,2,9.0,2.0,14.0,246,8.0,10,True,3,2024-02-27 10:09:57,2.2.1,7.0,,,,,,,,
244,lf-doc,lf-/nix-doc,An interactive Nix documentation tool providing CLI for function search.,discovery,https://github.com/lf-/nix-doc,https://github.com/lf-/nix-doc,,2020-07-16 08:49:20,2024-05-15 22:15:48,2024-05-15 22:15:48,80,,6.0,6,4.0,8.0,17.0,220,3.0,10,False,3,2021-07-09 03:37:24,0.5.1,2.0,5.0,5.0,,,,,,
245,nixus,infinisil/nixus,Experimental deployment tool supporting multi-host abstractions.,deployment-tools,https://github.com/infinisil/nixus,https://github.com/infinisil/nixus,GPL-3.0,2019-12-22 04:35:22,2024-12-19 22:06:35,2024-12-19 22:06:35,157,,15.0,12,29.0,10.0,23.0,219,10.0,10,True,3,,,,,,,,,,,
246,nix-appimage,ralismark/nix-appimage,Convert a nixos derivation into a self-contained binary.,command-line-tools,https://github.com/ralismark/nix-appimage,https://github.com/ralismark/nix-appimage,MIT,2022-08-07 06:20:32,2025-06-13 04:57:30,2025-06-04 03:01:07,39,1.0,23.0,6,7.0,6.0,14.0,213,4.0,10,True,3,,,,,,,,,,,
247,nixcloud-webservices,nixcloud/nixcloud-webservices,"This nixpkgs extension, called nixcloud-webservices, focuses on ease of deployment of web-related technologies.",deployment-tools,https://github.com/nixcloud/nixcloud-webservices,https://github.com/nixcloud/nixcloud-webservices,,2017-11-17 23:06:20,2024-10-18 11:02:38,2024-10-18 11:02:38,467,,25.0,13,29.0,18.0,40.0,183,14.0,10,True,3,,,,,,,,,,,
248,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2025-04-01 21:49:26,2025-04-01 21:30:56,69,,4.0,2,18.0,3.0,9.0,176,4.0,10,True,3,2024-11-17 20:35:16,0.2.0,6.0,,,338.0,28.0,,,,
249,buildkit-nix,reproducible-containers/buildkit-nix,Nix derivations as Dockerfiles.,virtualisation,https://github.com/reproducible-containers/buildkit-nix,https://github.com/reproducible-containers/buildkit-nix,Apache-2.0,2021-12-03 12:53:28,2023-09-13 10:51:18,2023-09-13 10:51:18,33,,17.0,11,15.0,6.0,3.0,176,2.0,10,False,3,2023-09-13 09:41:32,0.1.1,4.0,,,,,,,,
250,nixiosk,matthewbauer/nixiosk,Declarative Kiosk systems built with NixOS.,nixos-modules,https://github.com/matthewbauer/nixiosk,https://github.com/matthewbauer/nixiosk,MIT,2020-02-22 21:05:04,2023-03-19 01:28:23,2023-03-19 01:28:04,289,,12.0,7,10.0,14.0,5.0,161,6.0,10,False,3,,,,,,,,,,,
251,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145,2.0,14.0,6,45.0,3.0,17.0,140,6.0,10,True,3,2024-09-07 03:26:11,0.2.2,8.0,,,,,['ruby'],,,
252,npmlock2nix,nix-community/npmlock2nix,"Generate Nix expressions from a `package-lock.json` (in-memory), primarily for web projects.",programming-languages,https://github.com/nix-community/npmlock2nix,https://github.com/nix-community/npmlock2nix,Apache-2.0,2020-07-22 14:21:40,2024-01-20 21:45:48,2023-01-11 14:30:13,286,,37.0,4,137.0,37.0,20.0,139,15.0,10,False,3,,,,,,,,,,,
253,dix,bloxx12/dix,A blazingly fast tool to diff Nix related things.,command-line-tools,https://github.com/faukah/dix,https://github.com/faukah/dix,GPL-3.0,2025-05-04 12:13:11,2025-08-22 17:55:20,2025-08-18 17:43:38,161,30.0,2.0,2,30.0,,7.0,138,6.0,10,True,3,2025-07-27 19:58:44,1.2.2,8.0,1.0,1.0,,,,,faukah/dix,
254,gradle2nix,tadfisher/gradle2nix,Generate Nix expressions which build Gradle-based projects.,programming-languages,https://github.com/tadfisher/gradle2nix,https://github.com/tadfisher/gradle2nix,MIT,2019-04-01 16:26:33,2025-08-22 22:43:27,2023-09-30 19:19:09,51,,56.0,6,35.0,37.0,18.0,133,5.0,10,False,3,,,,,,,,,,,
255,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix!.,editors-and-ides,https://github.com/NixNeovim/NixNeovim,https://github.com/NixNeovim/NixNeovim,MIT,2022-08-13 11:03:23,2024-08-23 13:37:39,2024-08-23 13:37:31,754,,15.0,3,78.0,6.0,42.0,132,18.0,10,True,3,,,,1.0,1.0,,,,,,
256,namaka,nix-community/namaka,Snapshot testing for Nix based on haumea.,development,https://github.com/nix-community/namaka,https://github.com/nix-community/namaka,MPL-2.0,2023-04-09 02:24:14,2025-02-12 16:53:55,2024-11-17 00:47:29,359,,4.0,4,202.0,3.0,1.0,125,3.0,10,True,3,2024-11-17 00:47:49,0.2.1,4.0,1.0,1.0,,,,,,
257,purs-nix,purs-nix/purs-nix,CLI and library combo designed for managing PureScript projects using Nix.,programming-languages,https://github.com/purs-nix/purs-nix,https://github.com/purs-nix/purs-nix,MIT,2021-02-25 04:10:19,2025-05-09 21:12:06,2025-05-08 17:27:14,589,,27.0,2,21.0,7.0,30.0,75,7.0,10,True,3,,,,,,,,,,,
258,hyprland-protocols,hyprwm/hyprland-protocols,Wayland protocol extensions for Hyprland.,nixos-modules,https://github.com/hyprwm/hyprland-protocols,https://github.com/hyprwm/hyprland-protocols,BSD-3-Clause,2022-11-25 19:55:10,2025-06-04 14:18:34,2025-06-04 14:18:34,42,1.0,10.0,3,19.0,,1.0,74,7.0,10,True,3,2025-04-03 21:14:56,0.6.4,9.0,,,,,,,,
259,optnix,water-sucks/optnix,"A fast, terminal-based options searcher for Nix module systems.",discovery,https://github.com/water-sucks/optnix,https://github.com/water-sucks/optnix,GPL-3.0,2025-01-15 22:29:57,2025-08-18 12:45:05,2025-08-18 12:44:53,102,91.0,,2,22.0,2.0,5.0,63,2.0,10,True,3,2025-08-11 08:55:35,0.3.0,5.0,1.0,1.0,,,,,,
260,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170,,4.0,7,,6.0,,58,2.0,10,False,3,,,,29.0,29.0,,,,,,
261,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-04-04 20:47:07,2025-02-06 16:37:21,223,,1.0,12,48.0,5.0,18.0,49,9.0,10,True,3,2024-06-13 12:15:00,1.0.0,4.0,,,75.0,4.0,,,,
