,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,trending,updated_github_id,dependent_project_count,github_dependent_project_count,labels,new_addition,gitlab_id,gitlab_url
68,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2026-01-25 07:09:28,2026-01-25 06:44:06,2535.0,100.0,62.0,9.0,116.0,32.0,71.0,974,17,True,2,,,,,,31.0,,,,,['rust'],,,
69,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,108.0,9.0,149.0,208.0,227.0,895,17,False,2,2022-06-01 12:00:53,3.5.0,,,19.0,47.0,,,3.0,3.0,['python'],,,
70,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2026-01-23 13:56:17,2026-01-22 01:46:52,1319.0,69.0,53.0,19.0,705.0,15.0,27.0,883,17,True,2,,,,,,42.0,,,,,,,,
71,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2026-01-25 04:07:13,2026-01-25 04:07:12,211.0,26.0,39.0,17.0,76.0,11.0,44.0,819,17,True,2,2024-08-14 06:20:05,2.0.0,,,5.0,23.0,,,,,,,,
72,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2026-01-25 00:16:13,2024-12-03 01:17:10,594.0,,146.0,30.0,368.0,38.0,170.0,730,17,False,2,2023-01-31 21:35:49,0.1.0,,,1.0,39.0,,,,,,,,
73,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2026-01-25 00:32:50,2025-12-08 04:30:39,628.0,17.0,58.0,11.0,493.0,38.0,91.0,695,17,True,2,2024-12-10 12:11:02,0.4.0,,,4.0,34.0,,,,,,,,
74,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2026-01-25 23:45:45,2026-01-23 23:48:50,763.0,57.0,9.0,2.0,392.0,12.0,9.0,673,17,True,2,2023-07-21 21:21:31,0.3.13,922.0,24.0,18.0,4.0,,,16.0,16.0,,,,
75,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,62.0,79.0,4.0,1135.0,,128.0,650,17,True,2,,,,,,52.0,,,,,,,,
76,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-01-25 09:50:09,2026-01-25 09:50:06,581.0,47.0,146.0,10.0,664.0,130.0,308.0,517,17,True,1,,,,,,107.0,,,,,,,,
77,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2026-01-08 22:12:53,2026-01-08 22:12:52,339.0,25.0,35.0,11.0,123.0,25.0,47.0,460,17,True,2,2025-12-21 17:49:31,0.4.0,,,7.0,28.0,,,,,,,,
78,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2026-01-06 04:08:18,2026-01-06 04:08:18,440.0,21.0,41.0,13.0,53.0,17.0,30.0,445,17,True,1,2024-05-06 23:34:26,0.3.0,,,3.0,26.0,,,,,,,,
79,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2026-01-19 11:49:21,2025-12-29 14:51:15,327.0,6.0,69.0,1.0,172.0,35.0,43.0,295,17,True,2,2025-08-27 11:32:40,1.7.0,,,9.0,28.0,,,6.0,6.0,,,,
80,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/NixOS/nix-eval-jobs,https://github.com/NixOS/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2026-01-14 11:59:31,2026-01-14 11:58:39,883.0,13.0,40.0,8.0,357.0,15.0,30.0,216,17,True,2,2025-12-29 16:23:40,2.33.0,,,38.0,27.0,,NixOS/nix-eval-jobs,,,,,,
81,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-12-16 17:52:18,2025-12-16 17:52:18,532.0,14.0,13.0,10.0,149.0,29.0,9.0,61,17,True,2,2024-08-29 22:48:06,0.1.4,1163687.0,52894.0,5.0,14.0,,,,,,,,
82,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-01-22 22:59:11,2026-01-22 22:59:03,415.0,14.0,241.0,41.0,22.0,8.0,20.0,2846,16,True,2,,,,,,8.0,,,,,,,,
83,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-12-08 13:01:07,2025-11-27 09:01:27,485.0,2.0,152.0,26.0,275.0,87.0,90.0,2391,16,True,2,,,,,,69.0,,,,,,,,
84,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-11-08 16:12:15,2025-11-08 16:12:14,358.0,3.0,147.0,15.0,177.0,85.0,94.0,2170,16,True,1,2023-12-20 16:42:54,0.15.0,,,12.0,56.0,,,,,,,,
85,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2026-01-14 15:50:46,2026-01-14 15:50:42,359.0,12.0,172.0,10.0,68.0,6.0,20.0,2133,16,True,2,,,,,,34.0,,,,,,,,
86,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-01-25 01:48:44,2025-11-01 22:07:36,630.0,2.0,92.0,11.0,111.0,118.0,96.0,1958,16,True,2,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,,,
87,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-12-19 01:47:33,2025-12-06 14:25:49,460.0,1.0,123.0,31.0,133.0,105.0,206.0,1932,16,True,2,,,,,,23.0,,,,,['android'],,,
88,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2026-01-21 08:02:43,2026-01-21 08:02:43,189.0,24.0,273.0,15.0,165.0,52.0,36.0,1736,16,True,2,,,,,,107.0,2.0,,,,,,,
89,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2026-01-20 20:42:15,2026-01-20 20:42:15,202.0,12.0,116.0,17.0,117.0,75.0,110.0,1659,16,True,2,,,,,,37.0,,,,,,,,
90,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,6.0,142.0,11.0,831.0,173.0,128.0,1223,16,True,2,,,,,,80.0,,,,,,,,
91,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2026-01-26 00:12:07,2026-01-11 11:37:12,178.0,1.0,53.0,16.0,83.0,58.0,23.0,1217,16,True,2,2024-04-15 08:53:22,012,30794.0,521.0,12.0,13.0,,,,,,,,
92,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-08-25 09:19:14,2025-08-25 09:19:14,321.0,,68.0,7.0,173.0,70.0,52.0,1175,16,True,2,2025-07-17 14:30:55,0.1.9,,,6.0,34.0,,,28.0,28.0,,,,
93,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2026-01-11 12:41:03,2026-01-11 12:41:02,435.0,31.0,65.0,19.0,187.0,61.0,60.0,1155,16,True,2,,,,,,24.0,,,,,,,,
94,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-01-05 02:46:15,2026-01-05 02:46:15,453.0,11.0,55.0,13.0,132.0,92.0,54.0,842,16,True,2,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,,,
95,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,8.0,86.0,24.0,50.0,839,16,True,2,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,,,
96,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,97.0,7.0,90.0,118.0,124.0,578,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,,,13.0,13.0,,,,
97,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,565,16,False,2,,,,,,30.0,,,149.0,149.0,,,,
98,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2026-01-24 01:16:41,2026-01-24 01:16:09,1108.0,15.0,87.0,16.0,222.0,107.0,181.0,558,16,True,2,,,,,,58.0,,,,,,,,
99,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2026-01-25 03:59:15,2026-01-25 03:58:22,530.0,191.0,13.0,12.0,279.0,44.0,53.0,542,16,True,2,2025-12-30 04:15:59,0.4.3,,,6.0,13.0,1.0,,,,,,,
100,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,43.0,8.0,1003.0,27.0,408.0,497,16,True,1,2024-08-12 19:34:11,24.09,173.0,3.0,25.0,27.0,,,,,,,,
101,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-01-25 11:22:53,2026-01-25 11:22:52,971.0,107.0,14.0,10.0,494.0,85.0,51.0,410,16,True,2,2026-01-12 10:44:15,0.7.2,,,24.0,13.0,,,,,,,,
102,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-01-25 20:25:46,2026-01-25 20:25:30,2038.0,68.0,46.0,5.0,63.0,29.0,34.0,403,16,True,2,,,,,,18.0,,,,,['android'],,,
103,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2026-01-25 11:39:52,2026-01-25 11:38:45,2670.0,22.0,157.0,13.0,359.0,76.0,250.0,395,16,True,2,,,,,,134.0,,,,,,,,
104,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-01-22 23:30:33,2026-01-22 23:30:33,580.0,63.0,9.0,6.0,114.0,5.0,38.0,339,16,True,2,2025-11-09 12:19:57,0.15.0,,,16.0,9.0,,,,,,,,
105,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-01-05 15:57:50,2026-01-05 15:55:55,692.0,24.0,8.0,6.0,201.0,2.0,11.0,310,16,True,2,2026-01-08 12:47:32,0.2.11,2079.0,67.0,33.0,12.0,,,1.0,1.0,,,,
106,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-01-21 23:29:16,2026-01-21 23:29:16,229.0,30.0,14.0,6.0,42.0,4.0,33.0,275,16,True,1,2025-12-11 13:41:42,0.18.1,,,20.0,12.0,,,2.0,2.0,,,,
107,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2026-01-25 15:38:38,2026-01-25 15:38:36,475.0,12.0,26.0,9.0,286.0,38.0,92.0,220,16,True,2,2024-06-24 17:17:26,0.5.0,,,5.0,17.0,,,,,['haskell'],,,
108,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2026-01-25 06:21:03,2026-01-25 06:21:03,2386.0,94.0,23.0,3.0,74.0,5.0,84.0,215,16,True,2,,,,,,15.0,,90-008/nix-cargo-integration,,,['rust'],,,
109,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2026-01-14 16:59:47,2026-01-14 16:59:46,163.0,12.0,5.0,2.0,88.0,,7.0,77,16,True,3,2025-07-15 02:38:22,12,,,12.0,4.0,,,1581.0,1581.0,,,,
110,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-11-07 07:51:23,2025-11-07 07:42:50,257.0,1.0,76.0,26.0,100.0,32.0,51.0,1963,15,True,2,,,,,,11.0,,,5.0,5.0,,,,
111,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-12-10 00:33:51,2025-12-10 00:33:51,550.0,1.0,58.0,8.0,68.0,28.0,92.0,1777,15,True,2,2025-06-13 06:48:41,2025-06-13,,,17.0,31.0,,,,,,,,
112,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2026-01-20 19:47:13,2026-01-20 19:47:12,1592.0,28.0,82.0,13.0,372.0,37.0,74.0,1171,15,True,2,,,,,,55.0,,,,,,,,
113,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-01-22 15:25:31,2026-01-13 20:39:17,1369.0,32.0,53.0,10.0,343.0,119.0,249.0,996,15,True,2,,,,,,21.0,,,,,,,,
114,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2026-01-21 18:07:42,2026-01-21 18:07:42,289.0,75.0,41.0,11.0,100.0,9.0,16.0,844,15,True,2,,,,,,26.0,,,,,,,,
115,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-01-14 18:59:50,2026-01-14 18:59:13,343.0,10.0,31.0,25.0,15.0,15.0,21.0,834,15,True,2,,,,,,7.0,,,,,,,,
116,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2026-01-23 02:21:08,2025-10-16 06:31:33,283.0,,29.0,7.0,72.0,39.0,43.0,809,15,True,2,2023-09-09 11:41:50,0.5.8,,,6.0,20.0,,,,,,,,
117,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,9.0,1179.0,17.0,8.0,798,15,False,2,2019-11-14 10:07:35,0.2.0,72.0,0.0,3.0,8.0,,,51.0,51.0,,,,
118,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2026-01-03 08:48:06,2026-01-03 08:48:05,222.0,13.0,69.0,14.0,88.0,48.0,54.0,778,15,True,2,,,,,,30.0,,,,,,,,
119,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-01-12 00:18:15,2026-01-12 00:14:55,260.0,8.0,13.0,4.0,48.0,9.0,40.0,759,15,True,2,2025-11-03 13:53:54,0.3.3,,,20.0,5.0,,,,,,,,
120,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2026-01-22 21:08:05,2026-01-15 12:48:50,2092.0,64.0,83.0,13.0,214.0,62.0,72.0,747,15,True,2,,,,,,31.0,,,,,['android'],,,
121,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,38.0,12.0,75.0,17.0,21.0,713,15,False,2,,,,,,24.0,,,36.0,36.0,,,,
122,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,45.0,5.0,95.0,4.0,57.0,548,15,True,2,2024-07-02 21:31:57,1.5.1,,,9.0,23.0,,,,,,,,
123,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-01-25 15:07:15,2026-01-25 15:07:15,534.0,41.0,145.0,10.0,349.0,41.0,75.0,530,15,True,2,,,,,,130.0,,,,,,,,
124,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2026-01-25 08:06:44,2026-01-23 20:54:24,1297.0,74.0,42.0,5.0,396.0,,11.0,510,15,True,3,,,,,,9.0,,,,,,,,
125,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,84.0,12.0,218.0,71.0,119.0,449,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,,['rust'],,,
126,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-01-25 01:47:20,2026-01-25 01:47:19,437.0,164.0,22.0,8.0,44.0,30.0,37.0,432,15,True,2,,,,,11.0,12.0,,,,,,,,
127,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-01-07 21:46:20,2026-01-07 21:46:02,376.0,13.0,19.0,5.0,44.0,5.0,20.0,411,15,True,2,2026-01-07 21:46:46,2.1.0,,,7.0,6.0,,,1.0,1.0,,,,
128,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-11-06 23:37:06,2025-11-06 23:37:06,458.0,4.0,51.0,11.0,92.0,17.0,28.0,408,15,True,2,2024-10-15 02:32:47,2.8.0,,,15.0,31.0,,,,,,,,
129,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-01-26 00:05:08,2026-01-26 00:05:07,2209.0,91.0,67.0,5.0,1057.0,1.0,90.0,400,15,True,2,,,,,,26.0,,,,,,,,
130,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-12-17 19:51:29,2025-12-17 19:38:23,3826.0,21.0,13.0,3.0,2.0,1.0,4.0,379,15,True,3,2018-12-13 04:54:01,0.2.0,,,2.0,,,,,,,,,
131,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,,2023-01-22 21:22:29,2026-01-23 19:08:34,2026-01-23 17:56:04,1449.0,320.0,29.0,2.0,757.0,10.0,18.0,377,15,True,2,2025-04-24 09:17:39,harmonia-v2.1.0,,,22.0,29.0,,,1.0,1.0,,,,
132,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2026-01-05 20:13:29,2026-01-05 20:03:12,848.0,7.0,25.0,12.0,301.0,35.0,137.0,252,15,True,2,2026-01-05 20:09:06,1.3.2,,,8.0,16.0,,,,,,,,
133,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-01-15 22:33:39,2026-01-15 22:08:45,91.0,12.0,21.0,11.0,83.0,6.0,15.0,229,15,True,2,2026-01-12 23:00:14,1.4.7,265.0,7.0,16.0,13.0,,,1.0,1.0,,,,
134,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-01-23 08:32:09,2026-01-23 08:32:08,1519.0,120.0,25.0,5.0,39.0,7.0,19.0,226,15,True,3,,,,,,13.0,,,,,,,,
135,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2026-01-25 20:44:50,2025-12-03 17:15:50,188.0,3.0,47.0,2.0,115.0,20.0,29.0,222,15,True,2,,,,,,21.0,,,17.0,17.0,,,,
136,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,https://github.com/wimpysworld/nothing-but-nix,https://github.com/wimpysworld/nothing-but-nix,MIT,2025-05-13 15:16:25,2026-01-23 08:35:34,2026-01-23 08:34:48,87.0,13.0,6.0,1.0,32.0,,15.0,199,15,True,3,2026-01-23 08:35:34,9,,,8.0,7.0,,,185.0,185.0,,True,,
137,process-compose-flake,Platonic-Systems/process-compose-flake,A flake-parts module to spin up processes for development by leveraging process-compose.,devops,https://github.com/Platonic-Systems/process-compose-flake,https://github.com/Platonic-Systems/process-compose-flake,MIT,2022-12-08 17:19:30,2026-01-08 09:18:05,2026-01-08 09:18:05,173.0,11.0,28.0,8.0,65.0,13.0,26.0,176,15,True,2,2023-06-12 20:46:17,0.1.0,,,1.0,18.0,,,,,,,,
