,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
68,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2025-08-25 09:19:14,2025-08-25 09:19:14,321.0,1.0,61.0,7.0,166.0,65.0,52.0,1117,34.0,17,True,2,,2025-07-17 14:30:55,0.1.9,,,6.0,28.0,28.0,,,,
69,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-10-26 07:17:08,2025-10-26 06:42:07,2433.0,94.0,61.0,8.0,106.0,31.0,65.0,917,29.0,17,True,2,,,,,,,,,['rust'],,,
70,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,109.0,9.0,149.0,208.0,227.0,895,47.0,17,False,2,,2022-06-01 12:00:53,3.5.0,,,19.0,3.0,3.0,['python'],,,
71,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-10-23 06:39:50,2025-10-23 06:39:20,1246.0,47.0,48.0,18.0,668.0,14.0,26.0,809,39.0,17,True,2,,,,,,,,,,,,
72,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-10-26 03:23:33,2025-10-26 03:23:32,185.0,40.0,38.0,18.0,59.0,11.0,44.0,777,23.0,17,True,1,,2024-08-14 06:20:05,2.0.0,,,5.0,,,,,,
73,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-10-24 01:52:34,2025-10-16 06:31:33,283.0,121.0,28.0,6.0,68.0,39.0,40.0,748,20.0,17,True,2,,2023-09-09 11:41:50,0.5.8,,,6.0,,,,,,
74,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2025-10-19 12:50:06,2025-10-19 12:50:06,302.0,29.0,35.0,7.0,62.0,25.0,25.0,728,16.0,17,True,1,,2025-10-11 08:25:48,0.9.0,,,10.0,,,,,,
75,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-10-26 00:13:51,2024-12-03 01:17:10,594.0,,144.0,31.0,365.0,38.0,170.0,724,39.0,17,True,2,,2023-01-31 21:35:49,0.1.0,,,1.0,,,,,,
76,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2025-10-23 22:58:25,2025-10-23 22:52:09,18473.0,264.0,14.0,9.0,17.0,,,453,689.0,17,True,2,,,,,,,,,,,,
77,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-10-12 09:34:57,2025-10-12 09:34:57,314.0,17.0,32.0,11.0,110.0,22.0,42.0,414,24.0,17,True,2,,2025-05-07 19:11:03,0.3.1,,,6.0,,,,,,
78,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-10-26 18:53:11,2025-10-26 18:53:07,2644.0,46.0,157.0,13.0,352.0,76.0,248.0,388,133.0,17,True,2,1.0,,,,,,,,,,,
79,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-10-13 10:59:52,2025-10-09 06:25:18,321.0,21.0,65.0,1.0,152.0,34.0,43.0,287,27.0,17,True,2,,2025-08-27 11:32:40,1.7.0,,,9.0,,,,,,
80,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-10-23 01:00:33,2025-07-07 15:55:40,483.0,,148.0,26.0,271.0,86.0,89.0,2304,68.0,16,True,2,,,,,,,,,,,,
81,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2025-10-09 15:43:26,2025-10-09 15:43:22,345.0,29.0,159.0,10.0,64.0,6.0,20.0,1958,31.0,16,True,2,,,,,,,,,,,,
82,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-09-12 15:01:16,2025-09-12 14:51:50,256.0,7.0,74.0,26.0,100.0,31.0,50.0,1938,11.0,16,True,2,,,,,,,5.0,5.0,,,,
83,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-10-18 07:48:09,2025-10-18 07:48:09,459.0,1.0,116.0,31.0,130.0,101.0,205.0,1812,23.0,16,True,2,,,,,,,,,['android'],,,
84,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-08-18 14:28:22,2025-03-08 22:32:38,345.0,,92.0,25.0,197.0,69.0,71.0,1430,40.0,16,True,2,,,,,,,,,,,,
85,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2025-09-25 15:16:58,2025-09-01 16:34:39,847.0,5.0,73.0,18.0,334.0,46.0,103.0,1364,37.0,16,True,2,,2025-01-23 13:56:40,0.4.2,,,6.0,,,,,,
86,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-10-23 08:15:14,2025-10-23 08:15:12,677.0,32.0,37.0,17.0,212.0,35.0,27.0,1198,24.0,16,True,2,,,,,,,,,,,,
87,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-09-10 08:06:51,2025-05-04 06:51:38,1074.0,,37.0,5.0,587.0,34.0,29.0,1186,12.0,16,True,2,,2024-08-16 05:45:38,0.3.1,,,10.0,1.0,1.0,,,,
88,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-10-25 17:55:25,2025-10-24 04:04:31,1563.0,70.0,80.0,12.0,359.0,37.0,74.0,1120,55.0,16,True,2,,,,,,,,,,,,
89,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-07-23 06:09:02,2025-07-23 06:09:02,403.0,,68.0,26.0,148.0,53.0,60.0,983,33.0,16,True,2,1.0,2024-10-23 08:41:20,1.8.0,,,10.0,,,,,,
90,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-10-22 16:23:11,2025-10-22 16:23:11,1337.0,67.0,52.0,10.0,337.0,121.0,241.0,960,21.0,16,True,2,,,,,,,,,,,,
91,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,8.0,86.0,23.0,50.0,827,59.0,16,True,2,,2024-08-16 16:11:14,1.7.1,,,7.0,,,,,,
92,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-10-24 22:29:19,2025-10-24 22:29:17,252.0,12.0,13.0,4.0,45.0,8.0,38.0,692,4.0,16,True,2,,2025-09-11 00:19:23,0.3.2,,,19.0,,,,,,
93,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,99.0,7.0,90.0,118.0,124.0,567,49.0,16,False,2,,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,13.0,13.0,,,,
94,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,565,30.0,16,False,2,,,,,,,146.0,146.0,,,,
95,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,2.0,44.0,8.0,1003.0,27.0,408.0,497,27.0,16,True,1,,2024-08-12 19:34:11,24.09,168.0,3.0,25.0,,,,,,
96,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-10-26 08:50:34,2025-10-26 08:50:32,534.0,37.0,142.0,11.0,620.0,126.0,287.0,487,100.0,16,True,1,,,,,,,,,,,,
97,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-10-26 02:03:47,2025-10-26 02:03:46,1009.0,62.0,52.0,3.0,68.0,25.0,55.0,445,22.0,16,True,2,,,,,,,,,,,,
98,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,83.0,12.0,218.0,70.0,119.0,441,42.0,16,True,2,,2025-06-19 20:23:17,0.12.0,,,15.0,,,['rust'],,,
99,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-10-25 20:20:20,2025-10-25 20:19:54,1969.0,84.0,45.0,4.0,63.0,29.0,34.0,388,18.0,16,True,2,,,,,,,,,['android'],,,
100,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-10-26 01:45:35,2025-10-25 08:18:12,863.0,102.0,12.0,9.0,442.0,82.0,41.0,370,12.0,16,True,2,,2025-10-22 21:26:20,0.5.1,,,19.0,,,,,,
101,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-10-23 06:50:48,2025-10-23 06:50:48,517.0,69.0,8.0,6.0,80.0,5.0,30.0,325,7.0,16,True,2,,2025-10-22 03:50:21,0.14.0,,,15.0,,,,,,
102,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,MIT,2023-01-22 21:22:29,2025-10-23 02:07:32,2025-10-23 02:06:40,1123.0,91.0,24.0,1.0,597.0,10.0,15.0,322,25.0,16,True,2,,2025-04-24 09:17:39,harmonia-v2.1.0,,,22.0,,,,,,
103,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-10-16 21:26:04,2025-10-16 21:26:02,668.0,17.0,8.0,6.0,191.0,3.0,5.0,288,12.0,16,True,2,,2025-07-03 14:06:00,0.2.8,1765.0,63.0,30.0,1.0,1.0,,,,
104,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-10-20 15:06:07,2025-10-20 14:59:36,199.0,35.0,11.0,6.0,26.0,3.0,28.0,245,8.0,16,True,1,,2025-09-05 13:42:00,0.17.0,,,18.0,2.0,2.0,,,,
105,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-10-26 19:59:43,2025-10-26 19:59:41,463.0,23.0,25.0,8.0,274.0,38.0,91.0,213,17.0,16,True,2,,2024-06-24 17:17:26,0.5.0,,,5.0,,,['haskell'],,,
106,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-09-29 06:20:26,2025-09-29 06:20:25,2292.0,62.0,23.0,3.0,74.0,2.0,83.0,206,15.0,16,True,2,,,,,,,,,['rust'],90-008/nix-cargo-integration,,
107,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-09-12 12:54:19,2025-09-12 12:54:19,151.0,6.0,5.0,2.0,79.0,1.0,6.0,74,4.0,16,True,3,,2025-07-15 02:38:22,12,,,12.0,1487.0,1487.0,,,,
108,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-09-20 12:58:53,2025-01-25 18:51:23,179.0,,111.0,18.0,110.0,78.0,88.0,1575,35.0,15,True,2,,,,,,,,,,,,
109,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-10-24 05:02:10,2025-10-24 04:03:29,571.0,28.0,38.0,9.0,39.0,84.0,81.0,1271,20.0,15,True,2,,2022-10-15 10:21:00,2.0.0.0,,,18.0,,,,,,
110,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-10-25 18:37:06,2025-08-12 06:02:19,2438.0,1.0,142.0,11.0,817.0,173.0,127.0,1186,80.0,15,True,2,-1.0,,,,,,,,,,,
111,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-10-20 08:28:12,2025-10-20 08:28:11,403.0,18.0,59.0,19.0,174.0,54.0,56.0,1050,22.0,15,True,2,,,,,,,,,,,,
112,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-10-05 02:45:23,2025-10-05 02:45:23,442.0,7.0,54.0,13.0,128.0,92.0,53.0,804,30.0,15,True,2,,2024-12-11 12:03:22,0.2.2.0,,,3.0,,,,,,
113,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,9.0,1179.0,17.0,8.0,794,8.0,15,False,2,,2019-11-14 10:07:35,0.2.0,72.0,1.0,3.0,51.0,51.0,,,,
114,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,5.0,55.0,26.0,45.0,45.0,33.0,779,21.0,15,True,2,,2018-04-10 19:46:47,0.3.0,113.0,1.0,1.0,,,,,,
115,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-10-26 13:16:34,2025-10-26 13:15:07,2028.0,138.0,78.0,14.0,189.0,59.0,71.0,721,29.0,15,True,2,,,,,,,,,['android'],,,
116,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-26 02:14:29,2025-08-26 02:02:16,87.0,3.0,25.0,15.0,95.0,18.0,54.0,719,10.0,15,True,2,,2025-08-26 02:14:30,0.3.0,,,7.0,,,,,,
117,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,38.0,12.0,75.0,17.0,21.0,719,24.0,15,False,2,,,,,,,36.0,36.0,,,,
118,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2025-10-22 02:44:57,2025-10-22 02:44:42,382.0,49.0,29.0,7.0,204.0,3.0,53.0,559,14.0,15,True,2,,,,,,,,,['python'],,,
119,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,43.0,5.0,94.0,4.0,56.0,531,23.0,15,True,2,,2024-07-02 21:31:57,1.5.1,,,9.0,,,,,,
120,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-10-20 08:04:55,2025-10-20 08:00:03,1093.0,21.0,86.0,15.0,210.0,105.0,180.0,530,54.0,15,True,2,,,,,,,,,,,,
121,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2025-10-26 13:08:21,2025-10-26 13:05:32,1223.0,57.0,44.0,5.0,378.0,,11.0,503,9.0,15,True,2,,,,,,,,,,,,
122,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-10-24 13:13:08,2025-10-24 13:13:07,493.0,35.0,135.0,9.0,315.0,40.0,69.0,479,120.0,15,True,2,,,,,,,,,,,,
123,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2025-07-05 15:39:16,2025-07-05 15:38:58,419.0,,37.0,12.0,44.0,15.0,22.0,417,22.0,15,True,2,,2024-05-06 23:34:26,0.3.0,,,3.0,,,,,,
124,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-10-27 00:05:25,2025-10-27 00:05:24,2117.0,95.0,67.0,5.0,966.0,1.0,86.0,387,26.0,15,True,2,,,,,,,,,,,,
