,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
257,nix-security-tracker,Nix-Security-WG/nix-security-tracker,Web service for managing information on vulnerabilities in software distributed through Nixpkgs.,security,https://github.com/Nix-Security-WG/nix-security-tracker,https://github.com/Nix-Security-WG/nix-security-tracker,,2023-08-31 16:49:45,2025-10-24 14:05:34,2025-10-24 14:05:34,545.0,29.0,11.0,8.0,378.0,106.0,111.0,63,15.0,10,True,3,,,,,,,,,,,,
258,nix-forecast,getchoo/nix-forecast,Check the forecast for todays Nix builds.,command-line-tools,https://github.com/getchoo/nix-forecast,https://github.com/getchoo/nix-forecast,MPL-2.0,2024-09-13 21:05:29,2025-10-25 01:22:37,2025-05-11 22:37:12,62.0,,1.0,2.0,81.0,3.0,3.0,60,4.0,10,True,3,,2025-05-11 22:40:20,0.4.0,,,4.0,,,,,,
259,nijs,svanderburg/nijs,NiJS: An internal DSL for Nix in JavaScript.,programming-languages,https://github.com/svanderburg/nijs,https://github.com/svanderburg/nijs,MIT,2013-01-25 20:44:29,2022-05-01 15:31:03,2022-05-01 15:30:50,170.0,,4.0,6.0,,6.0,,58,2.0,10,False,3,,,,,,,29.0,29.0,,,,
260,patsh,nix-community/patsh,A command-line tool for patching shell scripts inspired by resholve.,command-line-tools,https://github.com/nix-community/patsh,https://github.com/nix-community/patsh,MPL-2.0,2022-11-26 03:13:01,2024-05-16 11:25:23,2024-02-19 21:21:25,262.0,,1.0,2.0,135.0,2.0,,51,2.0,10,False,3,,2023-08-18 14:59:05,0.2.1,,,6.0,19.0,19.0,,,,
261,genealogos,tweag/genealogos,A Nix sbom generator.,security,https://github.com/tweag/genealogos,https://github.com/tweag/genealogos,MIT,2023-03-10 13:44:54,2025-04-04 20:47:07,2025-02-06 16:37:21,223.0,,1.0,10.0,48.0,4.0,19.0,50,9.0,10,True,3,,2024-06-13 12:15:00,1.0.0,75.0,3.0,4.0,,,,,,
262,Snowfall Lib,snowfallorg/lib,A library that makes it easy to manage your Nix flake by imposing an opinionated file structure.,development,https://github.com/snowfallorg/lib,https://github.com/snowfallorg/lib,,2022-09-08 00:07:34,2025-01-06 02:28:15,2025-01-06 02:28:15,93.0,,58.0,12.0,34.0,39.0,108.0,576,12.0,9,True,3,,,,,,,,,,,,
263,nix-du,symphorien/nix-du,Visualise which gc-roots to delete to free some space in your Nix store.,command-line-tools,https://github.com/symphorien/nix-du,https://github.com/symphorien/nix-du,LGPL-3.0,2018-01-15 21:42:01,2025-05-12 18:23:16,2025-05-12 12:00:00,300.0,,6.0,4.0,11.0,3.0,15.0,448,3.0,9,True,3,,,,,,,,,,,,
264,nix-diff,Gabriella439/nix-diff,A tool to explain why two Nix derivations differ.,command-line-tools,https://github.com/Gabriella439/nix-diff,https://github.com/Gabriella439/nix-diff,BSD-3-Clause,2017-09-30 19:02:53,2025-09-06 14:19:15,2025-09-06 14:19:15,121.0,1.0,20.0,9.0,73.0,12.0,20.0,443,17.0,9,True,3,,,,,,,,,,,,
265,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2025-09-21 16:37:43,2025-09-21 16:37:43,343.0,4.0,19.0,14.0,47.0,19.0,6.0,401,10.0,9,True,3,,,,,,,,,,,,
266,bento,rapenne-s/bento,A KISS deployment tool to keep your NixOS fleet (servers & workstations) up to date.,deployment-tools,https://github.com/rapenne-s/bento,https://github.com/rapenne-s/bento,MIT,2022-09-08 20:16:38,2024-12-29 17:24:56,2024-12-29 17:24:56,157.0,,10.0,7.0,9.0,3.0,2.0,305,6.0,9,True,3,,,,,,,,,,,,
267,nix-systems,nix-systems/nix-systems,Externally extensible flake systems.,development,https://github.com/nix-systems/nix-systems,https://github.com/nix-systems/nix-systems,MIT,2023-04-07 09:55:25,2025-08-11 08:11:13,2025-08-11 08:11:13,26.0,1.0,5.0,12.0,5.0,4.0,6.0,254,5.0,9,True,3,,,,,,,,,,,,
268,nix-filter,numtide/nix-filter,A small self-contained source filtering lib.,development,https://github.com/numtide/nix-filter,https://github.com/numtide/nix-filter,MIT,2021-04-23 12:16:46,2025-09-14 20:36:21,2025-09-14 20:36:21,59.0,1.0,15.0,11.0,35.0,7.0,8.0,227,12.0,9,True,3,,,,,,,,,,,,
269,nix-netboot-serve,DeterminateSystems/nix-netboot-serve,Make any NixOS system netbootable with 10s cycle times.,installation-media,https://github.com/DeterminateSystems/nix-netboot-serve,https://github.com/DeterminateSystems/nix-netboot-serve,MIT,2021-09-01 17:05:39,2025-04-09 16:01:57,2025-04-09 16:01:55,95.0,,13.0,4.0,24.0,5.0,2.0,226,5.0,9,True,3,,2021-09-03 19:17:30,0.1.0,,,1.0,,,,,,
270,typhon,typhon-ci/typhon,Nix-based continuous integration.,devops,https://github.com/typhon-ci/typhon,https://github.com/typhon-ci/typhon,AGPL-3.0,2022-10-01 10:47:12,2024-11-04 00:35:31,2024-10-31 11:21:33,592.0,,6.0,8.0,50.0,16.0,13.0,220,3.0,9,True,3,,,,,,,,,,,,
271,dwarffs,edolstra/dwarffs,A FUSE filesystem that allows tools like gdb to look up debug info files via HTTP.,command-line-tools,https://github.com/edolstra/dwarffs,https://github.com/edolstra/dwarffs,GPL-3.0,2017-07-06 16:43:44,2025-09-19 09:58:16,2025-09-19 09:58:16,87.0,2.0,25.0,10.0,17.0,5.0,10.0,210,9.0,9,True,3,,,,,,,,,,,,
272,nix-visualize,craigmbooth/nix-visualize,Uses the Nix package manager to visualize the dependencies of a given package.,command-line-tools,https://github.com/craigmbooth/nix-visualize,https://github.com/craigmbooth/nix-visualize,Apache-2.0,2016-12-31 21:28:31,2024-01-17 18:22:40,2024-01-17 18:22:40,52.0,,11.0,5.0,6.0,2.0,3.0,200,7.0,9,False,3,,,,,,,,,,,,
273,nocargo,oxalica/nocargo,Build Rust crates with Nix Build System.,programming-languages,https://github.com/oxalica/nocargo,https://github.com/oxalica/nocargo,MIT,2021-06-09 16:38:38,2025-04-30 06:47:40,2025-04-30 06:47:40,128.0,,7.0,5.0,9.0,6.0,9.0,173,4.0,9,True,3,,,,,,,2.0,2.0,['rust'],,,
274,styx (dnr),dnr/styx,Alternate nix substitution.,command-line-tools,https://github.com/dnr/styx,https://github.com/dnr/styx,GPL-2.0,2024-02-13 07:52:33,2025-10-12 17:49:27,2025-10-02 14:22:44,347.0,19.0,2.0,7.0,,1.0,1.0,166,,9,True,3,,,,,,,,,,,,
275,lollypops,pinpox/lollypops,Lollypop Operations - NixOS Deployment Tool.,deployment-tools,https://github.com/pinpox/lollypops,https://github.com/pinpox/lollypops,GPL-3.0,2022-06-22 21:34:16,2025-09-11 12:08:42,2025-09-11 12:08:38,142.0,9.0,17.0,2.0,37.0,5.0,20.0,143,11.0,9,True,3,,2024-04-10 18:07:50,2.0.0,,,2.0,,,,,,
276,NixNeovim,NixNeovim/NixNeovim,Configure Neovim with Nix.,editors-and-ides,https://github.com/NixNeovim/NixNeovim,https://github.com/NixNeovim/NixNeovim,MIT,2022-08-13 11:03:23,2024-08-23 13:37:39,2024-08-23 13:37:31,754.0,,15.0,2.0,78.0,6.0,42.0,133,18.0,9,False,3,,,,,,,1.0,1.0,,,,
277,nixt,nix-community/nixt,Simple unit-testing for Nix.,development,https://github.com/nix-community/nixt,https://github.com/nix-community/nixt,MIT,2020-06-07 22:21:41,2025-10-26 01:52:56,2024-10-18 17:37:56,127.0,,10.0,8.0,24.0,6.0,11.0,119,5.0,9,True,3,,,,,,,,,,,,
278,nix-plugins,shlevy/nix-plugins,Collection of miscellaneous plugins for the nix expression language.,development,https://github.com/shlevy/nix-plugins,https://github.com/shlevy/nix-plugins,MIT,2014-06-27 21:50:10,2025-10-25 16:25:42,2025-10-25 16:24:34,53.0,9.0,12.0,6.0,12.0,1.0,10.0,93,8.0,9,True,3,,,,,,,,,,,,
279,nix-super,privatevoid-net/nix-super,A fork of the Nix package manager.,development,https://github.com/privatevoid-net/nix-super,https://github.com/privatevoid-net/nix-super,LGPL-2.1,2022-08-25 22:06:01,2025-07-28 01:12:19,2025-07-28 01:07:45,20453.0,,2.0,2.0,16.0,2.0,2.0,86,824.0,9,True,3,,,,,,,,,,,,
280,nixos-riscv,NickCao/nixos-riscv,NixOS for RISC-V architecture.,distributions,https://github.com/NickCao/nixos-riscv,https://github.com/NickCao/nixos-riscv,MIT,2021-11-27 05:33:08,2025-08-30 19:41:43,2025-08-30 19:41:34,474.0,1.0,12.0,9.0,13.0,2.0,10.0,81,6.0,9,True,3,,,,,,,,,,,,
281,mineflake,nix-community/mineflake,Declarative Minecraft server in NixOS.,nixos-modules,https://github.com/nix-community/mineflake,https://github.com/nix-community/mineflake,MIT,2022-10-31 10:28:51,2024-09-14 08:54:59,2024-03-11 09:49:50,274.0,,2.0,,203.0,4.0,8.0,78,5.0,9,False,3,,2022-12-22 15:32:44,0.2.2,16.0,0.0,4.0,1.0,1.0,,,,
282,angrr,linyinfeng/angrr,Auto Nix GC Roots Retention. This tool simply deletes auto GC roots based on the modified time of their symbolic link..,command-line-tools,https://github.com/linyinfeng/angrr,https://github.com/linyinfeng/angrr,MIT,2024-03-15 02:58:43,2025-10-24 16:21:10,2025-10-24 16:18:53,528.0,50.0,,2.0,10.0,1.0,2.0,59,4.0,9,True,3,,,,,,,,,,,,
283,equinix-metal-builders,NixOS/equinix-metal-builders,iPXE image for Nix builders on Equinix Metals Spot market.,devops,https://github.com/NixOS/equinix-metal-builders,https://github.com/NixOS/equinix-metal-builders,MIT,2019-07-24 00:25:14,2024-11-09 04:09:46,2024-11-09 04:09:43,316.0,,10.0,12.0,20.0,,6.0,50,10.0,9,True,3,,,,,,,,,,,,
284,geospatial-nix,imincik/geospatial-nix,Geospatial packages repository and environment.,overlays,https://github.com/imincik/geospatial-nix,https://github.com/imincik/geospatial-nix,MIT,2022-10-27 10:29:43,2024-11-27 09:13:35,2024-11-27 09:13:33,894.0,,5.0,2.0,536.0,4.0,1.0,47,3.0,9,True,3,,2024-10-06 23:00:45,2024.40.0,,,42.0,,,,,,
285,atom,ekala-project/atom,Efficient source archive format with deterministic properties.,development,https://github.com/ekala-project/atom,https://github.com/ekala-project/atom,MPL-2.0,2024-08-01 05:57:50,2025-08-10 02:20:22,2024-12-22 21:43:18,129.0,,3.0,7.0,26.0,7.0,18.0,46,3.0,9,True,3,,,,,,,,,,,,
286,krewfile,brumhard/krewfile,Declarative krew plugin management.,devops,https://github.com/brumhard/krewfile,https://github.com/brumhard/krewfile,MIT,2022-09-12 11:08:54,2025-02-18 09:11:43,2025-02-18 09:11:40,38.0,,2.0,1.0,9.0,1.0,5.0,41,5.0,9,True,3,,2025-02-18 09:00:39,0.6.3,1000.0,27.0,11.0,,,,,,
287,crystal2nix,nix-community/crystal2nix,Convert `shard.lock` into Nix expressions.,programming-languages,https://github.com/nix-community/crystal2nix,https://github.com/nix-community/crystal2nix,MIT,2020-12-22 04:10:33,2025-07-09 13:53:46,2025-07-09 13:50:51,25.0,,5.0,1.0,19.0,3.0,4.0,19,4.0,9,True,3,,2025-07-09 13:53:46,0.3.1,,,3.0,,,,,,
288,nix-1p,tazjin/nix-1p,"A (more or less) one page introduction to Nix, the language.",learning,https://github.com/tazjin/nix-1p,https://github.com/tazjin/nix-1p,,2019-08-01 21:49:02,2025-09-01 08:41:07,2025-09-01 08:34:35,25.0,1.0,26.0,17.0,9.0,7.0,8.0,961,6.0,8,True,3,,,,,,,,,,,,
289,nix-inspect,bluskript/nix-inspect,Interactive tui for inspecting nix configs.,command-line-tools,https://github.com/bluskript/nix-inspect,https://github.com/bluskript/nix-inspect,MIT,2024-04-02 05:45:28,2024-12-05 00:07:07,2024-12-05 00:07:06,47.0,,5.0,7.0,2.0,11.0,12.0,360,2.0,8,True,3,,,,,,,,,,,,
290,nixos-router,chayleaf/nixos-router,A NixOS router framework.,nixos-modules,https://github.com/chayleaf/nixos-router,https://github.com/chayleaf/nixos-router,MIT,2023-06-23 23:17:14,2025-06-23 20:41:47,2025-06-23 20:41:06,52.0,,6.0,5.0,2.0,1.0,,330,2.0,8,True,3,,,,,,,,,,,,
291,nixos-up,samuela/nixos-up,Super easy NixOS installer that can be used from the installation ISO.,installation-media,https://github.com/samuela/nixos-up,https://github.com/samuela/nixos-up,,2021-04-07 04:49:37,2025-04-19 03:42:19,2025-04-19 03:42:19,26.0,,30.0,3.0,7.0,7.0,11.0,249,6.0,8,True,3,,,,,,,,,,,,
292,drv-parts,DavHau/drv-parts,Composable derivations for Nix with a focus on simplicity.,command-line-tools,https://github.com/DavHau/drv-parts,https://github.com/DavHau/drv-parts,MIT,2022-11-30 11:48:09,2023-08-01 09:19:46,2023-08-01 09:19:42,125.0,,6.0,7.0,14.0,9.0,2.0,163,6.0,8,False,3,,,,,,,,,,,,
293,peerix,cid-chan/peerix,Peer2Peer Nix-Binary-Cache.,development,https://github.com/cid-chan/peerix,https://github.com/cid-chan/peerix,GPL-3.0,2021-10-17 14:11:16,2024-05-07 21:54:04,2022-08-25 12:18:00,56.0,,16.0,7.0,13.0,12.0,4.0,158,5.0,8,False,3,,,,,,,,,,,,
294,jordanisaacs/kernel-module-flake,jordanisaacs/kernel-module-flake,Nix flake for linux kernel module development with rust support.,development,https://github.com/jordanisaacs/kernel-module-flake,https://github.com/jordanisaacs/kernel-module-flake,MIT,2022-11-11 23:03:41,2024-04-20 12:42:37,2023-02-04 16:15:45,33.0,,13.0,3.0,3.0,2.0,4.0,155,2.0,8,False,3,,,,,,,,,,,,
295,nix-prefetch,msteen/nix-prefetch,A universal tool for updating source checksums.,command-line-tools,https://github.com/msteen/nix-prefetch,https://github.com/msteen/nix-prefetch,MIT,2019-01-21 22:53:01,2023-03-06 20:09:09,2021-07-24 08:47:28,61.0,,11.0,5.0,24.0,18.0,12.0,142,6.0,8,False,3,,,,,,,,,,,,
296,Napalm,nix-community/napalm,Support for building npm packages in Nix with a lightweight npm registry.,programming-languages,https://github.com/nix-community/napalm,https://github.com/nix-community/napalm,MIT,2019-04-20 11:19:05,2024-06-09 10:37:55,2024-06-09 10:37:35,147.0,,16.0,7.0,46.0,13.0,10.0,116,18.0,8,False,3,,,,,,,,,,,,
297,nixkell,pwm/nixkell,A Haskell project template using Nix and direnv.,programming-languages,https://github.com/pwm/nixkell,https://github.com/pwm/nixkell,MIT,2021-02-09 15:06:18,2025-06-18 18:35:00,2025-06-18 18:35:00,87.0,,10.0,3.0,43.0,,6.0,116,3.0,8,True,3,,,,,,,,,['haskell'],,,
298,nixpkgs-tracker,ocfox/nixpkgs-tracker,"Nixpkgs pr tracker, use Github API.",command-line-tools,https://github.com/ocfox/nixpkgs-tracker,https://github.com/ocfox/nixpkgs-tracker,MIT,2024-08-03 17:13:14,2025-10-22 04:04:57,2025-10-22 04:04:49,57.0,6.0,10.0,2.0,12.0,3.0,6.0,112,6.0,8,True,3,,,,,,,,,,,,
299,templates,nix-community/templates,Project templates for many languages using Nix flakes.,development,https://github.com/nix-community/templates,https://github.com/nix-community/templates,MIT,2022-02-01 19:26:15,2024-12-22 19:58:34,2024-12-22 19:58:34,64.0,,11.0,4.0,8.0,1.0,4.0,109,7.0,8,True,3,,,,,,,,,,,,
300,nixseparatedebuginfod,symphorien/nixseparatedebuginfod,Downloads and provides debug symbols and source code for nix derivations to debuggers as needed.,development,https://github.com/symphorien/nixseparatedebuginfod,https://github.com/symphorien/nixseparatedebuginfod,,2023-01-22 16:41:10,2025-10-21 19:02:26,2025-10-21 19:01:26,140.0,14.0,5.0,5.0,14.0,1.0,6.0,106,7.0,8,True,3,,,,,,,,,,,,
301,r13y.com,grahamc/r13y.com,NixOS Reproducibility Checker.,command-line-tools,https://github.com/grahamc/r13y.com,https://github.com/grahamc/r13y.com,MIT,2019-02-05 02:51:52,2022-09-22 20:58:21,2022-06-07 00:18:03,135.0,,15.0,3.0,20.0,9.0,9.0,99,8.0,8,False,3,,,,,,,,,,,,
302,tex2nix,rgri/tex2nix,Generate texlive nix expressions for documents.,programming-languages,https://github.com/yliceee/tex2nix,https://github.com/yliceee/tex2nix,MIT,2020-12-28 12:22:27,2025-10-20 16:18:27,2025-05-31 05:47:36,70.0,,7.0,3.0,43.0,2.0,2.0,98,8.0,8,True,3,,,,,,,,,,yliceee/tex2nix,,
303,nix-weather,cafkafk/nix-weather,Check Cache Availablility of NixOS Configurations.,command-line-tools,https://github.com/cafkafk/nix-weather,https://github.com/cafkafk/nix-weather,EUPL-1.2,2024-03-15 22:50:19,2025-05-30 22:05:20,2025-05-30 13:59:01,81.0,,1.0,4.0,21.0,,,93,4.0,8,True,3,,2024-09-13 05:23:15,0.0.4,,,3.0,,,,,,
304,nix-auto-follow,fzakaria/nix-auto-follow,A script to achieve automatically following all flake inputs for Nix.,command-line-tools,https://github.com/fzakaria/nix-auto-follow,https://github.com/fzakaria/nix-auto-follow,MIT,2024-08-01 05:13:49,2025-08-01 18:34:15,2025-08-01 18:34:14,38.0,1.0,9.0,3.0,22.0,1.0,9.0,86,6.0,8,True,3,,,,,,,,,,,,
305,sbt-derivation,zaninime/sbt-derivation,"mkDerivation for sbt, similar to buildGoModule.",programming-languages,https://github.com/zaninime/sbt-derivation,https://github.com/zaninime/sbt-derivation,MIT,2019-11-27 13:48:41,2023-10-28 03:34:51,2023-10-28 03:34:50,34.0,,11.0,4.0,6.0,5.0,14.0,75,5.0,8,False,3,,,,,,,,,,,,
306,nix-otel,lf-/nix-otel,Nix OpenTelemetry sender plugin.,devops,https://github.com/lf-/nix-otel,https://github.com/lf-/nix-otel,MIT,2022-10-10 07:45:18,2023-08-06 19:52:12,2023-08-06 19:52:12,22.0,,5.0,6.0,8.0,4.0,3.0,69,3.0,8,False,3,,,,,,,,,,,,
307,kanidm-provision,oddlama/kanidm-provision,A small utility to help with kanidm provisioning.,security,https://github.com/oddlama/kanidm-provision,https://github.com/oddlama/kanidm-provision,Apache-2.0,2024-03-05 15:52:10,2025-06-07 09:33:34,2025-06-07 09:33:11,64.0,,10.0,3.0,10.0,4.0,16.0,68,5.0,8,True,3,,,,,,,,,,,,
308,zephyr-nix,adisbladis/zephyr-nix,Develop Zephyr projects using Nix.,development,https://github.com/nix-community/zephyr-nix,https://github.com/nix-community/zephyr-nix,,2024-02-06 02:55:18,2025-09-22 12:22:49,2025-09-22 12:22:14,73.0,12.0,23.0,4.0,42.0,,2.0,67,8.0,8,True,3,,,,,,,,,,nix-community/zephyr-nix,,
309,celun,celun/celun,The customizable embedded Linux using Nix.,distributions,https://github.com/celun/celun,https://github.com/celun/celun,MIT,2021-09-01 05:03:35,2022-12-29 02:33:53,2022-12-29 02:33:53,238.0,,2.0,4.0,11.0,2.0,,66,,8,False,3,,,,,,,,,,,,
310,rust-nix-templater,yusdacra/rust-nix-templater,Generates Nix build and development files for Rust projects.,programming-languages,https://github.com/90-008/rust-nix-templater,https://github.com/90-008/rust-nix-templater,MIT,2021-01-04 15:40:01,2023-03-14 02:45:44,2023-03-14 02:45:44,178.0,,,2.0,3.0,4.0,15.0,49,2.0,8,False,3,,2022-11-03 23:57:26,0.4.0,,,9.0,,,['rust'],90-008/rust-nix-templater,,
311,nix-health,juspay/nix-health,A program to check the health of your Nix install.,development,https://github.com/juspay/nix-health,https://github.com/juspay/nix-health,,2024-04-04 07:07:32,2025-08-29 20:49:41,2024-07-12 15:27:48,81.0,,4.0,6.0,15.0,6.0,8.0,39,4.0,8,False,3,,2024-07-10 21:25:22,0.4.0,,,1.0,,,,,,
312,nixpkgs-track,uncenter/nixpkgs-track,Track where Nixpkgs pull requests have reached.,command-line-tools,https://github.com/uncenter/nixpkgs-track,https://github.com/uncenter/nixpkgs-track,MIT,2024-08-02 21:26:39,2025-07-27 10:31:16,2025-07-27 10:30:55,46.0,,2.0,1.0,10.0,,6.0,37,5.0,8,True,3,,2025-05-23 15:38:42,0.3.0,,,1.0,1.0,1.0,,,,
313,sublime-nix,wmertens/sublime-nix,Nix syntax highlighting for Sublime Text.,editors-and-ides,https://github.com/wmertens/sublime-nix,https://github.com/wmertens/sublime-nix,MIT,2014-12-01 00:26:39,2025-02-18 20:20:38,2025-02-18 20:17:33,44.0,,9.0,1.0,8.0,3.0,4.0,33,6.0,8,True,3,,2025-02-18 20:20:38,V2.4.0,,,6.0,,,,,,
314,dreampkgs,nix-community/dreampkgs,A collection of software packages managed with dream2nix.,overlays,https://github.com/nix-community/dreampkgs,https://github.com/nix-community/dreampkgs,MIT,2021-11-07 09:32:33,2025-03-12 09:59:26,2025-03-12 09:59:25,68.0,,11.0,5.0,27.0,1.0,3.0,31,7.0,8,True,3,,,,,,,,,,,,
315,nix-uri,a-kenji/nix-uri,Parse the nix-uri scheme.,command-line-tools,https://github.com/a-kenji/nix-uri,https://github.com/a-kenji/nix-uri,MIT,2022-05-25 10:02:32,2025-10-21 07:48:10,2025-10-21 07:48:03,422.0,34.0,1.0,2.0,211.0,19.0,15.0,3,3.0,8,True,3,,,,,,,,,,,,
316,NixOS Guide,mikeroyal/NixOS-Guide,NixOS Guide. Learn all about the immutable Nix Operating System and the declarative Nix Expression Language.,learning,https://github.com/mikeroyal/NixOS-Guide,https://github.com/mikeroyal/NixOS-Guide,,2021-08-08 20:26:13,2025-06-27 01:56:19,2025-06-27 01:56:19,78.0,,29.0,16.0,31.0,1.0,1.0,1012,5.0,7,True,3,,,,,,,,,,,,
317,madness,antithesishq/madness,Madness enables you to easily run the same binary on NixOS and non-NixOS systems.,command-line-tools,https://github.com/antithesishq/madness,https://github.com/antithesishq/madness,BSD-3-Clause,2024-06-19 13:24:58,2025-09-04 14:16:43,2025-09-04 14:16:43,16.0,1.0,3.0,3.0,2.0,4.0,1.0,260,4.0,7,True,3,,,,,,,,,,,,
318,nixcrpkgs,pololu/nixcrpkgs,Tools for cross-compiling standalone applications using Nix.,development,https://github.com/pololu/nixcrpkgs,https://github.com/pololu/nixcrpkgs,,2017-07-08 00:50:59,2024-12-23 22:01:29,2024-12-23 22:00:58,1037.0,,16.0,11.0,5.0,3.0,2.0,230,7.0,7,True,3,,,,,,,,,,,,
319,nix-serve-ng,aristanetworks/nix-serve-ng,A drop-in replacement for nix-serve that is faster and more reliable.,development,https://github.com/aristanetworks/nix-serve-ng,https://github.com/aristanetworks/nix-serve-ng,,2022-07-06 23:42:29,2025-05-28 19:02:54,2025-05-28 19:02:52,54.0,,19.0,14.0,29.0,8.0,10.0,206,13.0,7,True,3,,,,,,,,,,,,
320,nix-articles,samdroid-apps/nix-articles,Some articles about getting started with Nix programming & configuration.,learning,https://github.com/samdroid-apps/nix-articles,https://github.com/samdroid-apps/nix-articles,,2018-01-28 10:42:50,2024-11-10 11:25:50,2024-11-10 11:25:49,15.0,,10.0,21.0,2.0,1.0,,176,3.0,7,True,3,,,,,,,,,,,,
321,krops,krebs/krops,A tool for deploying NixOS systems from Nix expressions.,deployment-tools,https://github.com/krebs/krops,https://github.com/krebs/krops,WTFPL,2019-02-26 15:14:47,2024-01-11 10:26:24,2024-01-11 10:23:11,129.0,,13.0,7.0,21.0,9.0,11.0,146,13.0,7,False,3,,,,,,,,,,,,
322,NixOS-DNS,Janik-Haag/NixOS-DNS,Manage your DNS zones with NixOS.,nixos-modules,https://github.com/Janik-Haag/NixOS-DNS,https://github.com/Janik-Haag/NixOS-DNS,MIT,2023-12-10 21:39:31,2025-03-21 19:00:57,2025-03-21 19:00:54,27.0,,4.0,2.0,12.0,6.0,4.0,141,4.0,7,True,3,,,,,,,,,,,,
323,pog,jpetrucciani/pog,"A new, powerful way to do bash scripts.",command-line-tools,https://github.com/jpetrucciani/pog,https://github.com/jpetrucciani/pog,MIT,2022-02-13 17:03:03,2025-10-06 01:03:14,2025-10-06 01:03:11,25.0,4.0,1.0,2.0,7.0,6.0,,123,3.0,7,True,3,,,,,,,,,,,,
324,shoji-nix,AdoPi/shoji-nix,Bundle and save your SSH keys with Nix.,security,https://github.com/AdoPi/shoji-nix,https://github.com/AdoPi/shoji-nix,GPL-3.0,2024-03-01 15:05:12,2025-09-20 15:41:08,2025-09-20 15:41:07,89.0,1.0,3.0,3.0,7.0,,,113,3.0,7,True,3,,,,,,,,,,,,
325,opnix,mrjones2014/opnix,Native secret management for NixOS using 1Password.,security,https://github.com/mrjones2014/opnix,https://github.com/mrjones2014/opnix,MIT,2024-08-12 11:08:20,2025-02-10 17:34:10,2025-02-10 17:34:04,98.0,,7.0,5.0,3.0,3.0,2.0,104,5.0,7,True,3,,,,,,,,,,,,
326,nixtract,tweag/nixtract,A CLI tool to extract the graph of derivations from a Nix flake.,command-line-tools,https://github.com/tweag/nixtract,https://github.com/tweag/nixtract,,2023-08-14 12:32:42,2025-07-01 12:11:33,2025-07-01 12:11:33,124.0,,7.0,7.0,42.0,8.0,10.0,99,8.0,7,True,3,,2024-04-17 07:19:27,0.3.0,69.0,2.0,3.0,,,,,,
327,globset,pdtpartners/globset,Simplify Nix source management using familiar glob patterns.,development,https://github.com/pdtpartners/globset,https://github.com/pdtpartners/globset,MIT,2024-09-27 01:13:09,2025-08-25 18:28:47,2025-08-25 18:28:43,18.0,3.0,3.0,5.0,19.0,3.0,5.0,69,2.0,7,True,3,,,,,,,,,,,,
328,easy-hls-nix,jkachmar/easy-hls-nix,Easy Haskell Language Server tooling with Nix.,programming-languages,https://github.com/jkachmar/easy-hls-nix,https://github.com/jkachmar/easy-hls-nix,MPL-2.0,2021-03-06 19:52:20,2022-03-01 14:47:10,2022-03-01 14:47:10,45.0,,11.0,1.0,12.0,2.0,3.0,55,7.0,7,False,3,,,,,,,,,['haskell'],,,
329,nix-gleam,arnarg/nix-gleam,Generic Nix builder for Gleam applications.,programming-languages,https://github.com/arnarg/nix-gleam,https://github.com/arnarg/nix-gleam,MIT,2023-04-14 10:10:23,2025-09-01 22:07:50,2025-09-01 22:07:50,8.0,2.0,5.0,3.0,2.0,,,41,3.0,7,True,3,,,,,,,,,,,,
330,regula-nix,JeremiahSecrist/regula-nix,This project aims to help implement and enforce various security standards in NixOS.,security,https://github.com/JeremiahSecrist/regula-nix,https://github.com/JeremiahSecrist/regula-nix,MIT,2023-08-28 20:58:29,2025-03-10 04:12:13,2025-03-10 04:12:13,145.0,,1.0,3.0,7.0,3.0,10.0,37,3.0,7,True,3,,,,,,,,,,,,
331,make-shell,nicknovitski/make-shell,"`mkShell` meets modules, a modular almost-drop-in replacement for `pkgs.mkShell` function.",development,https://github.com/nicknovitski/make-shell,https://github.com/nicknovitski/make-shell,,2024-06-08 03:48:48,2025-09-08 15:28:05,2024-12-11 16:16:55,23.0,,2.0,1.0,11.0,2.0,,26,3.0,7,True,3,,2024-10-22 13:32:57,1.3.0,,,5.0,,,,,,
332,remote-execution-nix,tweag/remote-execution-nix,Nix to bazel-re proxy.,development,https://github.com/tweag/remote-execution-nix,https://github.com/tweag/remote-execution-nix,MIT,2024-02-13 14:13:08,2024-10-01 15:50:12,2024-10-01 15:50:07,27.0,,,7.0,1.0,,,24,,7,True,3,,,,,,,,,,,,
333,kebab,bwkam/kebab,Haxe packages for Nix.,programming-languages,https://github.com/bwkam/kebab,https://github.com/bwkam/kebab,MIT,2024-06-12 19:38:23,2025-10-26 05:26:16,2025-10-26 05:26:15,338.0,46.0,,1.0,319.0,,,2,2.0,7,True,3,,,,,,,,,,,,
