,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,updated_github_id,dependent_project_count,github_dependent_project_count,labels,trending,gitlab_id,gitlab_url
210,amis,NixOS/amis,Home for NixOS AMI automation.,devops,https://github.com/NixOS/amis,https://github.com/NixOS/amis,MIT,2023-11-24 12:54:23,2026-01-29 04:58:47,2026-01-26 04:50:53,305.0,17.0,17.0,3.0,294.0,15.0,28.0,75,12,True,2,,,,,,14.0,,,,,,,
211,krewfile,brumhard/krewfile,Declarative krew plugin management.,devops,https://github.com/brumhard/krewfile,https://github.com/brumhard/krewfile,MIT,2022-09-12 11:08:54,2025-12-29 10:07:57,2025-12-29 10:07:34,42.0,4.0,5.0,1.0,11.0,,7.0,42,12,True,2,2025-12-29 10:26:51,0.7.0,2085.0,50.0,12.0,7.0,,,,,,,
212,nix-tree,utdemir/nix-tree,Interactively browse the dependency graph of Nix derivations.,command-line-tools,https://github.com/utdemir/nix-tree,https://github.com/utdemir/nix-tree,BSD-3-Clause,2020-06-24 22:41:51,2026-02-01 00:45:14,2026-01-06 09:13:22,241.0,2.0,18.0,5.0,79.0,16.0,39.0,966,11,True,2,,,,,,14.0,,,,,,,
213,not-os,cleverca22/not-os,"An operating system generator, based on NixOS, that outputs a small read-only squashfs for a runit-based operating..",distributions,https://github.com/cleverca22/not-os,https://github.com/cleverca22/not-os,MIT,2016-06-03 05:40:23,2025-01-12 16:03:40,2025-01-12 16:03:38,98.0,,39.0,36.0,24.0,6.0,4.0,959,11,False,3,,,,,,5.0,,,,,,,
214,deadnix,astro/deadnix,Scan Nix files for dead code.,command-line-tools,https://github.com/astro/deadnix,https://github.com/astro/deadnix,GPL-3.0,2021-12-05 23:06:43,2025-12-15 18:02:07,2025-11-25 23:49:03,299.0,6.0,19.0,2.0,85.0,3.0,24.0,707,11,True,2,,,,,,18.0,,7.0,7.0,,,,
215,nixos-in-production,Gabriella439/nixos-in-production,"Source files for the book NixOS in Production, a practical guide for using NixOS in professional environments.",learning,https://github.com/Gabriella439/nixos-in-production,https://github.com/Gabriella439/nixos-in-production,,2022-09-09 01:41:56,2024-10-06 12:50:20,2024-10-06 12:49:49,127.0,,27.0,29.0,5.0,6.0,21.0,626,11,False,3,2024-09-23 06:00:28,0.10,,,10.0,6.0,,,,,,,
216,nix-colors,Misterio77/nix-colors,Modules and schemes to make theming with Nix awesome.,theming,https://github.com/Misterio77/nix-colors,https://github.com/Misterio77/nix-colors,GPL-3.0,2021-10-01 19:43:28,2024-05-23 18:39:21,2024-02-13 11:51:18,97.0,,43.0,6.0,28.0,16.0,20.0,579,11,False,3,2023-04-21 20:19:53,4.0.0,,,4.0,12.0,,,,,,,
217,nixos-vscode-server,nix-community/nixos-vscode-server,Visual Studio Code Server support in NixOS.,development,https://github.com/nix-community/nixos-vscode-server,https://github.com/nix-community/nixos-vscode-server,MIT,2020-04-02 12:49:32,2025-07-26 14:57:06,2025-07-26 14:57:06,91.0,,82.0,9.0,40.0,13.0,46.0,526,11,True,3,,,,,,19.0,,,,,,,
218,Standard,divnix/std,"An opinionated Nix Flakes framework to keep Nix code in large projects organized, accompanied by a friendly CLI/TUI..",devops,https://github.com/divnix/std,https://github.com/divnix/std,,2021-11-14 10:56:16,2025-08-25 16:03:19,2025-08-17 20:42:10,813.0,,47.0,13.0,248.0,40.0,129.0,478,11,True,3,,,,,,43.0,,,,,,,
219,NixNG,nix-community/NixNG,"A GNU/Linux distribution similar to NixOS, defining difference is a focus on containers and lightweightness.",distributions,https://github.com/nix-community/NixNG,https://github.com/nix-community/NixNG,,2021-06-21 05:05:39,2026-01-27 17:13:02,2026-01-27 17:13:01,414.0,71.0,20.0,13.0,62.0,16.0,9.0,436,11,True,3,,,,,,11.0,,,,,,,
220,terraform-nixos,nix-community/terraform-nixos,A set of Terraform modules designed to deploy NixOS.,deployment-tools,https://github.com/nix-community/terraform-nixos,https://github.com/nix-community/terraform-nixos,Apache-2.0,2018-12-05 17:07:26,2024-08-04 10:19:37,2021-08-26 20:33:37,76.0,,60.0,35.0,54.0,23.0,10.0,398,11,False,3,,,,,,16.0,,,,,,,
221,haumea,nix-community/haumea,"Filesystem-based module system for the Nix language similar to traditional programming languages, with support for..",development,https://github.com/nix-community/haumea,https://github.com/nix-community/haumea,MPL-2.0,2023-04-01 00:50:18,2024-06-05 05:11:22,2024-02-19 20:38:18,93.0,,9.0,5.0,38.0,10.0,4.0,382,11,False,3,2023-05-26 20:34:06,0.2.2,,,5.0,4.0,,,,,,,
222,trustix,nix-community/trustix,Distributed trust and reproducibility tracking for binary caches.,security,https://github.com/nix-community/trustix,https://github.com/nix-community/trustix,,2020-12-03 15:30:40,2024-08-15 14:03:26,2024-08-14 20:49:19,1208.0,,21.0,8.0,353.0,36.0,24.0,354,11,False,3,,,,,,17.0,,,,,,,
223,nixpkgs-hammering,jtojnar/nixpkgs-hammering,An opinionated linter for Nixpkgs package expressions.,command-line-tools,https://github.com/jtojnar/nixpkgs-hammering,https://github.com/jtojnar/nixpkgs-hammering,MIT,2020-04-26 04:27:10,2025-11-24 19:07:20,2025-09-10 23:35:19,222.0,,19.0,6.0,101.0,49.0,38.0,322,11,True,2,,,,,,14.0,,,,,,,
224,any-nix-shell,haslersn/any-nix-shell,fish and zsh support for the nix run and nix-shell environments of the Nix package manager.,development,https://github.com/haslersn/any-nix-shell,https://github.com/haslersn/any-nix-shell,MIT,2018-09-10 16:36:27,2024-09-01 22:49:17,2024-09-01 22:49:17,51.0,,16.0,8.0,18.0,6.0,16.0,321,11,False,3,2024-07-23 16:03:52,2.0.1,,,7.0,10.0,,,,,,,
225,extra-container,erikarvstedt/extra-container,Run declarative NixOS containers from the command line.,virtualisation,https://github.com/erikarvstedt/extra-container,https://github.com/erikarvstedt/extra-container,MIT,2018-07-14 13:32:14,2026-01-10 20:57:00,2025-12-19 14:48:47,155.0,2.0,19.0,10.0,7.0,2.0,29.0,275,11,True,3,,,,,,3.0,,,,,,,
226,sbomnix,tiiuae/sbomnix,A suite of utilities to help with software supply chain challenges on nix targets.,security,https://github.com/tiiuae/sbomnix,https://github.com/tiiuae/sbomnix,,2022-12-08 10:45:27,2025-11-12 04:57:24,2025-11-12 04:56:41,357.0,2.0,29.0,7.0,215.0,10.0,19.0,235,11,True,3,2025-10-13 07:22:52,1.7.4,409.0,11.0,19.0,18.0,,,,,,,
227,nix-search-cli,peterldowns/nix-search-cli,CLI for searching packages on search.nixos.org.,discovery,https://github.com/peterldowns/nix-search-cli,https://github.com/peterldowns/nix-search-cli,MIT,2023-02-19 19:14:30,2025-11-03 16:36:04,2025-11-03 16:35:37,82.0,,8.0,2.0,8.0,3.0,15.0,211,11,True,3,2025-11-03 16:36:04,0.3+commit.ab0d515,824.0,22.0,34.0,2.0,,6.0,6.0,,,,
228,nix-search-tv,3timeslazy/nix-search-tv,"CLI fuzzy finder for packages and options from Nixpkgs, Home Manager, and more.",discovery,https://github.com/3timeslazy/nix-search-tv,https://github.com/3timeslazy/nix-search-tv,GPL-3.0,2025-01-29 09:30:56,2026-01-09 01:48:31,2026-01-09 01:41:42,140.0,4.0,5.0,,3.0,2.0,15.0,203,11,True,3,2026-01-09 01:48:31,2.2.4,,,16.0,2.0,,,,,,,
229,styx (dnr),dnr/styx,Alternate nix substitution.,command-line-tools,https://github.com/dnr/styx,https://github.com/dnr/styx,GPL-2.0,2024-02-13 07:52:33,2025-12-29 09:40:46,2025-12-29 09:40:19,397.0,50.0,3.0,7.0,,1.0,1.0,198,11,True,2,,,,,,,,,,,,,
230,nixsa,noamraph/nixsa,A Nix Standalone Environment.,installation-media,https://github.com/noamraph/nixsa,https://github.com/noamraph/nixsa,LGPL-2.1,2024-08-05 19:57:39,2026-01-01 08:08:25,2025-04-01 21:30:56,69.0,,4.0,2.0,21.0,4.0,9.0,190,11,True,3,2024-11-17 20:35:16,0.2.0,464.0,25.0,6.0,4.0,,,,,,,
231,nixpkgs-lint,nix-community/nixpkgs-lint,A fast semantic linter for Nix using tree-sitter.,command-line-tools,https://github.com/nix-community/nixpkgs-lint,https://github.com/nix-community/nixpkgs-lint,MIT,2022-03-31 03:02:17,2025-11-27 17:08:59,2025-11-27 17:08:51,134.0,3.0,8.0,4.0,27.0,3.0,6.0,164,11,True,2,2023-06-02 21:31:33,0.3.0,,,3.0,6.0,,,,,,,
232,rippkgs,replit/rippkgs,A CLI for indexing and searching packages in Nix expressions.,discovery,https://github.com/replit/rippkgs,https://github.com/replit/rippkgs,MIT,2024-02-08 16:38:09,2025-05-17 04:12:44,2025-05-17 04:12:43,53.0,,5.0,20.0,35.0,6.0,4.0,163,11,True,3,2025-02-11 22:56:58,1.2.0,,,5.0,4.0,,,,,,,
233,ruby-nix,inscapist/ruby-nix,Generates reproducible ruby/bundler app environment with Nix.,programming-languages,https://github.com/inscapist/ruby-nix,https://github.com/inscapist/ruby-nix,MIT,2022-12-20 08:37:50,2025-08-13 04:24:12,2025-08-13 04:24:12,145.0,,17.0,6.0,45.0,4.0,17.0,149,11,True,3,2024-09-07 03:26:11,0.2.2,,,8.0,6.0,,,,['ruby'],,,
234,zmk-nix,lilyinstarlight/zmk-nix,Build system and configuration files for generating and building ZMK firmware with Nix.,development,https://github.com/lilyinstarlight/zmk-nix,https://github.com/lilyinstarlight/zmk-nix,MIT,2023-11-27 21:50:04,2026-02-01 00:57:58,2026-02-01 00:57:22,327.0,25.0,25.0,2.0,248.0,6.0,5.0,126,11,True,3,,,,,,9.0,,,,,,,
235,zon2nix,nix-community/zon2nix,Convert the dependencies in `build.zig.zon` to a Nix expression.,programming-languages,https://github.com/nix-community/zon2nix,https://github.com/nix-community/zon2nix,MPL-2.0,2023-08-08 19:18:56,2026-01-04 03:11:56,2026-01-04 03:05:17,88.0,8.0,18.0,4.0,43.0,7.0,10.0,109,11,True,3,2023-09-03 23:31:23,0.1.2,,,3.0,8.0,,,,,,,
236,composer2nix,svanderburg/composer2nix,Generate Nix expressions to build composer packages.,programming-languages,https://github.com/svanderburg/composer2nix,https://github.com/svanderburg/composer2nix,MIT,2017-07-07 20:51:06,2026-01-27 22:44:11,2022-03-01 23:41:50,64.0,,26.0,2.0,20.0,10.0,11.0,93,11,False,3,2022-03-05 11:16:43,0.0.6,,,6.0,7.0,,,,,,,
237,opam2nix,timbertson/opam2nix,Generate Nix expressions from opam packages.,programming-languages,https://github.com/timbertson/opam2nix,https://github.com/timbertson/opam2nix,MIT,2015-08-06 10:42:08,2025-01-29 21:52:55,2025-01-29 05:58:48,370.0,,26.0,10.0,29.0,17.0,45.0,92,11,False,3,,,,,,11.0,,,,,,,
238,nixpkgs-firefox-darwin,bandithedoge/nixpkgs-firefox-darwin,Automatically updated Firefox binary packages for macOS.,overlays,https://github.com/bandithedoge/nixpkgs-firefox-darwin,https://github.com/bandithedoge/nixpkgs-firefox-darwin,MIT,2021-12-12 17:28:12,2026-02-01 01:46:30,2026-02-01 01:46:29,1038.0,84.0,8.0,2.0,11.0,3.0,6.0,73,11,True,3,,,,,,10.0,,,,,,,
239,lon,nikstur/lon,Lock & update Nix dependencies.,command-line-tools,https://github.com/nikstur/lon,https://github.com/nikstur/lon,MIT,2024-08-09 17:21:27,2026-02-01 00:27:53,2025-12-01 22:05:38,145.0,5.0,4.0,3.0,50.0,4.0,5.0,72,11,True,2,2025-06-16 12:45:52,0.8.0,,,8.0,5.0,,,,,,,
240,zellij-nix,a-kenji/zellij-nix,Zellij Nix Environment.,development,https://github.com/a-kenji/zellij-nix,https://github.com/a-kenji/zellij-nix,MIT,2021-02-23 21:35:40,2026-02-01 03:16:01,2026-02-01 03:15:07,1667.0,75.0,4.0,1.0,797.0,3.0,1.0,53,11,True,3,,,,,,5.0,,,,,,,
241,hydra-cli,nlewo/hydra-cli,A client for the Hydra Nix CI.,command-line-tools,https://github.com/nlewo/hydra-cli,https://github.com/nlewo/hydra-cli,MIT,2019-06-18 12:48:30,2024-07-22 08:10:00,2023-12-19 22:16:49,208.0,,14.0,4.0,61.0,5.0,6.0,48,11,False,2,2020-11-15 08:04:35,0.3.0,,,2.0,5.0,,,,,,,
242,manix,mlvzk/manix,"Find configuration options and function documentation for Nixpkgs, NixOS, and Home Manager.",command-line-tools,https://github.com/mlvzk/manix,https://github.com/mlvzk/manix,MPL-2.0,2020-08-15 17:14:06,2024-01-28 15:07:18,2021-04-19 23:47:08,82.0,,14.0,14.0,17.0,10.0,7.0,422,10,False,3,2021-04-19 23:51:39,0.6.3,133.0,2.0,4.0,3.0,,,,,,,
243,Nix Package Versions,lazamar/nix-package-versions,Find all versions of a package that were available in a channel and the revision you can download it from.,discovery,https://github.com/lazamar/nix-package-versions,https://github.com/lazamar/nix-package-versions,,2020-02-11 23:23:47,2025-06-19 13:42:50,2025-06-19 13:42:45,318.0,,32.0,6.0,19.0,10.0,29.0,407,10,True,3,,,,,,12.0,,,,,,,
244,static-haskell-nix,nh2/static-haskell-nix,Easily build most Haskell programs into fully static Linux executables.,programming-languages,https://github.com/nh2/static-haskell-nix,https://github.com/nh2/static-haskell-nix,,2018-06-13 01:06:17,2024-06-30 13:23:08,2024-06-15 22:58:11,257.0,,36.0,16.0,57.0,19.0,53.0,401,10,False,3,2024-06-15 23:02:38,2024-06-16,66.0,0.0,5.0,12.0,,,,['haskell'],,,
245,high-quality-nix-content,gytis-ivaskevicius/high-quality-nix-content,GitHub repository containing highest quality Nix/NixOS content.,theming,https://github.com/gytis-ivaskevicius/high-quality-nix-content,https://github.com/gytis-ivaskevicius/high-quality-nix-content,MIT,2021-05-28 18:31:02,2025-06-25 11:51:02,2025-06-25 11:51:02,86.0,,23.0,13.0,25.0,2.0,3.0,350,10,True,3,,,,,,18.0,,,,,,,
246,nix-melt,nix-community/nix-melt,A ranger-like flake.,command-line-tools,https://github.com/nix-community/nix-melt,https://github.com/nix-community/nix-melt,MPL-2.0,2023-04-25 22:20:20,2024-12-13 23:10:06,2024-09-16 15:27:16,347.0,,2.0,2.0,221.0,2.0,3.0,291,10,False,3,2024-09-16 15:29:34,0.1.3,353.0,10.0,4.0,3.0,,1.0,1.0,,,,
