,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,updated_github_id,dependent_project_count,github_dependent_project_count,labels,trending,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-02-02 00:20:18,2026-02-02 00:15:14,938695.0,47056.0,17604.0,271.0,432263.0,8518.0,43897.0,23285,33,True,1,,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-01-29 09:22:51,2026-01-28 16:50:57,1722.0,8.0,291.0,43.0,1948.0,389.0,430.0,11222,27,True,1,2025-08-18 20:03:27,0.16.0,1811010.0,67074.0,100.0,96.0,,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-02-01 20:39:55,2026-02-01 20:39:55,6183.0,445.0,2267.0,50.0,5605.0,669.0,2357.0,9298,27,True,1,,,,,,1534.0,,,,,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/nickel-lang/nickel,https://github.com/nickel-lang/nickel,MIT,2019-01-08 21:43:11,2026-02-02 00:04:10,2026-01-28 22:40:56,4961.0,249.0,109.0,28.0,1714.0,138.0,554.0,2820,27,True,1,2025-12-11 22:41:35,1.15.1,156907.0,3338.0,28.0,93.0,nickel-lang/nickel,,,,,,
4,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-02-01 20:26:19,2026-02-01 20:17:49,5316.0,647.0,454.0,25.0,1217.0,305.0,917.0,6248,26,True,1,2025-11-27 17:34:14,1.11.2,,,41.0,254.0,,1.0,1.0,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-01-26 00:44:03,2026-01-24 01:24:23,717.0,46.0,153.0,25.0,645.0,37.0,215.0,2713,25,True,1,2025-08-11 23:21:42,2505.7.0,67993.0,1133.0,10.0,48.0,,,,,,,
6,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2026-01-16 03:07:52,2025-12-11 15:19:38,388.0,11.0,87.0,10.0,151.0,16.0,98.0,649,25,True,1,2025-12-11 15:22:09,31.9.0,,,51.0,34.0,,36061.0,36061.0,,,,
7,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,4.0,503.0,75.0,341.0,114.0,175.0,4143,24,True,1,2025-08-13 03:38:12,0.15.5,9252220.0,140185.0,32.0,99.0,,,,,,,
8,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-02-01 00:04:29,2026-01-21 03:23:36,798.0,21.0,91.0,13.0,861.0,384.0,506.0,3407,24,True,1,2026-01-21 03:23:44,3.15.2,1000319.0,28580.0,100.0,34.0,,3.0,3.0,,,,
9,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-02-01 23:15:06,2026-02-01 01:03:06,4110.0,103.0,248.0,18.0,1498.0,166.0,805.0,620,24,True,1,2026-01-29 03:17:56,nix-tools-0.4.1,18636.0,810.0,16.0,163.0,,,,['haskell'],1.0,,
10,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-01-25 01:02:32,2026-01-25 00:48:57,2580.0,87.0,851.0,62.0,1342.0,173.0,232.0,2907,23,True,1,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1600.0,28.0,2.0,514.0,,,,,,,
11,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-02-01 21:39:38,2026-02-01 21:36:09,38952.0,3096.0,468.0,14.0,947.0,30.0,100.0,1760,23,True,1,,,,,,586.0,,,,,,,
12,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-02-01 22:57:22,2026-02-01 22:07:05,2902.0,201.0,192.0,5.0,845.0,95.0,315.0,1348,23,True,1,2025-12-12 12:21:36,0.8,,,7.0,128.0,,,,,,,
13,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-01-08 14:08:14,2026-01-08 14:08:12,799.0,23.0,48.0,13.0,433.0,56.0,158.0,917,23,True,1,2025-10-18 17:45:57,2.4.0,82942.0,1455.0,29.0,21.0,,8.0,8.0,,,,
14,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-01-28 19:34:29,2026-01-28 19:34:27,1428.0,59.0,101.0,9.0,217.0,95.0,120.0,462,23,True,1,2026-01-28 19:11:01,0.15.0,,,19.0,58.0,,51.0,51.0,['rust'],3.0,,
15,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-02-01 19:34:08,2026-02-01 19:22:31,4517.0,595.0,108.0,19.0,2296.0,372.0,1263.0,3741,22,True,1,2026-01-28 01:07:34,1.8.3,20.0,0.0,59.0,51.0,,,,,,,
16,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-02-01 14:41:58,2026-02-01 14:39:34,4362.0,364.0,370.0,12.0,3050.0,143.0,767.0,2637,22,True,2,,,,,,275.0,,,,,,,
17,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-01-28 21:23:21,2026-01-28 21:23:21,629.0,14.0,65.0,29.0,177.0,26.0,165.0,1410,22,True,1,2026-01-09 09:50:43,1.2.0,9743.0,123.0,10.0,38.0,,,,,,,
18,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-01-27 18:28:35,2026-01-27 18:28:34,698.0,47.0,133.0,33.0,181.0,17.0,217.0,1348,22,True,1,2025-11-20 01:51:21,release-2025-11-18,4470.0,95.0,86.0,44.0,,,,,,,
19,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-02-01 00:02:22,2026-01-28 17:15:25,313.0,33.0,41.0,5.0,189.0,26.0,29.0,371,22,True,2,2025-11-26 21:23:21,28,,,28.0,28.0,,3366.0,3366.0,,,,
20,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-01-28 07:21:37,2026-01-18 19:31:43,2312.0,40.0,584.0,31.0,891.0,290.0,505.0,5019,21,True,1,,,,,,276.0,,,,,,,
21,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-02-01 11:29:10,2026-02-01 11:29:10,1927.0,12.0,311.0,40.0,874.0,129.0,191.0,3593,21,True,1,,,,,,190.0,,,,,,,
22,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-02-01 03:08:07,2026-02-01 03:04:33,1099.0,69.0,135.0,15.0,457.0,6.0,217.0,2511,21,True,1,2025-05-09 15:21:02,3.0.7,,,37.0,82.0,,,,,,,
23,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-02-01 20:43:25,2026-02-01 20:43:25,1352.0,129.0,301.0,12.0,1439.0,188.0,446.0,2109,21,True,1,,,,,,186.0,,,,,,,
24,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-01-29 19:36:13,2026-01-28 13:45:14,1366.0,59.0,56.0,8.0,498.0,61.0,221.0,1293,21,True,1,2026-01-11 04:34:48,2.8.2,,,31.0,49.0,,,,,,,
25,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-01-06 17:50:57,2026-01-06 17:39:59,2190.0,17.0,121.0,19.0,599.0,36.0,177.0,593,21,True,1,2026-01-06 17:50:51,0.0.135,8339.0,138.0,100.0,31.0,,,,,,,
26,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-12-15 01:04:40,2025-12-09 07:59:41,556.0,24.0,45.0,4.0,129.0,4.0,39.0,487,21,True,1,2025-12-09 08:18:11,2025-12-09-080420,543365.0,22640.0,100.0,37.0,,,,,,,
27,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2026-01-30 23:13:19,2026-01-28 17:24:37,359.0,15.0,26.0,3.0,185.0,16.0,26.0,219,21,True,2,2025-11-12 14:16:39,21,,,21.0,15.0,,7787.0,7787.0,,,,
28,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-01-25 05:15:34,2026-01-25 05:15:33,643.0,12.0,138.0,17.0,151.0,3.0,50.0,2989,20,True,1,2025-12-30 04:52:32,0.6.1,1790.0,59.0,42.0,86.0,,,,,,,
29,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-02-01 14:29:51,2026-02-01 14:29:00,880.0,21.0,185.0,18.0,405.0,75.0,140.0,2807,20,True,2,2025-11-13 15:01:46,1.13.0,,,16.0,80.0,,,,,,,
30,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-01-26 06:51:46,2026-01-26 06:51:27,1984.0,75.0,90.0,11.0,180.0,,62.0,1774,20,True,1,2026-01-05 05:30:48,0.15.0,,,33.0,14.0,,,,,,,
31,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-01-11 18:15:55,2026-01-11 18:15:55,565.0,1.0,53.0,7.0,312.0,63.0,98.0,1283,20,True,1,2025-04-10 22:34:11,4.0.0,33358.0,694.0,19.0,26.0,,11.0,11.0,,,,
32,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-01-30 01:50:50,2026-01-30 01:50:23,804.0,31.0,120.0,6.0,508.0,27.0,273.0,1267,20,True,1,2026-01-13 16:03:53,0.23.0,,,58.0,67.0,,,,['rust'],,,
33,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2026-01-15 18:07:12,2026-01-15 18:07:11,611.0,38.0,99.0,30.0,19.0,9.0,139.0,1187,20,True,1,2025-10-14 16:48:02,25.11,16316.0,370.0,14.0,8.0,,,,,,,
34,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-02-01 20:58:53,2025-04-03 14:27:04,3486.0,,449.0,7.0,1416.0,170.0,324.0,937,20,True,1,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,,['python'],,,
35,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-01-29 04:54:34,2026-01-29 04:50:11,305.0,10.0,30.0,6.0,137.0,22.0,13.0,491,20,True,3,2025-07-15 02:38:56,13,,,13.0,14.0,,5396.0,5396.0,,,,
36,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-02-01 01:01:43,2026-02-01 01:01:31,1054.0,53.0,167.0,20.0,253.0,48.0,163.0,2146,19,True,1,,,,,,86.0,microvm-nix/microvm.nix,,,,,,
37,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-02-01 12:32:51,2026-02-01 12:31:58,942.0,91.0,88.0,17.0,373.0,32.0,137.0,1508,19,True,2,2025-12-10 16:06:43,1.0.0,,,8.0,45.0,,,,,,,
38,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-02-01 03:11:13,2026-02-01 03:10:46,2060.0,91.0,82.0,8.0,77.0,17.0,153.0,1387,19,True,1,,,,,,25.0,,,,['rust'],,,
39,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2026-01-31 16:26:06,2026-01-31 16:26:04,787.0,109.0,38.0,18.0,266.0,39.0,32.0,1364,19,True,1,2026-01-06 17:54:22,1.0.0,,,1.0,29.0,,,,,,,
40,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-02-01 22:44:53,2026-02-01 02:03:45,1163.0,88.0,38.0,4.0,633.0,25.0,40.0,1258,19,True,1,2024-08-16 05:45:38,0.3.1,,,10.0,13.0,,1.0,1.0,,,,
41,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-02-01 09:43:55,2026-02-01 09:43:55,1161.0,51.0,214.0,4.0,486.0,60.0,137.0,767,19,True,1,,,,,,154.0,,,,,,,
42,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-02-01 04:19:14,2026-01-25 03:47:26,931.0,78.0,86.0,9.0,407.0,45.0,88.0,710,19,True,1,2025-12-11 21:03:54,1.14.0,,,48.0,71.0,,,,,,,
43,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-02-01 11:40:09,2026-02-01 11:40:09,597.0,50.0,95.0,5.0,595.0,32.0,198.0,672,19,True,2,2026-01-06 15:38:24,25.11,,,9.0,83.0,,,,,,,
44,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-02-01 17:17:16,2026-02-01 17:17:15,18224.0,582.0,174.0,10.0,221.0,7.0,292.0,599,19,True,1,,,,,,85.0,,,,,,,
45,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-01-29 01:22:57,2025-12-26 17:26:55,671.0,27.0,57.0,4.0,358.0,6.0,27.0,360,19,True,2,2025-12-26 17:30:28,nixos-25.11,35048.0,700.0,13.0,25.0,,,,,,,
46,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2026-01-26 03:08:12,2026-01-26 03:08:12,399.0,29.0,192.0,77.0,285.0,7.0,29.0,4839,18,True,2,,,,,,121.0,,8.0,8.0,,,,
47,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,2.0,355.0,55.0,606.0,311.0,539.0,2109,18,True,1,,,,,,159.0,,,,,,,
48,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2026-01-26 09:15:15,2026-01-26 09:14:14,490.0,28.0,21.0,13.0,178.0,10.0,30.0,1519,18,True,1,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,,
49,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-12-08 12:48:18,2025-12-08 12:48:09,206.0,7.0,58.0,42.0,70.0,6.0,38.0,1496,18,True,1,2025-07-29 12:52:53,2.3.3,,,23.0,28.0,,,,,,,
50,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-11-13 20:18:58,2025-11-13 20:18:58,3139.0,4.0,206.0,46.0,542.0,143.0,167.0,1214,18,True,1,,,,,,51.0,,,,,,,
51,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1024,18,False,1,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,,
52,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-01-31 11:04:27,2026-01-31 11:03:13,1492.0,97.0,81.0,24.0,344.0,43.0,118.0,891,18,True,2,,,,,,23.0,,,,,,,
53,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2025-11-21 01:08:44,2025-11-21 01:08:38,3683.0,7.0,116.0,31.0,592.0,132.0,368.0,822,18,True,2,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,,['haskell'],,,
54,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-02-01 09:23:52,2026-01-30 07:35:02,357.0,53.0,42.0,6.0,76.0,29.0,29.0,806,18,True,1,2026-01-01 10:31:00,0.10.0,,,11.0,20.0,,,,,,,
55,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-01-26 20:01:49,2026-01-05 12:06:22,365.0,3.0,42.0,13.0,78.0,18.0,55.0,702,18,True,1,2025-10-20 07:01:44,1.12.2,,,6.0,27.0,,3.0,3.0,,,,
56,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-02-01 13:15:09,2026-02-01 13:13:08,10935.0,242.0,45.0,6.0,267.0,48.0,189.0,589,18,True,2,,,,,,34.0,,,,,,,
57,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-12-22 21:36:14,2025-12-22 19:39:19,950.0,9.0,90.0,9.0,372.0,59.0,150.0,566,18,True,1,2025-12-22 21:36:14,3.6.0,,,41.0,72.0,,,,,,,
58,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-01-31 21:29:21,2026-01-31 20:59:02,18884.0,386.0,14.0,9.0,17.0,,,519,18,True,1,,,,,,698.0,,4.0,4.0,,,,
59,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-01-01 11:07:19,2025-12-27 09:21:04,475.0,16.0,38.0,6.0,441.0,15.0,66.0,456,18,True,2,2025-12-27 09:14:59,0.5.5,451.0,7.0,40.0,34.0,,,,,,,
60,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-02-01 18:09:10,2026-02-01 18:09:09,1818.0,245.0,51.0,7.0,961.0,327.0,724.0,76,18,True,2,,,,,,64.0,,,,,,,
61,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2026-01-03 21:32:03,2026-01-03 21:32:03,2336.0,18.0,188.0,18.0,39.0,28.0,84.0,3340,17,True,2,,,,,,18.0,,,,,,,
62,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2026-01-30 22:50:15,2026-01-30 22:50:15,487.0,4.0,152.0,26.0,275.0,87.0,90.0,2398,17,True,2,,,,,,69.0,,,,,,,
63,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-02-01 23:30:37,2026-02-01 14:00:58,985.0,167.0,82.0,6.0,233.0,61.0,237.0,2345,17,True,2,,,,,,44.0,,1.0,1.0,,,,
64,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2026-01-29 20:45:46,2025-11-01 22:07:36,630.0,,91.0,11.0,111.0,118.0,96.0,1975,17,True,1,2023-05-15 05:17:28,0.4.0,,,7.0,37.0,,,,,,,
65,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2026-01-19 02:33:56,2026-01-19 02:27:01,2688.0,22.0,99.0,41.0,10.0,4.0,25.0,1879,17,True,2,,,,,,7.0,,,,,,,
66,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2026-01-19 10:23:42,2026-01-19 10:23:42,361.0,13.0,92.0,25.0,203.0,68.0,72.0,1469,17,True,2,,,,,,43.0,,,,,,,
67,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2026-01-30 05:17:54,2026-01-30 05:03:16,664.0,91.0,44.0,10.0,67.0,87.0,92.0,1377,17,True,2,2022-10-15 10:21:00,2.0.0.0,,,18.0,25.0,,,,,,,
