,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2025-06-23 00:30:09,2025-06-23 00:30:09,820157,44719.0,15776.0,272,370118.0,10326.0,37396.0,20861,13277.0,37,True,1,,,,,,,,,,
1,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2025-06-22 18:06:20,2025-06-22 18:06:20,3835,396.0,391.0,27,970.0,364.0,606.0,5262,221.0,30,True,1,2025-05-08 12:29:24,1.6.1,30.0,290.0,290.0,,,,,
2,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2025-06-19 23:07:56,2025-06-19 23:07:54,1673,27.0,246.0,44,1881.0,355.0,395.0,10008,86.0,28,True,1,2025-04-17 20:04:32,0.14.2,100.0,,,1138805.0,54228.0,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2025-06-22 00:16:22,2025-06-19 05:30:46,4327,56.0,101.0,36,1545.0,127.0,524.0,2628,88.0,28,True,1,2025-06-05 07:04:45,1.12.0,23.0,20.0,20.0,133516.0,3423.0,,,
4,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2025-06-22 17:47:29,2025-06-22 17:47:26,4917,523.0,2038.0,51,4607.0,720.0,1965.0,8228,1318.0,27,True,1,,,,,,,,,,
5,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-05-27 10:56:07,2025-05-27 10:18:05,330,18.0,82.0,11,131.0,16.0,93.0,581,32.0,25,True,1,2025-05-27 10:39:45,31.4.0,37.0,33230.0,33230.0,,,,,
6,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2025-06-18 17:17:44,2025-06-18 17:17:42,748,32.0,75.0,15,784.0,322.0,478.0,2919,31.0,24,True,1,2025-06-18 00:42:35,3.6.6,79.0,3.0,3.0,893016.0,30793.0,,,
7,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2025-06-23 00:49:32,2025-06-22 00:51:51,3849,130.0,236.0,19,1446.0,160.0,783.0,591,157.0,24,True,1,2025-06-09 02:20:59,nix-tools-0.3.5,14.0,,,13082.0,872.0,['haskell'],,
8,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2025-06-19 19:37:14,2025-06-10 16:54:15,594,15.0,143.0,29,383.0,37.0,190.0,2322,43.0,23,True,1,2025-02-14 23:50:00,2411.6.0,9.0,,,53631.0,1031.0,,,
9,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2025-06-22 23:51:36,2025-06-22 23:48:08,32303,1842.0,391.0,18,794.0,26.0,92.0,1521,490.0,23,True,1,,,,,,,,,,
10,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2025-06-03 09:16:33,2025-04-11 19:38:48,563,10.0,45.0,8,310.0,57.0,97.0,1130,24.0,23,True,1,2025-04-10 22:34:11,4.0.0,19.0,10.0,10.0,24919.0,622.0,,,
11,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2025-06-22 00:01:55,2025-06-18 15:40:19,245,70.0,35.0,5,145.0,20.0,28.0,312,26.0,23,True,2,2025-05-16 13:37:42,25,25.0,2917.0,2917.0,,,,,
12,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2025-06-22 19:18:33,2025-06-22 18:56:08,2222,104.0,517.0,34,804.0,258.0,458.0,4122,253.0,22,True,1,,,,,,,,,,
13,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,nixos-modules,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2025-06-22 20:09:18,2025-06-22 19:04:05,3487,471.0,337.0,13,2509.0,125.0,664.0,2257,236.0,22,True,1,,,,,,,,,,
14,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2025-06-11 14:41:57,2025-06-11 14:38:10,2139,44.0,110.0,20,579.0,31.0,174.0,561,31.0,22,True,1,2025-06-11 14:41:51,0.0.125,100.0,,,7890.0,146.0,,,
15,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-06-20 22:08:01,2025-06-02 18:59:04,327,55.0,22.0,4,147.0,14.0,25.0,204,14.0,22,True,3,2025-04-24 11:12:44,17,17.0,6639.0,6639.0,,,,,
16,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2025-06-20 22:14:13,2025-06-20 15:27:26,3216,572.0,90.0,19,1902.0,321.0,1049.0,3254,46.0,21,True,1,2025-06-10 22:35:12,1.4.4,42.0,,,20.0,0.0,,,
17,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2025-06-20 03:08:13,2025-06-11 05:56:04,1896,40.0,286.0,38,841.0,119.0,186.0,3127,182.0,21,True,1,,,,,,,,,,
18,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2025-06-22 03:20:58,2025-06-16 13:02:07,791,86.0,157.0,17,363.0,59.0,134.0,2248,74.0,21,True,1,2025-06-05 06:49:06,1.11.0,14.0,,,,,,,
19,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2025-05-31 02:57:45,2025-05-31 02:44:03,582,34.0,114.0,35,116.0,42.0,151.0,1115,34.0,21,True,1,2025-05-31 04:25:56,release-2025-05-30,83.0,,,3184.0,81.0,,,
20,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2025-06-18 21:08:08,2025-06-18 19:33:41,288,22.0,24.0,7,108.0,19.0,11.0,438,13.0,21,True,3,2025-06-16 18:48:17,11,11.0,4696.0,4696.0,,,,,
21,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-06-22 04:05:53,2025-06-22 04:05:52,488,31.0,35.0,4,115.0,1.0,34.0,399,32.0,21,True,1,2025-06-22 03:45:32,2025-06-22-034530,100.0,,,502036.0,22819.0,,,
22,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2025-06-17 14:44:31,2025-06-17 14:44:31,604,20.0,117.0,18,132.0,7.0,41.0,2575,73.0,20,True,1,2025-06-16 16:15:06,0.5.2,35.0,,,1277.0,58.0,,1.0,
23,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2025-06-23 00:36:32,2025-06-17 14:00:06,961,36.0,118.0,15,379.0,6.0,202.0,2225,75.0,20,True,1,2025-05-09 15:21:02,3.0.7,37.0,,,,,,,
24,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,nixos-modules,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2025-06-22 03:42:38,2025-06-22 03:25:14,1014,316.0,228.0,12,938.0,167.0,346.0,1709,141.0,20,True,2,,,,,,,,,,
25,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2025-06-03 07:25:09,2025-06-03 07:25:05,570,22.0,59.0,32,148.0,31.0,133.0,1179,30.0,20,True,1,2023-10-31 21:53:05,0.6.0,6.0,,,5214.0,73.0,,,
26,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-06-21 16:23:46,2025-06-21 16:23:40,494,63.0,90.0,30,18.0,10.0,132.0,1134,5.0,20,True,1,2024-01-30 23:39:23,23.11,13.0,,,7386.0,205.0,,,
27,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2025-06-09 02:51:54,2025-06-09 02:48:27,1295,20.0,39.0,7,451.0,49.0,197.0,1104,41.0,20,True,1,2025-05-09 18:54:40,2.6.4,27.0,,,,,,,
28,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2025-04-03 14:27:04,2025-04-03 14:27:04,3486,2.0,449.0,9,1411.0,170.0,322.0,923,334.0,20,True,1,2025-03-19 15:29:55,2025.3.1955794,100.0,,,,,['python'],-1.0,
29,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",nixos-modules,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2025-06-20 17:45:09,2025-06-20 17:44:48,2325,380.0,127.0,7,613.0,50.0,235.0,922,81.0,20,True,2,2024-12-04 14:22:01,0.7,6.0,,,,,,,
30,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2025-06-10 17:36:30,2025-06-03 06:26:52,700,39.0,45.0,13,393.0,49.0,148.0,763,20.0,20,True,1,2025-05-21 12:33:45,2.3.1,28.0,8.0,8.0,15524.0,316.0,,-1.0,
31,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2025-06-18 13:11:00,2025-02-13 19:12:43,1357,,94.0,12,189.0,94.0,114.0,421,51.0,20,True,1,2024-06-30 15:14:42,0.14.1,18.0,51.0,51.0,,,,,
32,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2025-06-23 01:11:18,2025-06-09 01:19:42,634,45.0,51.0,6,339.0,6.0,23.0,300,23.0,20,True,2,2025-05-28 16:15:29,nixos-25.05,12.0,,,27611.0,657.0,,,
33,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2025-06-18 17:03:19,2025-06-18 17:02:37,739,24.0,105.0,5,450.0,22.0,255.0,1083,57.0,19,True,1,2025-04-24 00:35:50,0.20.3,52.0,,,,,['rust'],,
34,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-06-09 20:10:50,2025-06-09 20:10:50,3070,16.0,193.0,48,519.0,137.0,153.0,1032,48.0,19,True,1,,,,,,,,,,
35,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2025-06-23 00:07:04,2025-06-23 00:07:04,681,93.0,72.0,10,286.0,33.0,76.0,618,53.0,19,True,1,2025-04-04 13:59:20,1.11.0,43.0,,,,,,,
36,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2025-06-22 08:24:47,2025-06-22 08:24:47,16540,744.0,168.0,9,204.0,9.0,278.0,557,83.0,19,True,1,,,,,,,,,,
37,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-06-23 00:01:34,2025-06-20 15:25:47,842,71.0,78.0,11,323.0,69.0,127.0,501,66.0,19,True,1,2025-06-13 13:27:41,3.4.0,38.0,,,,,,,
38,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-06-21 04:57:17,2025-06-21 04:57:17,324,10.0,172.0,75,245.0,6.0,28.0,4082,112.0,18,True,2,,,,8.0,8.0,,,,1.0,
39,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-02-12 08:16:03,2025-02-12 08:16:03,3601,,352.0,58,605.0,311.0,539.0,1994,158.0,18,True,1,,,,,,,,,,
40,Colmena,zhaofengli/colmena,"A simple, stateless NixOS deployment tool modeled after NixOps and morph.",deployment-tools,https://github.com/zhaofengli/colmena,https://github.com/zhaofengli/colmena,MIT,2020-12-16 04:21:43,2025-06-19 19:09:17,2025-06-12 14:49:08,602,29.0,83.0,13,91.0,113.0,90.0,1586,35.0,18,True,1,2023-05-15 05:17:28,0.4.0,7.0,,,,,,,
41,nil,oxalica/nil,"NIx Language server, an incremental analysis assistent for writing in Nix.",development,https://github.com/oxalica/nil,https://github.com/oxalica/nil,Apache-2.0,2022-07-19 08:55:08,2025-06-22 02:11:28,2025-06-22 02:10:51,540,17.0,48.0,8,58.0,23.0,88.0,1577,29.0,18,True,2,2025-06-13 06:48:41,2025-06-13,17.0,,,,,,,
42,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2025-06-23 01:04:15,2025-06-17 13:53:04,830,20.0,63.0,16,318.0,45.0,99.0,1189,35.0,18,True,2,2025-01-23 13:56:40,0.4.2,6.0,,,,,,,
43,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2025-06-22 02:44:50,2025-06-22 02:44:25,1824,94.0,70.0,10,69.0,13.0,142.0,1160,25.0,18,True,2,,,,,,,,['rust'],,
44,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358,,105.0,24,248.0,28.0,172.0,1010,52.0,18,False,2,2022-04-02 22:16:50,0.11.0,4.0,,,,,,,
45,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2025-05-27 18:20:17,2025-05-13 05:44:02,348,3.0,39.0,14,51.0,18.0,53.0,574,26.0,18,True,1,2025-03-21 08:52:28,1.11.0,3.0,3.0,3.0,,,,-1.0,
46,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2025-06-22 13:26:59,2025-06-22 12:55:19,10300,261.0,44.0,7,245.0,45.0,185.0,561,33.0,18,True,2,,,,,,,,,,
47,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-06-22 23:57:13,2025-06-22 23:57:12,2096,311.0,51.0,4,999.0,13.0,77.0,503,42.0,18,True,2,,,,,,,,,,
48,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,development,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2025-06-20 14:40:21,2025-06-20 14:40:10,426,18.0,36.0,6,415.0,18.0,56.0,380,31.0,18,True,2,2025-06-20 14:40:29,0.4.21,33.0,,,335.0,6.0,,,
49,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-05-31 09:17:30,2025-05-31 08:42:18,803,54.0,33.0,8,331.0,18.0,23.0,187,24.0,18,True,1,2025-05-26 07:31:07,2.29.0,33.0,,,,,,,
50,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2025-06-20 21:28:32,2025-06-20 21:28:32,1121,274.0,46.0,10,629.0,223.0,363.0,61,61.0,18,True,2,,,,,,,,,1.0,
51,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-06-17 15:14:20,2025-06-17 15:14:20,331,11.0,132.0,17,159.0,81.0,85.0,1863,53.0,17,True,1,2023-12-20 16:42:54,0.15.0,12.0,,,,,,,
52,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,learning,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-05-14 17:05:48,2025-05-14 17:05:11,2621,32.0,100.0,42,10.0,4.0,25.0,1790,7.0,17,True,2,,,,,,,,,,
53,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-05-16 07:56:00,2025-05-16 07:56:00,456,6.0,98.0,29,124.0,97.0,198.0,1628,21.0,17,True,2,,,,,,,,,,
54,nh,nix-community/nh,Yet another Nix CLI helper.,command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2025-06-22 18:47:58,2025-06-22 16:38:37,562,129.0,53.0,8,122.0,39.0,164.0,1584,29.0,17,True,2,,,,1.0,1.0,,,,,
55,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-06-21 18:38:11,2025-06-18 18:47:43,2434,42.0,138.0,15,798.0,171.0,127.0,1131,80.0,17,True,2,,,,,,,,,,
56,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2025-06-23 00:11:20,2025-06-01 05:30:34,177,10.0,42.0,17,81.0,57.0,22.0,1046,13.0,17,True,2,2024-04-15 08:53:22,012,12.0,,,12711.0,244.0,,,
57,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-05-13 11:00:51,2025-05-13 10:12:35,400,7.0,67.0,27,148.0,55.0,57.0,940,32.0,17,True,2,2024-10-23 08:41:20,1.8.0,10.0,,,,,,,
58,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-06-22 06:59:12,2025-06-22 06:36:27,2302,93.0,58.0,10,102.0,34.0,54.0,826,22.0,17,True,2,,,,,,,,['rust'],,
59,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144,5.0,25.0,9,86.0,20.0,50.0,795,59.0,17,True,2,2024-08-16 16:11:14,1.7.1,7.0,,,,,,-1.0,
60,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-06-23 01:11:04,2025-06-23 01:11:02,1166,53.0,44.0,20,618.0,10.0,24.0,738,37.0,17,True,2,,,,,,,,,,
61,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-06-22 00:14:55,2024-12-03 01:17:10,594,,139.0,34,362.0,38.0,170.0,715,39.0,17,True,2,2023-01-31 21:35:49,0.1.0,1.0,,,,,,,
62,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2025-06-20 07:12:38,2025-06-20 07:12:27,1292,109.0,67.0,25,335.0,38.0,103.0,698,20.0,17,True,2,,,,,,,,,,
63,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2025-06-22 00:43:38,2025-06-22 00:43:38,543,41.0,46.0,12,410.0,32.0,88.0,521,29.0,17,True,2,2024-12-10 12:11:02,0.4.0,4.0,,,,,,,
64,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-06-04 18:34:43,2025-06-04 18:33:13,1432,6.0,46.0,9,1002.0,27.0,407.0,491,28.0,17,True,1,2024-08-12 19:34:11,24.09,25.0,,,165.0,3.0,,,
65,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637,3.0,80.0,12,217.0,63.0,118.0,421,42.0,17,True,2,2025-06-19 20:23:17,0.12.0,15.0,,,,,['rust'],2.0,
66,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-06-16 00:05:49,2025-06-09 00:08:59,255,88.0,19.0,5,151.0,10.0,24.0,343,9.0,17,True,2,2025-05-21 08:41:31,1.2.0,3.0,,,,,,,
67,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-06-18 18:24:55,2025-06-18 18:24:55,283,44.0,29.0,11,100.0,14.0,37.0,342,19.0,17,True,2,2025-05-07 19:11:03,0.3.1,6.0,,,,,,1.0,
68,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-06-22 00:07:31,2025-06-11 17:43:10,635,47.0,7.0,7,180.0,4.0,3.0,257,11.0,17,True,2,2025-05-28 17:46:21,0.2.7,29.0,1.0,1.0,1358.0,56.0,,,
69,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-06-02 20:06:53,2025-06-02 18:56:09,137,36.0,4.0,3,70.0,1.0,6.0,68,3.0,17,True,3,2025-05-30 14:04:27,10,10.0,1372.0,1372.0,,,,,
70,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/astro/microvm.nix,https://github.com/astro/microvm.nix,MIT,2021-06-24 00:35:04,2025-06-19 18:36:34,2025-06-19 18:36:24,931,34.0,132.0,17,191.0,42.0,138.0,1731,60.0,16,True,1,,,,,,,,,,
