,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id
70,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",distributions,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2025-07-27 22:21:36,2025-07-27 19:42:37,18202,396.0,15.0,9,17.0,,,417,683.0,17,True,2,,,,,,,,,,
71,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2025-07-05 15:39:16,2025-07-05 15:38:58,419,12.0,30.0,11,40.0,15.0,21.0,377,22.0,17,True,2,2024-05-06 23:34:26,0.3.0,3.0,,,,,,,
72,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2025-07-28 00:05:00,2025-07-25 10:45:06,269,66.0,20.0,5,165.0,11.0,25.0,365,9.0,17,True,2,2025-05-21 08:41:31,1.2.0,3.0,,,,,,,
73,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-07-16 00:29:58,2025-07-09 12:37:59,651,47.0,7.0,7,185.0,4.0,4.0,268,11.0,17,True,2,2025-07-03 14:06:00,0.2.8,30.0,1.0,1.0,1479.0,59.0,,,
74,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/nix-community/nix-eval-jobs,https://github.com/nix-community/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2025-07-16 16:47:53,2025-07-16 16:39:28,817,29.0,34.0,8,334.0,16.0,25.0,191,24.0,17,True,2,2025-07-16 16:42:16,2.30.0,34.0,,,,,,,
75,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2025-07-21 03:53:40,2025-07-14 22:47:40,145,20.0,4.0,3,75.0,1.0,6.0,69,4.0,17,True,3,2025-07-15 02:38:22,12,12.0,1400.0,1400.0,,,,,
76,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2025-06-23 15:16:26,2025-06-17 15:14:20,331,8.0,136.0,16,161.0,81.0,86.0,1913,53.0,16,True,1,2023-12-20 16:42:54,0.15.0,12.0,,,,,,-1.0,
77,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-07-20 10:49:55,2025-04-20 11:46:53,249,,71.0,28,93.0,31.0,48.0,1901,11.0,16,True,2,,,,5.0,5.0,,,,,
78,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-07-15 09:21:55,2025-05-04 06:51:38,1074,13.0,30.0,6,583.0,30.0,27.0,1094,12.0,16,True,2,2024-08-16 05:45:38,0.3.1,10.0,1.0,1.0,,,,,
79,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-07-25 19:06:25,2025-07-25 19:06:25,1234,47.0,50.0,11,334.0,120.0,239.0,923,21.0,16,True,2,,,,,,,,,1.0,
80,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144,,25.0,9,86.0,20.0,50.0,802,59.0,16,True,2,2024-08-16 16:11:14,1.7.1,7.0,,,,,,,
81,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-07-26 09:42:12,2025-07-26 09:36:05,162,10.0,27.0,7,40.0,34.0,34.0,688,18.0,16,True,2,2023-09-09 11:41:50,0.5.8,6.0,,,,,,,
82,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2025-07-17 17:30:05,2025-07-17 17:30:05,271,25.0,29.0,7,50.0,25.0,19.0,669,14.0,16,True,2,2025-07-13 16:38:40,0.8.0,9.0,,,,,,,
83,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527,,33.0,10,210.0,32.0,89.0,573,30.0,16,True,2,,,,144.0,144.0,,,,,
84,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277,,96.0,8,89.0,118.0,124.0,559,49.0,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,16.0,13.0,13.0,,,,,
85,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-06-04 18:34:43,2025-06-04 18:33:13,1432,2.0,45.0,9,1002.0,27.0,408.0,499,28.0,16,True,1,2024-08-12 19:34:11,24.09,25.0,,,168.0,3.0,,-1.0,
86,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-07-27 09:16:57,2025-07-27 09:16:56,497,42.0,134.0,16,562.0,117.0,277.0,460,96.0,16,True,2,,,,,,,,,,
87,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637,1.0,81.0,12,217.0,66.0,118.0,426,42.0,16,True,2,2025-06-19 20:23:17,0.12.0,15.0,,,,,['rust'],,
88,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-07-23 18:49:40,2025-07-23 18:49:39,396,10.0,122.0,82,189.0,39.0,38.0,422,113.0,16,True,2,,,,,,,,,,
89,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-07-24 13:08:41,2025-07-24 13:08:41,2597,14.0,153.0,15,333.0,77.0,246.0,378,131.0,16,True,2,,,,,,,,,,
90,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-07-27 20:22:47,2025-07-27 20:22:27,1884,85.0,43.0,6,63.0,26.0,32.0,367,18.0,16,True,2,,,,,,,,,,
91,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-06-08 11:21:24,2025-06-08 11:21:23,448,13.0,45.0,11,83.0,13.0,23.0,366,28.0,16,True,2,2024-10-15 02:32:47,2.8.0,15.0,,,,,,,
92,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-07-09 13:43:12,2025-07-09 13:43:12,288,35.0,29.0,12,103.0,16.0,38.0,359,19.0,16,True,2,2025-05-07 19:11:03,0.3.1,6.0,,,,,,,
93,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-07-27 20:40:39,2025-07-24 21:12:33,761,60.0,11.0,10,392.0,75.0,32.0,319,10.0,16,True,2,2025-07-12 21:17:21,0.4.0,13.0,,,,,,,
94,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-07-17 17:57:01,2025-07-17 17:57:01,448,105.0,6.0,7,64.0,6.0,24.0,301,5.0,16,True,2,2025-07-13 22:56:26,0.13.0,14.0,,,,,,,
95,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,MIT,2023-01-22 21:22:29,2025-07-27 14:30:40,2025-07-26 13:30:56,1022,85.0,24.0,2,549.0,8.0,14.0,274,25.0,16,True,2,2025-04-24 09:17:39,harmonia-v2.1.0,22.0,,,,,,,
96,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-07-27 06:19:16,2025-07-27 06:19:15,2228,89.0,24.0,4,74.0,2.0,83.0,202,15.0,16,True,2,,,,,,,,['rust'],,90-008/nix-cargo-integration
97,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-07-27 20:19:23,2025-07-27 20:19:20,440,10.0,25.0,9,256.0,38.0,88.0,199,17.0,16,True,2,2024-06-24 17:17:26,0.5.0,5.0,,,,,['haskell'],,
98,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,nixos-modules,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2025-07-19 17:10:16,2025-07-19 16:39:00,308,10.0,29.0,45,59.0,11.0,24.0,196,17.0,16,True,2,2025-07-04 13:35:36,0.4.0.18,28.0,,,312.0,2.0,,,
99,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-07-23 14:34:25,2025-07-23 14:34:22,164,40.0,8.0,5,19.0,3.0,22.0,190,6.0,16,True,1,2025-07-04 20:29:01,0.14.0,15.0,2.0,2.0,,,,,
100,nixdoc,nix-community/nixdoc,Tool to generate documentation for Nix library functions.,development,https://github.com/nix-community/nixdoc,https://github.com/nix-community/nixdoc,GPL-3.0,2018-10-25 16:07:24,2025-05-05 22:17:10,2025-02-11 21:34:07,223,,16.0,7,122.0,5.0,21.0,151,14.0,16,True,2,2025-02-11 21:35:04,3.1.0,14.0,12.0,12.0,,,,,
101,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-07-28 01:14:03,2025-07-07 15:55:40,483,2.0,145.0,28,270.0,83.0,88.0,2215,68.0,15,True,2,,,,,,,,,,
102,deploy-rs,serokell/deploy-rs,A simple multi-profile Nix-flake deploy tool.,deployment-tools,https://github.com/serokell/deploy-rs,https://github.com/serokell/deploy-rs,,2020-09-28 17:46:15,2025-07-14 02:00:48,2025-06-05 06:37:47,340,12.0,116.0,26,139.0,89.0,108.0,1709,39.0,15,True,2,,,,,,,,,,
103,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2025-05-26 13:55:47,2025-01-25 18:51:23,179,,106.0,17,110.0,74.0,87.0,1473,35.0,15,True,2,,,,,,,,,,
104,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102,,82.0,21,81.0,16.0,24.0,1412,28.0,15,True,2,2022-05-21 09:05:05,1.0.0,1.0,,,,,,,
105,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-03-17 10:38:59,2025-03-08 22:32:38,345,,92.0,26,194.0,69.0,70.0,1392,40.0,15,True,2,,,,,,,,,,
106,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-07-25 04:14:08,2025-07-25 04:03:05,543,23.0,33.0,11,32.0,77.0,81.0,1178,17.0,15,True,2,2022-10-15 10:21:00,2.0.0.0,18.0,,,,,,,
107,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-07-21 04:08:41,2025-05-26 09:34:52,645,12.0,34.0,18,186.0,31.0,26.0,1081,21.0,15,True,2,,,,,,,,,,
108,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-07-21 18:10:26,2025-07-21 18:10:25,384,12.0,51.0,21,167.0,53.0,52.0,960,18.0,15,True,2,,,,,,,,,,
109,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-07-16 18:07:59,2025-07-16 18:07:57,380,24.0,91.0,7,201.0,55.0,111.0,843,54.0,15,True,2,,,,,,,,['rust'],,
110,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036,,26.0,10,1179.0,17.0,8.0,786,8.0,15,False,2,2019-11-14 10:07:35,0.2.0,3.0,51.0,51.0,72.0,1.0,,,
111,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176,,38.0,13,75.0,17.0,21.0,717,24.0,15,False,2,,,,36.0,36.0,,,,,
112,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-06-24 15:44:48,2025-06-24 15:44:48,1031,9.0,182.0,5,432.0,51.0,124.0,689,131.0,15,True,2,,,,,,,,,,
113,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2025-07-08 19:26:04,2025-07-08 19:26:03,203,10.0,60.0,13,78.0,49.0,48.0,679,29.0,15,True,2,,,,,,,,,,
114,nixos-cosmic,lilyinstarlight/nixos-cosmic,Flake for using COSMIC on NixOS.,nixos-modules,https://github.com/lilyinstarlight/nixos-cosmic,https://github.com/lilyinstarlight/nixos-cosmic,MIT,2024-02-27 23:59:10,2025-07-27 11:03:47,2025-07-04 01:16:54,949,64.0,48.0,11,705.0,47.0,110.0,621,20.0,15,True,2,,,,,,,,,,
115,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317,,42.0,6,94.0,4.0,56.0,519,23.0,15,True,2,2024-07-02 21:31:57,1.5.1,9.0,,,,,,,
116,treefmt-nix,numtide/treefmt-nix,A Nix configuration for `treefmt`.,development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-07-25 10:29:54,2025-07-25 10:29:54,456,24.0,122.0,10,288.0,37.0,64.0,430,107.0,15,True,2,,,,,,,,,,
117,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-07-27 02:31:01,2025-07-27 02:31:01,947,70.0,50.0,3,62.0,21.0,52.0,387,20.0,15,True,2,,,,,,,,,,
118,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-07-28 00:01:03,2025-07-27 17:38:45,2021,88.0,64.0,6,876.0,1.0,85.0,367,25.0,15,True,2,,,,,,,,,,
119,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",learning,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-06-03 20:59:44,2025-06-03 20:59:17,3775,23.0,11.0,4,,,4.0,349,,15,True,2,2018-12-13 04:54:01,0.2.0,2.0,,,,,,,
120,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,nixos-modules,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2025-07-27 06:37:51,2025-07-27 04:48:47,900,27.0,25.0,4,247.0,7.0,52.0,322,24.0,15,True,2,2025-04-29 21:27:19,24.11,1.0,,,,,,,
121,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-06-29 05:17:11,2025-06-29 05:17:11,175,3.0,30.0,3,60.0,17.0,38.0,302,8.0,15,True,2,2024-10-03 15:42:09,0.2.0,2.0,,,,,,,
122,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-07-21 11:10:19,2025-07-21 11:10:19,300,3.0,62.0,2,129.0,34.0,41.0,272,25.0,15,True,2,2024-10-20 18:50:38,1.6.0,7.0,,,,,,,
123,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-07-22 08:49:07,2025-07-22 08:49:05,417,13.0,10.0,5,52.0,3.0,8.0,215,7.0,15,True,2,2025-06-27 08:35:45,0.3.2,13.0,,,,,,,
124,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2025-07-27 15:23:48,2025-07-27 15:23:46,836,14.0,20.0,15,284.0,29.0,132.0,211,14.0,15,True,2,2025-07-15 18:56:39,1.3.0,6.0,,,,,,,
125,tree-sitter-nix,nix-community/tree-sitter-nix,Nix grammar for tree-sitter.,development,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,MIT,2019-03-22 10:12:10,2025-07-24 17:21:16,2025-07-18 17:46:47,183,7.0,42.0,2,102.0,18.0,29.0,204,21.0,15,True,2,,,,17.0,17.0,,,,,
126,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2025-07-27 08:47:50,2025-07-27 08:24:48,1293,95.0,23.0,6,35.0,6.0,16.0,201,11.0,15,True,2,,,,,,,,,,
127,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2025-07-21 04:32:16,2025-07-13 12:55:49,254,10.0,24.0,6,100.0,26.0,46.0,165,16.0,15,True,2,2024-11-20 01:44:18,0.4.0,1.0,,,,,,,
128,niv,nmattia/niv,Easy dependency management for Nix projects with package pinning.,development,https://github.com/nmattia/niv,https://github.com/nmattia/niv,MIT,2019-01-17 21:00:18,2025-03-02 23:46:25,2025-03-02 23:46:23,465,,77.0,18,221.0,79.0,113.0,1743,38.0,14,True,2,,,,,,,,,,
129,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2024-07-04 02:41:41,2024-03-11 15:41:57,165,,256.0,16,158.0,46.0,35.0,1591,86.0,14,False,3,,,,,,,,,,
130,attic,zhaofengli/attic,Multi-tenant Nix Binary Cache.,development,https://github.com/zhaofengli/attic,https://github.com/zhaofengli/attic,,2022-12-31 23:43:41,2025-07-26 18:03:21,2025-07-11 06:57:24,405,29.0,115.0,13,101.0,108.0,56.0,1428,31.0,14,True,2,,,,,,,,,,
131,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-07-27 00:24:10,2025-06-18 17:39:21,1493,29.0,79.0,13,338.0,37.0,70.0,1071,53.0,14,True,2,,,,,,,,,-1.0,
132,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2025-07-03 10:28:53,2025-07-03 10:28:53,426,70.0,48.0,20,124.0,19.0,39.0,959,16.0,14,True,2,,,,,,,,,,
133,tvix,tvlfyi/tvix,Tvix - A Rust implementation of Nix.,programming-languages,https://github.com/tvlfyi/tvix,https://github.com/tvlfyi/tvix,GPL-3.0,2023-02-01 16:57:15,2025-07-14 09:18:12,2025-07-14 09:04:29,3196,44.0,13.0,19,3.0,,,876,50.0,14,True,2,,,,,,,,['rust'],,
134,nixGL,nix-community/nixGL,A wrapper tool for nix OpenGL application.,nixos-modules,https://github.com/nix-community/nixGL,https://github.com/nix-community/nixGL,MIT,2017-09-16 10:18:56,2025-07-09 09:52:44,2025-07-09 09:52:44,179,5.0,112.0,15,78.0,72.0,57.0,838,29.0,14,True,3,,,,,,,,,,
135,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-04-20 16:35:56,2025-04-20 16:15:25,435,,52.0,14,125.0,92.0,52.0,773,30.0,14,True,2,2024-12-11 12:03:22,0.2.2.0,3.0,,,,,,,
136,musnix,musnix/musnix,Do real-time audio work in NixOS.,nixos-modules,https://github.com/musnix/musnix,https://github.com/musnix/musnix,BSD-3-Clause,2014-12-22 20:57:55,2025-07-01 01:48:43,2025-03-06 23:27:52,416,,59.0,17,156.0,11.0,54.0,762,37.0,14,True,3,,,,,,,,,,
137,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-05-16 14:48:26,2025-05-16 14:48:23,145,8.0,38.0,19,40.0,9.0,44.0,752,19.0,14,True,2,2024-08-14 06:20:05,2.0.0,5.0,,,,,,,
138,nurl,nix-community/nurl,Generate Nix fetcher calls from repository URLs.,command-line-tools,https://github.com/nix-community/nurl,https://github.com/nix-community/nurl,MPL-2.0,2022-12-30 02:06:33,2024-12-11 15:58:07,2024-09-16 16:53:16,701,,9.0,5,370.0,12.0,6.0,579,2.0,14,True,2,2023-07-21 21:21:31,0.3.13,18.0,16.0,16.0,739.0,23.0,,,
139,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2025-07-08 22:28:07,2025-07-08 22:27:31,1072,3.0,83.0,16,198.0,101.0,178.0,510,50.0,14,True,2,,,,,,,,,,
140,uv2nix,pyproject-nix/uv2nix,Ingest uv workspaces using Nix.,programming-languages,https://github.com/pyproject-nix/uv2nix,https://github.com/pyproject-nix/uv2nix,MIT,2024-08-22 04:29:29,2025-07-24 23:34:53,2025-07-24 23:34:39,332,29.0,26.0,8,171.0,7.0,42.0,465,13.0,14,True,2,,,,,,,,['python'],,
141,noogle,nix-community/noogle,Nix function exploring.,discovery,https://github.com/nix-community/noogle,https://github.com/nix-community/noogle,MIT,2022-11-26 09:35:35,2025-07-27 03:08:24,2025-07-27 03:08:23,987,128.0,15.0,3,778.0,20.0,43.0,454,14.0,14,True,2,,,1.0,,,,,,,
142,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2025-07-15 17:59:56,2025-07-15 17:57:25,337,15.0,9.0,12,127.0,35.0,47.0,412,9.0,14,True,3,2025-05-12 13:37:17,0.4.0,3.0,,,,,,,
143,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-07-09 20:48:55,2025-07-09 20:48:55,220,6.0,34.0,7,46.0,20.0,47.0,311,22.0,14,True,2,,,,,,,,,,
