,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,contributor_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,github_release_downloads,monthly_downloads,labels,trending,updated_github_id,gitlab_id,gitlab_url
67,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,108.0,10.0,148.0,208.0,227.0,894,47.0,17,False,2.0,2022-06-01 12:00:53,3.5.0,19.0,3.0,3.0,,,['python'],,,,
68,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2025-09-14 07:02:53,2025-09-14 06:39:56,2387.0,90.0,59.0,10.0,104.0,35.0,56.0,890,24.0,17,True,2.0,,,,,,,,['rust'],,,,
69,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2025-09-11 00:59:24,2025-09-11 00:59:23,1228.0,66.0,46.0,19.0,654.0,13.0,25.0,787,39.0,17,True,2.0,,,,,,,,,,,,
70,nixos-shell,Mic92/nixos-shell,Simple headless VM configuration using Nix (similar to Vagrant).,virtualisation,https://github.com/Mic92/nixos-shell,https://github.com/Mic92/nixos-shell,MIT,2018-04-03 21:46:23,2025-09-14 03:18:48,2025-09-14 03:18:47,173.0,28.0,38.0,19.0,53.0,11.0,44.0,759,23.0,17,True,1.0,2024-08-14 06:20:05,2.0.0,5.0,,,,,,,,,
71,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2025-09-14 00:13:29,2024-12-03 01:17:10,594.0,,144.0,32.0,365.0,38.0,170.0,720,39.0,17,True,2.0,2023-01-31 21:35:49,0.1.0,1.0,,,,,,,,,
72,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2025-09-14 13:33:47,2025-09-14 13:24:04,256.0,104.0,28.0,7.0,61.0,36.0,38.0,718,20.0,17,True,2.0,2023-09-09 11:41:50,0.5.8,6.0,,,,,,,,,
73,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2025-09-13 21:16:09,2025-09-13 19:30:52,18341.0,300.0,16.0,9.0,17.0,,,438,689.0,17,True,2.0,,,,,,,,,,,,
74,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2025-07-05 15:39:16,2025-07-05 15:38:58,419.0,12.0,32.0,12.0,40.0,15.0,21.0,400,22.0,17,True,2.0,2024-05-06 23:34:26,0.3.0,3.0,,,,,,,,,
75,npins,andir/npins,A simple tool for handling different types of dependencies in a Nix project.,development,https://github.com/andir/npins,https://github.com/andir/npins,EUPL-1.2,2021-07-31 15:30:32,2025-08-24 17:18:46,2025-08-24 17:18:46,294.0,12.0,33.0,12.0,107.0,23.0,39.0,390,22.0,17,True,2.0,2025-05-07 19:11:03,0.3.1,6.0,,,,,,,,,
76,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2025-09-08 10:37:33,2025-08-24 15:04:40,315.0,18.0,63.0,2.0,147.0,34.0,43.0,277,27.0,17,True,2.0,2025-08-27 11:32:40,1.7.0,9.0,,,,,,,,,
77,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2025-09-13 09:46:11,2025-09-13 09:46:11,185.0,55.0,9.0,7.0,24.0,3.0,26.0,229,7.0,17,True,1.0,2025-09-05 13:42:00,0.17.0,18.0,2.0,2.0,,,,,,,
78,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2025-09-02 16:27:34,2025-09-02 16:27:24,400.0,18.0,233.0,42.0,22.0,8.0,19.0,2617,8.0,16,True,2.0,,,,,,,,,,,,
79,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-09-12 15:01:16,2025-09-12 14:51:50,256.0,7.0,74.0,27.0,100.0,31.0,50.0,1922,11.0,16,True,2.0,,,,5.0,5.0,,,,,,,
80,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-09-03 15:31:09,2025-08-28 16:47:18,2627.0,6.0,99.0,42.0,10.0,4.0,25.0,1839,7.0,16,True,2.0,,,,,,,,,,,,
81,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2025-07-23 12:54:09,2025-07-21 12:28:15,458.0,2.0,110.0,30.0,127.0,99.0,204.0,1766,22.0,16,True,2.0,,,,,,,,['android'],,,,
82,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2025-08-18 14:28:22,2025-03-08 22:32:38,345.0,,92.0,26.0,197.0,69.0,71.0,1409,40.0,16,True,2.0,,,,,,,,,,,,
83,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-09-13 18:33:49,2025-08-12 06:02:19,2438.0,6.0,142.0,12.0,816.0,172.0,127.0,1174,80.0,16,True,2.0,,,,,,,,,-1.0,,,
84,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2025-09-14 20:26:04,2025-08-27 07:56:55,667.0,22.0,33.0,18.0,206.0,35.0,27.0,1156,22.0,16,True,2.0,,,,,,,,,,,,
85,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2025-09-10 08:06:51,2025-05-04 06:51:38,1074.0,,32.0,6.0,585.0,33.0,27.0,1150,12.0,16,True,2.0,2024-08-16 05:45:38,0.3.1,10.0,1.0,1.0,,,,,,,
86,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2025-09-01 23:46:53,2025-09-01 23:46:52,397.0,17.0,53.0,21.0,171.0,53.0,56.0,986,21.0,16,True,2.0,,,,,,,,,,,,
87,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-07-23 06:09:02,2025-07-23 06:09:02,403.0,1.0,67.0,27.0,148.0,53.0,60.0,972,33.0,16,True,2.0,2024-10-23 08:41:20,1.8.0,10.0,,,,,,,,,
88,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2025-08-28 22:30:02,2025-08-28 12:53:32,1288.0,77.0,51.0,11.0,337.0,121.0,240.0,945,21.0,16,True,2.0,,,,,,,,,,,,
89,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,9.0,86.0,21.0,50.0,816,59.0,16,True,2.0,2024-08-16 16:11:14,1.7.1,7.0,,,,,,,,,
90,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2025-09-11 11:02:10,2025-09-11 11:02:10,1050.0,22.0,189.0,5.0,444.0,54.0,127.0,702,132.0,16,True,2.0,,,,,,,,,,,,
91,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2025-09-07 13:03:54,2025-09-07 13:03:54,283.0,31.0,32.0,7.0,56.0,24.0,20.0,697,16.0,16,True,2.0,2025-07-13 16:38:40,0.8.0,9.0,,,,,,,,,
92,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,10.0,210.0,32.0,89.0,566,30.0,16,False,2.0,,,,145.0,145.0,,,,,,,
93,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,96.0,8.0,89.0,118.0,124.0,564,49.0,16,False,2.0,2022-04-20 14:28:23,node2nix-1.11.0,16.0,13.0,13.0,,,,,,,
94,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,2.0,45.0,9.0,1003.0,27.0,408.0,500,28.0,16,True,1.0,2024-08-12 19:34:11,24.09,25.0,,,168.0,3.0,,,,,
95,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2025-09-14 00:10:44,2025-09-12 09:51:50,512.0,32.0,140.0,13.0,581.0,121.0,282.0,473,99.0,16,True,1.0,,,,,,,,,,,,
96,nix-pills,NixOS/nix-pills,Guided introduction to Nix fundamentals from basic concepts to advanced use cases.,learning,https://github.com/NixOS/nix-pills,https://github.com/NixOS/nix-pills,CC-BY-SA-4.0,2017-08-14 09:08:14,2025-08-25 18:50:18,2025-08-25 18:50:18,398.0,12.0,123.0,80.0,190.0,39.0,38.0,432,115.0,16,True,2.0,,,,,,,,,,,,
97,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2025-09-11 01:54:28,2025-09-11 01:54:27,982.0,67.0,50.0,3.0,66.0,24.0,53.0,416,21.0,16,True,2.0,,,,,,,,,,,,
98,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2025-06-29 16:40:53,2025-06-29 16:40:39,428.0,9.0,36.0,7.0,417.0,17.0,60.0,409,31.0,16,True,2.0,2025-06-29 16:41:00,0.4.22,34.0,,,372.0,6.0,,,,,
99,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2025-09-12 17:44:50,2025-09-09 12:57:29,2613.0,18.0,155.0,15.0,339.0,76.0,247.0,385,132.0,16,True,2.0,,,,,,,,,,,,
100,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2025-09-14 20:19:19,2025-09-14 20:18:59,1929.0,84.0,42.0,6.0,63.0,27.0,32.0,374,18.0,16,True,2.0,,,,,,,,['android'],,,,
101,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2025-09-14 02:09:09,2025-09-14 02:09:09,808.0,93.0,12.0,10.0,416.0,79.0,37.0,348,12.0,16,True,2.0,2025-07-12 21:17:21,0.4.0,13.0,,,,,,,,,
102,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2025-09-01 22:47:22,2025-09-01 22:47:20,468.0,47.0,7.0,7.0,73.0,6.0,25.0,312,6.0,16,True,2.0,2025-07-13 22:56:26,0.13.0,14.0,,,,,,,,,
103,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,MIT,2023-01-22 21:22:29,2025-09-11 01:53:44,2025-09-08 16:21:01,1082.0,127.0,24.0,2.0,580.0,10.0,14.0,295,25.0,16,True,2.0,2025-04-24 09:17:39,harmonia-v2.1.0,22.0,,,,,,,,,
104,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2025-09-01 00:33:14,2025-08-29 20:56:06,660.0,24.0,7.0,7.0,189.0,4.0,4.0,282,11.0,16,True,2.0,2025-07-03 14:06:00,0.2.8,30.0,1.0,1.0,1617.0,59.0,,,,,
105,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2025-09-06 01:12:34,2025-09-05 22:54:29,841.0,18.0,22.0,15.0,293.0,35.0,135.0,224,15.0,16,True,2.0,2025-07-15 18:56:39,1.3.0,6.0,,,,,,,,,
106,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2025-09-14 17:33:35,2025-09-14 17:33:35,448.0,13.0,25.0,9.0,265.0,39.0,90.0,207,17.0,16,True,2.0,2024-06-24 17:17:26,0.5.0,5.0,,,,,['haskell'],,,,
107,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2025-09-14 06:16:10,2025-09-14 06:16:10,2277.0,89.0,23.0,4.0,74.0,2.0,83.0,204,15.0,16,True,2.0,,,,,,,,['rust'],,90-008/nix-cargo-integration,,
108,nix-idea,NixOS/nix-idea,Nix plugin for the IntelliJ IDEA IDE.,editors-and-ides,https://github.com/NixOS/nix-idea,https://github.com/NixOS/nix-idea,Apache-2.0,2016-09-08 08:44:59,2025-08-20 15:43:35,2025-08-20 15:42:50,309.0,11.0,29.0,45.0,59.0,11.0,24.0,200,17.0,16,True,2.0,2025-07-04 13:35:36,0.4.0.18,28.0,,,312.0,2.0,,,,,
109,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2025-06-16 23:33:38,2025-06-16 23:33:38,507.0,,10.0,8.0,137.0,29.0,8.0,46,11.0,16,True,2.0,2024-08-29 22:48:06,0.1.4,5.0,,,1145288.0,63627.0,,,,,
110,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2025-09-08 01:01:35,2025-07-07 15:55:40,483.0,1.0,147.0,28.0,271.0,84.0,89.0,2269,68.0,15,True,2.0,,,,,,,,,,,,
111,flake-utils,numtide/flake-utils,Pure Nix flake utility functions to help with writing flakes.,development,https://github.com/numtide/flake-utils,https://github.com/numtide/flake-utils,MIT,2020-04-11 13:21:34,2024-11-13 21:27:18,2024-11-13 21:27:16,102.0,,80.0,21.0,81.0,16.0,24.0,1443,28.0,15,True,2.0,2022-05-21 09:05:05,1.0.0,1.0,,,,,,,,,
112,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2025-09-12 05:02:06,2025-09-12 04:02:09,556.0,18.0,33.0,10.0,35.0,82.0,82.0,1227,18.0,15,True,2.0,2022-10-15 10:21:00,2.0.0.0,18.0,,,,,,,,,
113,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2025-09-14 00:20:19,2025-08-27 16:47:19,1510.0,20.0,80.0,13.0,348.0,38.0,71.0,1100,55.0,15,True,2.0,,,,,,,,,,,,
114,naersk,nix-community/naersk,Build Rust packages directly from `Cargo.lock`.,programming-languages,https://github.com/nix-community/naersk,https://github.com/nix-community/naersk,MIT,2019-06-13 11:27:21,2025-07-16 18:07:59,2025-07-16 18:07:57,380.0,21.0,92.0,7.0,201.0,55.0,111.0,880,54.0,15,True,2.0,,,,,,,,['rust'],,,,
115,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,10.0,1179.0,17.0,8.0,788,8.0,15,False,2.0,2019-11-14 10:07:35,0.2.0,3.0,51.0,51.0,72.0,1.0,,,,,
116,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2025-09-14 16:38:39,2025-04-20 16:15:25,435.0,,52.0,14.0,126.0,92.0,52.0,783,30.0,15,True,2.0,2024-12-11 12:03:22,0.2.2.0,3.0,,,,,,,,,
117,nix-bundle,nix-community/nix-bundle,Bundle Nix derivations to run anywhere.,command-line-tools,https://github.com/nix-community/nix-bundle,https://github.com/nix-community/nix-bundle,MIT,2016-06-14 19:51:08,2025-09-01 14:14:28,2025-09-01 14:14:16,186.0,5.0,55.0,27.0,44.0,45.0,33.0,759,21.0,15,True,2.0,2018-04-10 19:46:47,0.3.0,1.0,,,109.0,1.0,,,,,
118,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,38.0,13.0,75.0,17.0,21.0,719,24.0,15,False,2.0,,,,36.0,36.0,,,,,,,
119,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2025-09-14 20:46:02,2025-09-14 20:45:20,2006.0,167.0,77.0,14.0,180.0,56.0,71.0,708,28.0,15,True,2.0,,,,,,,,['android'],,,,
120,nix-snapshotter,pdtpartners/nix-snapshotter,Brings native understanding of Nix packages to containerd.,virtualisation,https://github.com/pdtpartners/nix-snapshotter,https://github.com/pdtpartners/nix-snapshotter,MIT,2023-07-05 18:31:50,2025-08-26 02:14:29,2025-08-26 02:02:16,87.0,3.0,26.0,17.0,92.0,17.0,54.0,697,10.0,15,True,2.0,2025-08-26 02:14:30,0.3.0,7.0,,,,,,,,,
121,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2025-09-11 00:18:43,2025-09-11 00:17:40,244.0,4.0,10.0,5.0,42.0,9.0,36.0,661,4.0,15,True,2.0,2025-09-11 00:19:23,0.3.2,19.0,,,,,,2.0,,,
122,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,42.0,6.0,94.0,4.0,56.0,523,23.0,15,True,2.0,2024-07-02 21:31:57,1.5.1,9.0,,,,,,,,,
123,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2025-08-31 17:43:12,2025-08-31 17:43:12,470.0,21.0,127.0,10.0,301.0,37.0,66.0,449,111.0,15,True,2.0,,,,,,,,,,,,
124,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,1.0,82.0,12.0,218.0,70.0,118.0,436,42.0,15,True,2.0,2025-06-19 20:23:17,0.12.0,15.0,,,,,['rust'],,,,
125,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,overlays,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2025-09-15 00:05:20,2025-09-15 00:05:19,2073.0,93.0,66.0,6.0,923.0,1.0,86.0,381,25.0,15,True,2.0,,,,,,,,,,,,
126,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2025-09-07 20:58:43,2025-09-07 20:58:43,454.0,6.0,47.0,11.0,87.0,13.0,25.0,372,31.0,15,True,2.0,2024-10-15 02:32:47,2.8.0,15.0,,,,,,,,,
127,donovanglover/nix-config,donovanglover/nix-config,"NixOS configuration with Nix Flakes, Home Manager, Stylix, and Hyprland.",nix-configurations,https://github.com/donovanglover/nix-config,https://github.com/donovanglover/nix-config,MIT,2017-10-21 09:31:19,2025-09-06 16:34:15,2025-09-05 04:24:09,3789.0,11.0,11.0,4.0,,1.0,4.0,354,,15,True,3.0,2018-12-13 04:54:01,0.2.0,2.0,,,,,,,,,
128,spicetify-nix,Gerg-L/spicetify-nix,A nix library for modifying spotify with spicetify.,theming,https://github.com/Gerg-L/spicetify-nix,https://github.com/Gerg-L/spicetify-nix,GPL-3.0,2023-11-30 23:44:32,2025-09-14 21:45:48,2025-09-14 04:28:34,911.0,17.0,26.0,4.0,250.0,9.0,54.0,341,24.0,15,True,2.0,2025-04-29 21:27:19,24.11,1.0,,,,,,,,,
129,agenix-rekey,oddlama/agenix-rekey,An agenix extension adding secret generation and automatic rekeying using a YubiKey or master-identity.,security,https://github.com/oddlama/agenix-rekey,https://github.com/oddlama/agenix-rekey,MIT,2023-01-30 15:44:34,2025-09-13 22:01:38,2025-09-13 22:00:57,238.0,20.0,38.0,6.0,53.0,14.0,55.0,333,26.0,15,True,2.0,,,,,,,,,,,,
130,nixos-unified,srid/nixos-unified,"Unify NixOS + nix-darwin + home-manager configuration in a single flake, while providing a consistent interface at DX..",nixos-modules,https://github.com/srid/nixos-unified,https://github.com/srid/nixos-unified,MIT,2023-03-15 17:35:12,2025-08-09 15:36:55,2025-08-09 15:36:52,178.0,4.0,31.0,3.0,63.0,17.0,38.0,311,8.0,15,True,2.0,2024-10-03 15:42:09,0.2.0,2.0,,,,,,,,,
131,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-09-06 10:03:27,2025-08-16 19:28:58,348.0,21.0,13.0,6.0,33.0,7.0,11.0,282,5.0,15,True,2.0,2025-08-03 09:15:15,1.0.1,2.0,1.0,1.0,,,,,,,
132,Typix,loqusion/typix,Deterministic Typst compilation with Nix.,development,https://github.com/loqusion/typix,https://github.com/loqusion/typix,MIT,2023-12-24 03:37:43,2025-09-07 08:44:27,2025-09-07 08:44:26,425.0,18.0,12.0,4.0,57.0,3.0,9.0,237,7.0,15,True,2.0,2025-06-27 08:35:45,0.3.2,13.0,,,,,,,,,
